targetchild,speaker,addressee,session,numberoflines,numberofwords,mlu,mattr,numberofuttsinglewords,numberofhapaxes,percquest,ratioturn
Tsebo,child,ADS,2510,9,24,2.666,0.964285714286,1,16,0,.444
Tsebo,child,ADS,2511,,,,,,,,
Tsebo,child,ADS,2512,,,,,,,,
Tsebo,child,ADS,2513,,,,,,,,
Tsebo,child,ADS,2514,,,,,,,,
Tsebo,child,ADS,2515,88,179,2.034,0.927218934911,36,44,.034,.011
Tsebo,child,ADS,2516,187,510,2.727,0.9258,26,87,.037,.155
Tsebo,child,ADS,2517,22,57,2.590,0.853191489362,6,27,.136,.227
Tsebo,child,ADS,2518,,,,,,,,1.000
Tsebo,child,ADS,2519,,,,,,,,.666
Tsebo,child,ADS,2520,10,28,2.800,0.872222222222,3,17,.200,.555
Tsebo,child,ADS,2521,100,247,2.470,0.958227848101,29,102,.100,.565
Tsebo,child,ADS,2522,85,269,3.164,0.96138996139,11,87,.047,.541
Tsebo,child,ADS,2523,23,80,3.478,0.852857142857,4,29,0,.500
Tsebo,child,ADS,2524,,,,,,,,
Tsebo,child,ADS,2525,,,,,,,,
Tsebo,child,ADS,2526,,,,,,,,.400
Tsebo,child,ADS,2527,29,93,3.206,0.898795180723,10,42,0,.481
Tsebo,child,ADS,2528,55,122,2.218,0.860714285714,22,52,.127,.345
Tsebo,child,ADS,2529,47,93,1.978,0.914457831325,22,43,.106,0
Tsebo,child,ADS,2530,24,75,3.125,0.901538461538,3,26,.208,0
Tsebo,child,ADS,2531,65,197,3.030,0.94064171123,15,108,0,.692
Tsebo,child,ADS,2532,56,225,4.017,0.958139534884,4,124,.035,.436
Tsebo,child,ADS,2533,12,33,2.750,0.982608695652,3,24,0,.363
Tsebo,child,ADS,2534,5,17,3.400,0.957142857143,1,15,.200,.500
Tsebo,child,ADS,2535,12,34,2.833,0.920833333333,5,22,0,.333
Tsebo,child,ADS,2536,12,38,3.166,0.960714285714,3,24,.083,.083
Tsebo,child,ADS,2537,6,15,2.500,1.0,1,15,.500,.166
Tsebo,child,ADS,2538,6,21,3.500,0.990909090909,1,15,0,.333
Tsebo,child,ADS,2539,19,65,3.421,0.903636363636,2,41,0,.526
Tsebo,child,ADS,2540,13,55,4.230,0.993333333333,0,40,.076,.181
Tsebo,child,ADS,2541,15,72,4.800,0.95,0,51,.066,.066
Tsebo,child,ADS,2542,15,49,3.266,0.941025641026,2,35,0,.333
