utterance_id,speaker_id,speaker_role_raw,utterance,Comment,,Comments,session_id,annotation1,annotator_name1,annotation2,annotator_name2,Diff_annotations
19268,CHI,target_child,là où,,,%act  Ana tape sur le puzzle 18542781855977/Anais/247b.cha,Anais/247b.cha,MOT,clara,,,
19269,CHI,target_child,voilà,,,,Anais/247b.cha,MOT,clara,,,
19270,MOT,mother,encore,,,,Anais/247b.cha,1,clara,,,
19271,CHI,target_child,voilà,,,,Anais/247b.cha,MOT,clara,,,
19272,MOT,mother,merci,,,,Anais/247b.cha,1,clara,,,
19273,CHI,target_child,voilà voilà,,,,Anais/247b.cha,MOT,clara,,,
19274,MOT,mother,allez mets les autres qui manquent,,,,Anais/247b.cha,1,clara,,,
19275,MOT,mother,tu mets Daisy et Dingo Donald,,,,Anais/247b.cha,1,clara,,,
19276,CHI,target_child,Daisy yyy là oui,,,,Anais/247b.cha,MOT,clara,,,
19277,MOT,mother,ça c'est Daisy oui,,,,Anais/247b.cha,1,clara,,,
19278,CHI,target_child,c'est où ça,,,,Anais/247b.cha,MOT,clara,,,
19279,MOT,mother,il doit aller là,,,,Anais/247b.cha,1,clara,,,
19280,CHI,target_child,Daisy ça c'est Daisy,,,,Anais/247b.cha,MOT,clara,,,
19281,CHI,target_child,c'est Daisy,,,,Anais/247b.cha,MOT,clara,,,
19282,SIS,sister,tu veux que je le mette?,,,,Anais/247b.cha,1,clara,,,
19283,CHI,target_child,non,,,,Anais/247b.cha,SIS,clara,,,
19284,CHI,target_child,hoh hisse yyy,,,,Anais/247b.cha,?,clara,,,
19285,MOT,mother,allez mets Donald et le perroquet,,,,Anais/247b.cha,1,clara,,,
19286,CHI,target_child,est là,,,,Anais/247b.cha,MOT,clara,,,
19287,CHI,target_child,non là,,,,Anais/247b.cha,MOT,clara,,,
19288,FAT,father,tu as marché dessous?,,,,Anais/242a.cha,1,clara,,,
19289,FAT,father,tu as marché dessous?,,,,Anais/242a.cha,1,clara,,,
19290,CHI,target_child,ouais,,,,Anais/242a.cha,FAT,clara,,,
19291,FAT,father,ohlàlà,,,,Anais/242a.cha,1,clara,,,
19292,CHI,target_child,et aussi là,,,%act  Ana est assise entre les jambes de Fat elle prend ses pieds et montre à Fat l'endroit où elle a marché /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19293,FAT,father,là aussi tu as marché dessous?,,,%act  Fat montre du doigt l'endroit du pied /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19294,CHI,target_child,mh,,,,Anais/242a.cha,FAT,clara,,,
19295,FAT,father,et qu'estce que tu faisais?,,,,Anais/242a.cha,1,clara,,,
19296,FAT,father,tu dormais?,,,,Anais/242a.cha,1,clara,,,
19297,CHI,target_child,non xxx,,,%act  Ana fait non avec la tête /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19298,FAT,father,tu avais les pieds en l'air?,,,%act  Fat lève les deux mains pour mimer les pieds en l'air /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19299,FAT,father,comment tu as fais pour qu'elle te marche dessus?,,,,Anais/242a.cha,1,clara,,,
19300,FAT,father,c'est canaille?,,,,Anais/242a.cha,1,clara,,,
19301,CHI,target_child,non,,,%sit  Fat s'allonge sur le dos et entraine Ana avec lui en lui levant les jambes en l'air /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19302,FAT,father,tu étais comme ça?,,,,Anais/242a.cha,1,clara,,,
19303,CHI,target_child,ouais,,,,Anais/242a.cha,FAT,clara,,,
19304,FAT,father,elle t'a marché sur les pieds?,,,,Anais/242a.cha,1,clara,,,
19305,CHI,target_child,yyy ouais,,,,Anais/242a.cha,FAT,clara,,,
19306,FAT,father,et tu t'es pas laissée faire?,,,,Anais/242a.cha,1,clara,,,
19307,FAT,father,ah tu es sotte hein,,,,Anais/242a.cha,1,clara,,,
19308,CHI,target_child,oui,,,%sit  Fat se rassoit avec Ana /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19309,FAT,father,va poser la tutu sur le rebord là,,,,Anais/242a.cha,1,clara,,,
19310,FAT,father,eh prends le sacà+dos là,,,,Anais/242a.cha,1,clara,,,
19311,FAT,father,prends ton sacà+dos là,,,,Anais/242a.cha,1,clara,,,
19312,CHI,target_child,non,,,%act  Fat montre du doigt l'endroit où poser la sucette et celui où se trouve le sac à dos /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19313,INV,investigator,canaille tu mets le sac,,,,Anais/242a.cha,1,clara,,,
19314,FAT,father,allez va le chercher,,,%act  Ana se lève et va vers l'endroit désigné par Fat /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19315,CHI,target_child,mh,,,,Anais/242a.cha,FAT,clara,,,
19316,CHI,target_child,pas yyy,,,,Anais/242a.cha,FAT,clara,,,
19317,INV,investigator,tiens regardes le nounours,,,%sit  Mot passe devant la caméra pour prendre le sac /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19318,INV,investigator,allez,,,,Anais/242a.cha,1,clara,,,
19319,INV,investigator,on www enfile?,,,%act  Mot aide Ana à mettre son sac à dos /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19320,INV,investigator,un bras deux bras après on va mettre,,,,Anais/242a.cha,1,clara,,,
19321,INV,investigator,fais voir,,,,Anais/242a.cha,1,clara,,,
19322,CHI,target_child,yyy pas ça,,,,Anais/242a.cha,INV,clara,,,
19323,INV,investigator,le petit micro?,,,,Anais/242a.cha,1,clara,,,
19324,INV,investigator,bah papa aussi /,,,,Anais/242a.cha,1,clara,,,
19325,INV,investigator,xxx,,,,Anais/242a.cha,NA,clara,,,
19326,CHI,target_child,ça,,,,Anais/242a.cha,?,clara,,,
19327,FAT,father,mais j'en ai un aussi tiens tu vas voir,,,%sit  Ana va vers son père /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19328,CHI,target_child,yyy mien papa,,,,Anais/242a.cha,FAT,clara,,,
19329,INV,investigator,attends je te le mets là,,,%act  Mot positionne le micro de Ana /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19330,FAT,father,attends,,,,Anais/242a.cha,1,clara,,,
19331,FAT,father,et ça ça faudra le poser là,,,,Anais/242a.cha,1,clara,,,
19332,CHI,target_child,non,,,,Anais/242a.cha,FAT,clara,,,
19333,INV,investigator,voilà,,,,Anais/242a.cha,1,clara,,,
19334,FAT,father,dans ma poche?,,,,Anais/242a.cha,1,clara,,,
19335,INV,investigator,hop tiens on va en donner un,,,%sit  Mot va chercher le micro /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19336,FAT,father,dans ta poche là?,,,,Anais/242a.cha,1,clara,,,
19337,FAT,father,regardes tu as une poche,,,%act  fat touche la poche de la jupe d' Ana /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19338,INV,investigator,un micro à papa regardes,,,,Anais/242a.cha,1,clara,,,
19339,INV,investigator,tu vois lui aussi il en www a un,,,,Anais/242a.cha,1,clara,,,
19340,FAT,father,là mets dans ta poche la tétine si tu veux,,,%act  Ana pose sa tétine dans sa poche 5413217713/Anais/242a.cha,Anais/242a.cha,1,clara,,,
19341,FAT,father,merci,,,%sit  Fat prend le micro que Mot lui tent et se lève /Anais/242a.cha,Anais/242a.cha,INV,clara,,,
19342,FAT,father,non je sais pas finalement merci,,,,Anais/242a.cha,INV,clara,,,
19343,FAT,father,c'est pas un truc que,,,,Anais/242a.cha,INV,clara,,,
19344,FAT,father,je suis pas fan,,,,Anais/242a.cha,INV,clara,,,
19345,INV,investigator,de quoi?,,,,Anais/242a.cha,FAT,clara,,,
19346,FAT,father,xxx des micros heuh d'être devant les caméras,,,,Anais/242a.cha,INV,clara,,,
19347,INV,investigator,ah bon?,,,,Anais/242a.cha,FAT,clara,,,
19348,FAT,father,ça me rappelle un www anniversaire,,,,Anais/242a.cha,INV,clara,,,
19349,FAT,father,ils m'avaient fait la surprise,,,,Anais/242a.cha,INV,L,,,
19350,FAT,father,"un discours, un discours",,,,Anais/242a.cha,INV,L,,,
19351,INV,investigator,www (rit),,,,Anais/242a.cha,INV,L,,,
19352,FAT,father,des amis hein,,,,Anais/242a.cha,INV,L,,,
19353,CHI,target_child,attends,,,%sit  Fat parle à Ger passage non transcrit 117611333/Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19354,CHI,target_child,attends papa,,,,Anais/242a.cha,FAT,clara,,,
19355,CHI,target_child,,,,,Anais/242a.cha,,clara,,,
19356,CHI,target_child,yyy yyy,,,,Anais/242a.cha,NA,clara,,,
19357,INV,investigator,www,,,%sit  Ana se rapproche de son père et l'agrippe à la jambe /Anais/242a.cha,Anais/242a.cha,NA,clara,,,
19358,FAT,father,heuh oui merci,,,,Anais/242a.cha,?,clara,,,
19359,FAT,father,www,,,,Anais/242a.cha,NA,clara,,,
19360,CHI,target_child,yyy cellelà,,,,Anais/242a.cha,FAT,clara,,,
19361,CHI,target_child,yyy celuilà,,,%sit  Ana prend la main de son père /Anais/242acha,Anais/242a.cha,FAT,clara,,,
19362,FAT,father,quoi qu'estce qu'il y a?,,,,Anais/242a.cha,1,clara,,,
19363,FAT,father,ah oui moi j'en www ai un moi aussi,,,,Anais/242a.cha,1,clara,,,
19364,CHI,target_child,ouais,,,,Anais/242a.cha,FAT,clara,,,
19365,FAT,father,ouais,,,,Anais/242a.cha,1,clara,,,
19366,FAT,father,il est pas bien là,,,,Anais/242a.cha,1,clara,,,
19367,FAT,father,tu as raison,,,,Anais/242a.cha,1,clara,,,
19368,FAT,father,on va le mettre de l'autre côté,,,%act  Fat prend son micro /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19369,FAT,father,hop,,,,Anais/242a.cha,1,clara,,,
19370,FAT,father,sur l'épaule?,,,,Anais/242a.cha,1,clara,,,
19371,FAT,father,dans le dos?,,,%act  Fat manipule le micro /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19372,CHI,target_child,non,,,,Anais/242a.cha,FAT,clara,,,
19373,FAT,father,oui,,,,Anais/242a.cha,1,clara,,,
19374,CHI,target_child,non,,,,Anais/242a.cha,FAT,clara,,,
19375,CHI,target_child,ma tétine,,,%act  Ana fait un tour sur elle même et met sa main dans sa poche /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19376,FAT,father,bah tu l'as rangée,,,,Anais/242a.cha,1,clara,,,
19377,CHI,target_child,non,,,,Anais/242a.cha,FAT,clara,,,
19378,FAT,father,si,,,,Anais/242a.cha,1,clara,,,
19379,CHI,target_child,non,,,,Anais/242a.cha,FAT,clara,,,
19380,FAT,father,si,,,,Anais/242a.cha,1,clara,,,
19381,CHI,target_child,non,,,,Anais/242a.cha,FAT,clara,,,
19382,FAT,father,si,,,,Anais/242a.cha,1,clara,,,
19383,CHI,target_child,non,,,,Anais/242a.cha,FAT,clara,,,
19384,FAT,father,si,,,%sit  Ana tourne sur elle même /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19385,CHI,target_child,non yyy,,,,Anais/242a.cha,FAT,clara,,,
19386,FAT,father,oui,,,,Anais/242a.cha,1,clara,,,
19387,CHI,target_child,non non,,,,Anais/242a.cha,FAT,clara,,,
19388,FAT,father,alors qu'estce que tu fais ce matin avec maman?,,,,Anais/242a.cha,1,clara,,,
19389,FAT,father,dismoi,,,,Anais/242a.cha,1,clara,,,
19390,CHI,target_child,oh euh,,,%sit  Fat fait un tour sur luimême et Ana arrête de tourner 1489315192/Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19391,FAT,father,je sais tu as dansé,,,,Anais/242a.cha,1,clara,,,
19392,CHI,target_child,ouais,,,,Anais/242a.cha,FAT,clara,,,
19393,FAT,father,oui?,,,,Anais/242a.cha,1,clara,,,
19394,FAT,father,où?,,,,Anais/242a.cha,1,clara,,,
19395,CHI,target_child,comme ça,,,%act  Ana se met a tourner de nouveau /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19396,FAT,father,comme ça?,,,%sit  Fat s'accroupit 155823158222/Anais/242a.cha,Anais/242a.cha,1,clara,,,
19397,CHI,target_child,yyy yyy,,,,Anais/242a.cha,NA,clara,,,
19398,FAT,father,avec les bras?,,,,Anais/242a.cha,1,clara,,,
19399,CHI,target_child,ouais,,,,Anais/242a.cha,FAT,clara,,,
19400,FAT,father,xxx,,,,Anais/242a.cha,NA,clara,,,
19401,CHI,target_child,yyy,,,,Anais/242a.cha,NA,clara,,,
19402,CHI,target_child,yyy,,,,Anais/242a.cha,NA,clara,,,
19403,CHI,target_child,yyy yyy,,,,Anais/242a.cha,NA,clara,,,
19404,CHI,target_child,ah,,,%sit  Ana tombe par terre et se relève /Anais/242a.cha,Anais/242a.cha,?,clara,,,
19405,FAT,father,avec la tête aussi,,,,Anais/242a.cha,1,clara,,,
19406,CHI,target_child,ouais,,,,Anais/242a.cha,FAT,clara,,,
19407,FAT,father,montre moi,,,,Anais/242a.cha,1,clara,,,
19408,CHI,target_child,euh comme ça,,,,Anais/242a.cha,FAT,clara,,,
19409,CHI,target_child,,,,,Anais/242a.cha,,clara,,,
19410,FAT,father,comme ça,,,,Anais/242a.cha,1,clara,,,
19411,CHI,target_child,,,,%sit  Ana fait des mouvements de têtes de droite à gauche /Anais/242a.cha,Anais/242a.cha,,clara,,,
19412,FAT,father,tête à droite tête à gauche,,,%act  Fat penche sa tête à droite puis à gauche /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19413,CHI,target_child,une tête,,,,Anais/242a.cha,FAT,clara,,,
19414,FAT,father,et en haut non,,,%act  Fat penche la tête en arrière /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19415,CHI,target_child,euh euh éh éh,,,,Anais/242a.cha,FAT,clara,,,
19416,CHI,target_child,yyy,,,,Anais/242a.cha,NA,clara,,,
19417,CHI,target_child,euh éh éh,,,%sit  Ana fait tourner son nounours et le lâche puis se met à sauter /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19418,FAT,father,et tu as sauté aussi,,,,Anais/242a.cha,1,clara,,,
19419,CHI,target_child,euh yyy //,,,%act  Ana part derrière son père en saulillant et il la suit de la tête /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19420,FAT,father,dis donc tu parles pas beaucoup là,,,,Anais/242a.cha,1,clara,,,
19421,FAT,father,tu tu t'exprime mais c'est tout hein,,,,Anais/242a.cha,1,clara,,,
19422,CHI,target_child,non,,,%sit  Ana marche derrière son père et il se tourne pour le regarder /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19423,FAT,father,quoi?,,,,Anais/242a.cha,1,clara,,,
19424,CHI,target_child,oh,,,,Anais/242a.cha,FAT,clara,,,
19425,CHI,target_child,là maison à moi,,,,Anais/242a.cha,FAT,clara,,,
19426,FAT,father,elle est là la maison à toi?,,,,Anais/242a.cha,1,clara,,,
19427,CHI,target_child,yyy,,,,Anais/242a.cha,NA,clara,,,
19428,CHI,target_child,non,,,,Anais/242a.cha,FAT,clara,,,
19429,CHI,target_child,,,,,Anais/242a.cha,,clara,,,
19430,FAT,father,ah ton bijou à toi,,,,Anais/242a.cha,1,clara,,,
19431,CHI,target_child,non,,,,Anais/242a.cha,FAT,clara,,,
19432,CHI,target_child,à Chl ça,,,%sit  Ana prend une peluche /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19433,CHI,target_child,c'est à Chl,,,,Anais/242a.cha,FAT,clara,,,
19434,FAT,father,et +/,,,,Anais/242a.cha,1,clara,,,
19435,FAT,father,et celui qui es à côté est www à qui?,,,%act  Fat montre du doigt /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19436,CHI,target_child,à moi,,,%sit  Ana prend une seconde peluche et jette la première /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19437,FAT,father,ah ben tu vois,,,,Anais/242a.cha,1,clara,,,
19438,CHI,target_child,yyy yyy,,,,Anais/242a.cha,NA,clara,,,
19439,FAT,father,et tu les www a mis dans la voiture,,,,Anais/242a.cha,1,clara,,,
19440,CHI,target_child,ohoh,,,,Anais/242a.cha,FAT,clara,,,
19441,FAT,father,tu es sûre que c'est le tien?,,,,Anais/242a.cha,1,clara,,,
19442,CHI,target_child,oh,,,,Anais/242a.cha,FAT,clara,,,
19443,CHI,target_child,là,,,%sit  Ana rejoint son père et lui donne la peluche /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19444,CHI,target_child,pas ça,,,,Anais/242a.cha,FAT,clara,,,
19445,FAT,father,c'est le tien celuilà?,,,,Anais/242a.cha,1,clara,,,
19446,CHI,target_child,pas ça,,,,Anais/242a.cha,FAT,clara,,,
19447,FAT,father,mh mh,,,,Anais/242a.cha,1,clara,,,
19448,CHI,target_child,yyy +//,,,,Anais/242a.cha,NA,clara,,,
19449,CHI,target_child,yyy //,,,,Anais/242a.cha,NA,clara,,,
19450,CHI,target_child,écrit,,,,Anais/242a.cha,FAT,clara,,,
19451,FAT,father,qu'estce qui est écrit?,,,,Anais/242a.cha,1,clara,,,
19452,CHI,target_child,yyy,,,,Anais/242a.cha,NA,clara,,,
19453,FAT,father,c'est écrit quoi?,,,,Anais/242a.cha,1,clara,,,
19454,CHI,target_child,mh,,,,Anais/242a.cha,FAT,clara,,,
19455,FAT,father,qu'estce qui est écrit?,,,,Anais/242a.cha,1,clara,,,
19456,CHI,target_child,écrit,,,,Anais/242a.cha,FAT,clara,,,
19457,FAT,father,oui,,,,Anais/242a.cha,1,clara,,,
19458,FAT,father,qu'estce qui est écrit?,,,,Anais/242a.cha,1,clara,,,
19459,CHI,target_child,écrit yyy yyy,,,,Anais/242a.cha,FAT,clara,,,
19460,FAT,father,et qu'estce qui est écrit là?,,,,Anais/242a.cha,1,clara,,,
19461,CHI,target_child,yyy,,,,Anais/242a.cha,NA,clara,,,
19462,FAT,father,c'est écrit quoi?,,,,Anais/242a.cha,1,clara,,,
19463,FAT,father,Chloé,,,,Anais/242a.cha,1,clara,,,
19464,CHI,target_child,Chl,,,,Anais/242a.cha,FAT,clara,,,
19465,FAT,father,c'est écrit Chloé?,,,,Anais/242a.cha,1,clara,,,
19466,CHI,target_child,oui,,,,Anais/242a.cha,FAT,clara,,,
19467,CHI,target_child,non,,,,Anais/242a.cha,FAT,clara,,,
19468,CHI,target_child,yyy,,,,Anais/242a.cha,NA,clara,,,
19469,CHI,target_child,éh,,,,Anais/242a.cha,FAT,clara,,,
19470,FAT,father,non non c'est pas écrit Chloé,,,,Anais/242a.cha,1,clara,,,
19471,CHI,target_child,oh,,,,Anais/242a.cha,FAT,clara,,,
19472,FAT,father,fais voir refais voir,,,,Anais/242a.cha,1,clara,,,
19473,CHI,target_child,où Chl,,,%sit  Ana retourne en direction des peluches s'arrête et fait un tour sur ellemême pour chercher la peluche puis repart /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19474,FAT,father,non Chloé est à l'école elle est à l'école,,,,Anais/242a.cha,1,clara,,,
19475,CHI,target_child,ah écrit Chl,,,,Anais/242a.cha,FAT,clara,,,
19476,CHI,target_child,yyy Chl,,,,Anais/242a.cha,FAT,clara,,,
19477,CHI,target_child,yyy tiens,,,%sit  Ana cherche la première peluche et la ramène à son père /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19478,FAT,father,c'est celuilà qui est www écrit Chloé?,,,,Anais/242a.cha,1,clara,,,
19479,CHI,target_child,ouais,,,,Anais/242a.cha,FAT,clara,,,
19480,FAT,father,ah,,,,Anais/242a.cha,1,clara,,,
19481,FAT,father,fais voir,,,,Anais/242a.cha,1,clara,,,
19482,FAT,father,ah oui Chloé,,,,Anais/242a.cha,1,clara,,,
19483,FAT,father,alors là c'est écrit quoi?,,,,Anais/242a.cha,1,clara,,,
19484,CHI,target_child,euh,,,%act  Fat montre la peluche du doigt /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19485,CHI,target_child,mh,,,,Anais/242a.cha,FAT,clara,,,
19486,CHI,target_child,à moi écrit,,,,Anais/242a.cha,FAT,clara,,,
19487,CHI,target_child,moi,,,%act  Ana regarde l'étiquette de la peluche et suit ce qui est écrit du doigt /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19488,FAT,father,wawawa@c,,,,Anais/242a.cha,?,clara,,,
19489,CHI,target_child,écrit,,,,Anais/242a.cha,FAT,clara,,,
19490,CHI,target_child,à moi,,,%sit  Ana se tourne vers la caméra et la regarde /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19491,FAT,father,c'est écrit toi?,,,,Anais/242a.cha,1,clara,,,
19492,CHI,target_child,oui,,,,Anais/242a.cha,FAT,clara,,,
19493,FAT,father,et c'est quoi toi?,,,,Anais/242a.cha,1,clara,,,
19494,CHI,target_child,yyy yyy,,,,Anais/242a.cha,NA,clara,,,
19495,CHI,target_child,doudou c'est yyy,,,%act  Ana se retourne vers son père et se met à marcher à quatre pattes /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19496,FAT,father,comment tu comment tu,,,,Anais/242a.cha,1,clara,,,
19497,FAT,father,comment tu t'appelles?,,,,Anais/242a.cha,1,clara,,,
19498,FAT,father,oh /,,,,Anais/242a.cha,1,clara,,,
19499,CHI,target_child,Ana,,,,Anais/242a.cha,FAT,clara,,,
19500,FAT,father,oh toi,,,,Anais/242a.cha,1,clara,,,
19501,FAT,father,hein,,,%sit  Ana fait des tour sur ellemême à quatre pattes et Fat se tourne vers elle /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19502,CHI,target_child,Ana,,,,Anais/242a.cha,FAT,clara,,,
19503,FAT,father,Ana?,,,,Anais/242a.cha,1,clara,,,
19504,CHI,target_child,ouais,,,,Anais/242a.cha,FAT,clara,,,
19505,FAT,father,ah,,,,Anais/242a.cha,1,clara,,,
19506,FAT,father,alors c'est écrit Ana?,,,%sit  Ana s'arrête de tourner /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19507,CHI,target_child,ouais,,,%sit  Ana recommence à tourner puis va vers la porte toujours à quatre pattes /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19508,FAT,father,hein,,,,Anais/242a.cha,1,clara,,,
19509,CHI,target_child,yyy yyy,,,,Anais/242a.cha,NA,clara,,,
19510,CHI,target_child,yyy yyy lapin,,,%act  attrape son lapin en peluche /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19511,FAT,father,et c'est ça que tu as fais aussi à l'école?,,,,Anais/242a.cha,1,clara,,,
19512,CHI,target_child,ouais,,,,Anais/242a.cha,FAT,clara,,,
19513,FAT,father,tu as passé la serpillière?,,,%sit  Ana se retourne et regarde son père /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19514,CHI,target_child,non,,,%act  ana fait non de la tête /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19515,FAT,father,www,,,,Anais/242a.cha,NA,clara,,,
19516,FAT,father,non?,,,,Anais/242a.cha,1,clara,,,
19517,FAT,father,tu as /,,,,Anais/242a.cha,1,clara,,,
19518,CHI,target_child,pas yyy,,,%sit  Ana se remet à tourner sur les genoux /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19519,FAT,father,tu as dansé sur les genoux?,,,,Anais/242a.cha,1,clara,,,
19520,CHI,target_child,yyy,,,,Anais/242a.cha,NA,clara,,,
19521,CHI,target_child,yyy,,,,Anais/242a.cha,NA,clara,,,
19522,CHI,target_child,pas danser,,,,Anais/242a.cha,FAT,clara,,,
19523,FAT,father,tu as dansé sur les genoux?,,,,Anais/242a.cha,1,clara,,,
19524,FAT,father,oui?,,,,Anais/242a.cha,1,clara,,,
19525,CHI,target_child,éh ouais,,,,Anais/242a.cha,FAT,clara,,,
19526,CHI,target_child,non,,,,Anais/242a.cha,FAT,clara,,,
19527,FAT,father,eh là cette plaque,,,%sit  Ana touche la plaque au sol qui fait la jonction entre les deux pièces /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19528,FAT,father,touches pas,,,,Anais/242a.cha,1,clara,,,
19529,FAT,father,mets pas tes doigts,,,,Anais/242a.cha,1,clara,,,
19530,FAT,father,tu vas te coincer les doigts,,,,Anais/242a.cha,1,clara,,,
19531,CHI,target_child,ah,,,%sit  Ana se remet à faire des tours à genou /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19532,CHI,target_child,éh éh éh éh,,,,Anais/242a.cha,FAT,clara,,,
19533,CHI,target_child,pas comme ça,,,,Anais/242a.cha,FAT,clara,,,
19534,FAT,father,pas comme ça?,,,,Anais/242a.cha,1,clara,,,
19535,CHI,target_child,non,,,%act  Ana fait non de la tête /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19536,FAT,father,non?,,,,Anais/242a.cha,1,clara,,,
19537,FAT,father,ben alors comment?,,,,Anais/242a.cha,1,clara,,,
19538,CHI,target_child,yyy,,,,Anais/242a.cha,NA,clara,,,
19539,CHI,target_child,mh comme ça,,,%act  Ana se met à sautiller /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19540,FAT,father,comme ça?,,,,Anais/242a.cha,1,clara,,,
19541,CHI,target_child,ouais,,,,Anais/242a.cha,FAT,clara,,,
19542,FAT,father,comme ça?,,,,Anais/242a.cha,1,clara,,,
19543,CHI,target_child,ouais,,,%sit  Fat c'est avancé en direction d' Ana /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19544,FAT,father,comme ça?,,,,Anais/242a.cha,1,clara,,,
19545,CHI,target_child,là papa,,,%act  Ana s'assoie parterre et montre son collant /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19546,FAT,father,ouais ben je vais pas te le remettre tout le temps,,,,Anais/242a.cha,1,clara,,,
19547,FAT,father,remonte le toi,,,,Anais/242a.cha,1,clara,,,
19548,FAT,father,faut tirer comme ça,,,,Anais/242a.cha,1,clara,,,
19549,FAT,father,faut tirer sous le genou aussi,,,,Anais/242a.cha,1,clara,,,
19550,CHI,target_child,www,,,,Anais/242a.cha,NA,clara,,,
19551,FAT,father,dessous,,,%sit  Ana essaie de rementer son collant en suivant les instructions de son père /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19552,FAT,father,voilà comme ça,,,,Anais/242a.cha,1,clara,,,
19553,FAT,father,voilà tu tires aussi en remontant,,,,Anais/242a.cha,1,clara,,,
19554,CHI,target_child,ah oh,,,,Anais/242a.cha,FAT,clara,,,
19555,FAT,father,tu tires aussi en remontant sous les fesses,,,,Anais/242a.cha,1,clara,,,
19556,FAT,father,vas y  plus haut plus haut plus haut,,,,Anais/242a.cha,1,clara,,,
19557,FAT,father,remontes jusqu'aux fesses,,,,Anais/242a.cha,1,clara,,,
19558,CHI,target_child,mh,,,,Anais/242a.cha,FAT,clara,,,
19559,FAT,father,non,,,,Anais/242a.cha,1,clara,,,
19560,FAT,father,pas les fesses,,,%sit  Ana remonte le collant au niveau de ses fesses /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19561,FAT,father,jusqu'aux fesses,,,,Anais/242a.cha,1,clara,,,
19562,FAT,father,y a que faut prendre là,,,,Anais/242a.cha,1,clara,,,
19563,FAT,father,faut tirer un peu en bas,,,,Anais/242a.cha,1,clara,,,
19564,FAT,father,reprendre tirer un petit peu reprendre tirer un petit peu reprendre tirer un petit peu,,,%act  Fat montre à Ana comment on remonte un collant et Ana l'imite /Anais/242a.cha,Anais/242a.cha,1,clara,,,
19565,CHI,target_child,yyy est là aussi,,,,Anais/242a.cha,FAT,clara,,,
19566,CHI,target_child,est là aussi,,,%act  Ana montre sa deuxième jambe /Anais/242a.cha,Anais/242a.cha,FAT,clara,,,
19567,FAT,father,et l'autre aussi oui les deux,,,,Anais/242a.cha,1,clara,,,
19568,FAT,father,tu veux que je t'aide peutêtre?,,,,Anais/242a.cha,1,clara,,,
19569,CHI,target_child,non,,,,Anais/242a.cha,FAT,clara,,,
19570,FAT,father,non,,,,Anais/242a.cha,1,clara,,,
19571,CHI,target_child,attends,,,,Anais/242a.cha,FAT,clara,,,
