utterance_id,speaker_id,speaker_role_raw,utterance,Comment,,Comments,session_id,annotation1,annotator_name1,annotation2,annotator_name2,Diff_annotations
1,BR1,Brother1,et le dinosaure .,%act BR1 actionne le mécanisme du dinosaure,,%act BR1 actionne le mécanisme du dinosaure ,Anae/215.cha,?,clara,,,
2,CHI,target_child,‹yyy [=! crie]› .,%act CHI court une poupée en main,,%act CHI court une poupée en main ,Anae/215.cha,?,clara,,,
3,OBS,Investigator,on est le vingt neuf août deux mille huit et Anaé a deux ans et un mois .,,, ,Anae/215.cha,SELF,clara,,,
4,CHI,target_child,< yyy ‹là [/]› là !,%xpnt show le dinosaure le bras tendu qui tient la poupée,,%xpnt show le dinosaure le bras tendu qui tient la poupée ,Anae/215.cha,?,clara,,,
5,CHI,target_child,‹xxx [=! petits bruits]› yyy .,%act CHI va chercher BR1 %xpnt reach vers BR1 bras tendu main ouverte,,%act CHI va chercher BR1 %xpnt reach vers BR1 bras tendu main ouverte ,Anae/215.cha,NA,clara,,,
6,CHI,target_child,[=! rit] .,%act CHI prend BR1 par la main et l'entraîne près du dinosaure puis regarde OBS,,%act CHI prend BR1 par la main et l'entraîne près du dinosaure puis regarde OBS ,Anae/215.cha,NA,clara,,,
7,BR1,Brother1,.,%act BR1 actionne le mécanisme du dinosaure,,%act BR1 actionne le mécanisme du dinosaure ,Anae/215.cha,NA,clara,,,
8,CHI,target_child,‹yyy [=! crie]› .,,, ,Anae/215.cha,NA,clara,,,
9,CHI,target_child,[=! rit] aïe !,%act CHI tombe en voulant prendre le dinosaure,,%act CHI tombe en voulant prendre le dinosaure ,Anae/215.cha,SELF,clara,,,
10,CHI,target_child,[=! rit] .,%act CHI lance sa poupée et va la chercher,,%act CHI lance sa poupée et va la chercher ,Anae/215.cha,NA,clara,,,
11,CHI,target_child,ouille !,,, ,Anae/215.cha,SELF,clara,,,
12,MOT,mother,< à quoi tu joues Anaé ?,,, ,Anae/215.cha,1,clara,,,
13,MOT,mother,qu'est-ce que c'est ça ?,%sit CHI ramasse sa poupée et se relève,,%sit CHI ramasse sa poupée et se relève ,Anae/215.cha,1,clara,,,
14,CHI,target_child,e@p poupée .,%act CHI regarde sa poupée,,%act CHI regarde sa poupée ,Anae/215.cha,MOT,clara,,,
15,MOT,mother,non mais ça parterre .,%xpnt show le dinosaure de l'index droit,,%xpnt show le dinosaure de l'index droit ,Anae/215.cha,1,clara,,,
16,MOT,mother,qu'est-ce que c'est ?,%sit CHI regarde MOT puis le dinosaure,,%sit CHI regarde MOT puis le dinosaure ,Anae/215.cha,1,clara,,,
17,CHI,target_child,œ@p dinosaure .,int dinosaure/3/ %act CHI regarde le dinosaure,,int dinosaure/3/ %act CHI regarde le dinosaure ,Anae/215.cha,MOT,clara,,,
18,MOT,mother,et qui est-ce qui te l'a donné ?,,, ,Anae/215.cha,1,clara,,,
19,MOT,mother,qui est-ce qui te l'a donné ce dinosaure ?,%act MOT regarde CHI,,%act MOT regarde CHI ,Anae/215.cha,1,clara,,,
20,CHI,target_child,c'est Arthur .,int c'est/2/,,int c'est/2/ ,Anae/215.cha,MOT,clara,,,
21,MOT,mother,il l'a ramené d'où ?,%sit CHI balance sa poupée et la lâche,,%sit CHI balance sa poupée et la lâche ,Anae/215.cha,1,clara,,,
22,MOT,mother,tu sais ?,%act MOT regarde CHI %sit CHI regarde sa poupée tombée dans le bas du meuble,,%act MOT regarde CHI %sit CHI regarde sa poupée tombée dans le bas du meuble ,Anae/215.cha,1,clara,,,
23,CHI,target_child,‹oh [/]› oh !,%act CHI va chercher sa poupée,,%act CHI va chercher sa poupée ,Anae/215.cha,MOT,clara,,,
24,MOT,mother,oh [/] oh .,ximi MOT imite CHI,,ximi MOT imite CHI ,Anae/215.cha,1,clara,,,
25,MOT,mother,alors la poupée .,%act MOT se lève du fauteuil,,%act MOT se lève du fauteuil ,Anae/215.cha,1,clara,,,
26,CHI,target_child,< .,%xpnt reach la poupée le bras tendu,,%xpnt reach la poupée le bras tendu ,Anae/215.cha,NA,clara,,,
27,CHI,target_child,poupée .,%act CHI se penche pour prendre la poupée,,%act CHI se penche pour prendre la poupée ,Anae/215.cha,?,clara,,,
28,OBS,Investigator,elle est au fond la poupée ?,%sit CHI perd l'équilibre et se retrouve assise,,%sit CHI perd l'équilibre et se retrouve assise ,Anae/215.cha,1,clara,,,
29,CHI,target_child,hé oh .,%xpnt reach toujours la poupée le bras tendu,,%xpnt reach toujours la poupée le bras tendu ,Anae/215.cha,TOY,clara,,,
30,OBS,Investigator,< tu la prends ?,,, ,Anae/215.cha,1,clara,,,
31,OBS,Investigator,voilà .,%sit CHI attrape sa poupée,,%sit CHI attrape sa poupée ,Anae/215.cha,1,clara,,,
32,MOT,mother,il faut que tu racontes à Aliyah tout ce qu'on a fait pendant les vacances .,%sit CHI se redresse sur les genoux et regarde MOT ,,%sit CHI se redresse sur les genoux et regarde MOT  ,Anae/215.cha,1,clara,,,
33,CHI,target_child,quoi ?,%act CHI regarde MOT,,%act CHI regarde MOT ,Anae/215.cha,MOT,clara,,,
34,MOT,mother,on était où en vacances ?,,, ,Anae/215.cha,1,clara,,,
35,MOT,mother,où est-ce qu'on est allé (.) avec Anouk ?,%sit CHI balance sa poupée et la fait tomber sur le fauteuil,,%sit CHI balance sa poupée et la fait tomber sur le fauteuil ,Anae/215.cha,1,clara,,,
36,CHI,target_child,‹oh [/]› oh !,%act CHI regarde où la poupée est tombée,,%act CHI regarde où la poupée est tombée ,Anae/215.cha,MOT,clara,,,
37,CHI,target_child,elle est où poupée ?,,, ,Anae/215.cha,MOT,clara,,,
38,CHI,target_child,[=! petit bruit] .,%act CHI regarde sous le fauteuil pour prendre sa poupée,,%act CHI regarde sous le fauteuil pour prendre sa poupée ,Anae/215.cha,NA,clara,,,
39,OBS,Investigator,mais c'est qui Anouk ?,,, ,Anae/215.cha,1,clara,,,
40,OBS,Investigator,Anaé (.) c'est qui Anouk ?,%sit CHI ramasse sa poupée et regarde OBS,,%sit CHI ramasse sa poupée et regarde OBS ,Anae/215.cha,1,clara,,,
41,MOT,mother,<tu dis à Aliyah> [>] ?,,, ,Anae/215.cha,1,clara,,,
42,OBS,Investigator,<je la connais pas moi> [<] !,%sit CHI se relève avec sa poupée en main,,%sit CHI se relève avec sa poupée en main ,Anae/215.cha,1,clara,,,
43,MOT,mother,c'est qui Anouk ?,%sit CHI regarde MOT,,%sit CHI regarde MOT ,Anae/215.cha,1,clara,,,
44,MOT,mother,c'est ta ..?,%sit CHI avance vers MOT avec sa poupée en main,,%sit CHI avance vers MOT avec sa poupée en main ,Anae/215.cha,1,clara,,,
45,CHI,target_child,se@p attrapé .,int attrapé/3/ %act CHI regarde la poupée puis MOT,,int attrapé/3/ %act CHI regarde la poupée puis MOT ,Anae/215.cha,MOT,clara,,,
46,MOT,mother,tu l'as attrapée ouais c'est qui Anouk ?,%act MOT regarde CHI,,%act MOT regarde CHI ,Anae/215.cha,1,clara,,,
47,MOT,mother,c'est ta cousine !,,, ,Anae/215.cha,1,clara,,,
48,CHI,target_child,ma cousine .,%act CHI marche vers la bibliothèque,,%act CHI marche vers la bibliothèque ,Anae/215.cha,MOT,clara,,,
49,MOT,mother,et où est-ce qu'on est allé avec Anouk ?,%sit CHI joue avec la poupée dans la bibliothèque,,%sit CHI joue avec la poupée dans la bibliothèque ,Anae/215.cha,1,clara,,,
50,CHI,target_child,quoi ?,%act CHI se retourne vers MOT,,%act CHI se retourne vers MOT ,Anae/215.cha,MOT,clara,,,
51,MOT,mother,on est allé où avec Anouk ?,,, ,Anae/215.cha,1,clara,,,
52,CHI,target_child,yyy .,%act CHI lâche la poupée et prend une poussette,,%act CHI lâche la poupée et prend une poussette ,Anae/215.cha,MOT,clara,,,
53,MOT,mother,< on est allé à la mer ?,,, ,Anae/215.cha,1,clara,,,
54,CHI,target_child,‹ho [/]› ho maman !,,, ,Anae/215.cha,MOT,clara,,,
55,MOT,mother,oui ?,,, ,Anae/215.cha,1,clara,,,
56,CHI,target_child,< [=! sourit] .,%act CHI regarde MOT,,%act CHI regarde MOT ,Anae/215.cha,NA,clara,,,
57,CHI,target_child,là !,%act CHI tire la poussette %com bruit de fond de la poussette,,%act CHI tire la poussette %com bruit de fond de la poussette ,Anae/215.cha,MOT,clara,,,
58,MOT,mother,< qu'est-ce qui s(e) passe ?,,, ,Anae/215.cha,1,clara,,,
59,MOT,mother,qu'est-ce qu'il y a ?,,, ,Anae/215.cha,1,clara,,,
60,CHI,target_child,yyy .,%act CHI tire la poussette vers elle,,%act CHI tire la poussette vers elle ,Anae/215.cha,MOT,clara,,,
61,MOT,mother,et qu'est-ce qu'il y a là ?,%sit CHI joue avec la poussette,,%sit CHI joue avec la poussette ,Anae/215.cha,1,clara,,,
62,CHI,target_child,là .,%xpnt uni le livre dans la poussette avec la main %com doute sur le pointage on ne voit pas la main de CHI pour spécifier le geste,,%xpnt uni le livre dans la poussette avec la main %com doute sur le pointage on ne voit pas la main de CHI pour spécifier le geste ,Anae/215.cha,MOT,clara,,,
63,MOT,mother,boh@i .,,, ,Anae/215.cha,1,clara,,,
64,MOT,mother,qu'est-ce que tu promènes dans ta poussette ?,%sit CHI a pris deux livres dont l'un est ouvert ce qui est difficile à tenir en main,,%sit CHI a pris deux livres dont l'un est ouvert ce qui est difficile à tenir en main ,Anae/215.cha,1,clara,,,
65,CHI,target_child,‹yyy [=! bruit d'effort]› .,%act CHI essaie de s'approcher de MOT avec ses livres,,%act CHI essaie de s'approcher de MOT avec ses livres ,Anae/215.cha,NA,clara,,,
66,MOT,mother,xxx .,%sit un des deux livres tombe,,%sit un des deux livres tombe ,Anae/215.cha,1,clara,,,
67,MOT,mother,qu'est-ce que c'est ?,,, ,Anae/215.cha,1,clara,,,
68,CHI,target_child,a@p yyy .,%act CHI referme le livre qui lui reste et s'approche de MOT,%sit MOT boit son thé,%act CHI referme le livre qui lui reste et s'approche de MOT %sit MOT boit son thé,Anae/215.cha,MOT,clara,,,
69,MOT,mother,un liv(re) de quoi ?,,, ,Anae/215.cha,1,clara,,,
70,CHI,target_child,de oui oui .,,, ,Anae/215.cha,MOT,clara,,,
71,CHI,target_child,oh le chien !,%xpnt show l'image sur la couverture de l'index,%act CHI regarde la couverture du livre,%xpnt show l'image sur la couverture de l'index %act CHI regarde la couverture du livre,Anae/215.cha,MOT,clara,,,
72,MOT,mother,tu veux le lire ?,%act MOT regarde CHI,%sit CHI regarde MOT puis le livre,%act MOT regarde CHI %sit CHI regarde MOT puis le livre,Anae/215.cha,1,clara,,,
73,CHI,target_child,[=! hoche la tête] .,,, ,Anae/215.cha,MOT,clara,,,
74,MOT,mother,c'est toi qui me le lis ?,%sit CHI commence à ouvrir le livre,,%sit CHI commence à ouvrir le livre ,Anae/215.cha,1,clara,,,
75,MOT,mother,tu me le racontes ?,%sit CHI ouvre le livre,,%sit CHI ouvre le livre ,Anae/215.cha,1,clara,,,
76,MOT,mother,vas y mets toi sur la table tu fais attention aux thés parce qu'ils sont très chauds .,%act MOT débarrasse la table pour que CHI s'y installe,%sit CHI se dirige vers la table,%act MOT débarrasse la table pour que CHI s'y installe %sit CHI se dirige vers la table,Anae/215.cha,1,clara,,,
77,MOT,mother,vas y mets toi là .,%xpnt show la table avec la main en la touchant de la paume,,%xpnt show la table avec la main en la touchant de la paume ,Anae/215.cha,1,clara,,,
78,CHI,target_child,yyy ‹yyy [=! sourit]› .,%act CHI ouvre le livre et raconte ce qu'elle voit elle regarde MOT puis OBS en souriant,,%act CHI ouvre le livre et raconte ce qu'elle voit elle regarde MOT puis OBS en souriant ,Anae/215.cha,MOT,clara,,,
79,MOT,mother,<c'est quoi> [=! sourit] ?,,, ,Anae/215.cha,1,clara,,,
80,CHI,target_child,yyy .,,, ,Anae/215.cha,MOT,clara,,,
81,MOT,mother,c'est l'histoire de quoi alors ?,%sit CHI tourne les pages du livre,,%sit CHI tourne les pages du livre ,Anae/215.cha,1,clara,,,
82,MOT,mother,c'est déjà fini ?,%sit CHI continue de tourner les pages du livre le referme et le donne à MOT,,%sit CHI continue de tourner les pages du livre le referme et le donne à MOT ,Anae/215.cha,1,clara,,,
83,MOT,mother,merci .,%act MOT prend le livre,,%act MOT prend le livre ,Anae/215.cha,1,clara,,,
84,MOT,mother,tu préfères celui-là ?,%act MOT regarde CHI,%sit CHI ramasse le livre qui était tombé par terre,%act MOT regarde CHI %sit CHI ramasse le livre qui était tombé par terre,Anae/215.cha,1,clara,,,
85,CHI,target_child,‹yyy [=! hoche la tête]› .,%act CHI regarde MOT,,%act CHI regarde MOT ,Anae/215.cha,MOT,clara,,,
86,MOT,mother,ouais [=! hoche la tête] ?,%act MOT regarde CHI,,%act MOT regarde CHI ,Anae/215.cha,1,clara,,,
87,MOT,mother,comment il s'appelle celui-là ?,%act MOT pose le premier livre que CHI lui avait donné,%sit CHI se dirige vers la table avec l'autre livre,%act MOT pose le premier livre que CHI lui avait donné %sit CHI se dirige vers la table avec l'autre livre,Anae/215.cha,1,clara,,,
88,CHI,target_child,yyy yyy maman .,%act CHI regarde MOT,,%act CHI regarde MOT ,Anae/215.cha,MOT,clara,,,
89,MOT,mother,tu lis à maman ?,%sit CHI ouvre le livre,,%sit CHI ouvre le livre ,Anae/215.cha,1,clara,,,
90,MOT,mother,vas y !,,, ,Anae/215.cha,1,clara,,,
91,CHI,target_child,lapin .,%xpnt show l'image du lapin avec l'index droit,%act CHI montre le lapin puis regarde MOT,%xpnt show l'image du lapin avec l'index droit %act CHI montre le lapin puis regarde MOT,Anae/215.cha,MOT,clara,,,
92,MOT,mother,oui [=! sourit] [=! hoche la tête] .,%act MOT regarde CHI,,%act MOT regarde CHI ,Anae/215.cha,1,clara,,,
93,MOT,mother,qu'est-ce qu'il fait le lapin ?,,, ,Anae/215.cha,1,clara,,,
94,CHI,target_child,<il monte> [/] <e@p monte> [/] e@p monte .,,, ,Anae/215.cha,MOT,clara,,,
95,MOT,mother,< [=! sourit] [=! hoche la tête] .,,, ,Anae/215.cha,NA,clara,,,
96,CHI,target_child,le lapin yyy ‹monter [/]› monter monte .,%act regarde le livre puis OBS,,%act regarde le livre puis OBS ,Anae/215.cha,MOT,clara,,,
97,MOT,mother,[=! rit] .,,, ,Anae/215.cha,NA,clara,,,
98,CHI,target_child,‹et (.)› et ça ?,%xpnt show le dessin avec l'index gauche,%act CHI tourne la page et montre le dessin,%xpnt show le dessin avec l'index gauche %act CHI tourne la page et montre le dessin,Anae/215.cha,MOT,clara,,,
99,MOT,mother,qu'est-ce que c'est ça ?,%act MOT regarde CHI en fronçant les sourcils,%sit CHI regarde MOT,%act MOT regarde CHI en fronçant les sourcils %sit CHI regarde MOT,Anae/215.cha,1,clara,,,
100,MOT,mother,on en a vu plein en vacances c'est le ..?,%act MOT regarde CHI,,%act MOT regarde CHI ,Anae/215.cha,1,clara,,,
101,CHI,target_child,le ..?,ximi CHI répète ce que MOT dit,%act CHI regarde MOT,ximi CHI répète ce que MOT dit %act CHI regarde MOT,Anae/215.cha,MOT,clara,,,
102,MOT,mother,m(outon) ..?,,, ,Anae/215.cha,1,clara,,,
103,CHI,target_child,+ mouton <ti@p monte> [/] <il monte> [/] il monte .,%act CHI regarde MOT puis tourne la page,%com difficile de distinguer si CHI exagère la liaison entre t et i ou si elle produit ti,%act CHI regarde MOT puis tourne la page %com difficile de distinguer si CHI exagère la liaison entre t et i ou si elle produit ti,Anae/215.cha,MOT,clara,,,
104,MOT,mother,[=! hoche la tête] voilà [=! sourit] .,,, ,Anae/215.cha,1,clara,,,
105,CHI,target_child,le cochon <ti@p monte> [/] il monte .,com difficile de distinguer si CHI exagère la liaison entre t et i ou si elle produit ti,,com difficile de distinguer si CHI exagère la liaison entre t et i ou si elle produit ti ,Anae/215.cha,MOT,clara,,,
106,MOT,mother,<hum hum> [=! sourit] [=! hoche la tête] .,%sit CHI tourne la page,,%sit CHI tourne la page ,Anae/215.cha,NA,clara,,,
107,CHI,target_child,et la chèvre <ti@p monte> [/] il ‹monte [=! sourit]› .,%act CHI regarde OBS à la fin de sa phrase,%com difficile de distinguer si CHI exagère la liaison entre t et i ou si elle produit ti,%act CHI regarde OBS à la fin de sa phrase %com difficile de distinguer si CHI exagère la liaison entre t et i ou si elle produit ti,Anae/215.cha,MOT,clara,,,
108,CHI,target_child,et l'écureuil <ti@p monte> [/] il monte .,com difficile de distinguer si CHI exagère la liaison entre t et i ou si elle produit ti,,com difficile de distinguer si CHI exagère la liaison entre t et i ou si elle produit ti ,Anae/215.cha,MOT,clara,,,
109,MOT,mother,et l'écureuil oui [=! rigole] .,,, ,Anae/215.cha,1,clara,,,
110,CHI,target_child,le yyy <ti@p monte> [/] il monte .,com difficile de distinguer si CHI exagère la liaison entre t et i ou si elle produit ti,,com difficile de distinguer si CHI exagère la liaison entre t et i ou si elle produit ti ,Anae/215.cha,MOT,clara,,,
111,CHI,target_child,la souris <ti@p monte> [/] il monte .,%act CHI regarde MOT,%com difficile de distinguer si CHI exagère la liaison entre t et i ou si elle produit ti,%act CHI regarde MOT %com difficile de distinguer si CHI exagère la liaison entre t et i ou si elle produit ti,Anae/215.cha,MOT,clara,,,
112,MOT,mother,<hum hum> [=! sourit] [=! hoche la tête] .,%act MOT regarde CHI,,%act MOT regarde CHI ,Anae/215.cha,1,clara,,,
113,CHI,target_child,et ‹puis (.)› la bête <ti@p monte> [/] il monte .,com difficile de distinguer si CHI exagère la liaison entre t et i ou si elle produit ti,,com difficile de distinguer si CHI exagère la liaison entre t et i ou si elle produit ti ,Anae/215.cha,MOT,clara,,,
114,MOT,mother,< [=! sourit] .,,, ,Anae/215.cha,NA,clara,,,
115,CHI,target_child,yyy .,,, ,Anae/215.cha,MOT,clara,,,
116,MOT,mother,han@i .,,, ,Anae/215.cha,1,clara,,,
117,CHI,target_child,[=! rit] .,%act CHI regarde OBS,,%act CHI regarde OBS ,Anae/215.cha,NA,clara,,,
118,MOT,mother,la grosse bête elle se (.) réveille et ..?,%act MOT regarde CHI,%sit CHI regarde MOT/Anae/215cha,%act MOT regarde CHI %sit CHI regarde MOT/Anae/215cha,Anae/215.cha,1,clara,,,
119,CHI,target_child,boum .,,, ,Anae/215.cha,MOT,clara,,,
120,MOT,mother,et boum [=! rit] .,,, ,Anae/215.cha,1,clara,,,
121,CHI,target_child,‹boum [>]› .,%xpnt show l'image de la bête avec l'index droit,%act CHI regarde le dessin puis MOT,%xpnt show l'image de la bête avec l'index droit %act CHI regarde le dessin puis MOT,Anae/215.cha,MOT,clara,,,
122,MOT,mother,oh [<] ils lui font peur (.) et elle tombe la grosse bête .,,, ,Anae/215.cha,1,clara,,,
123,MOT,mother,et elle redescend .,com intonation descendante,,com intonation descendante ,Anae/215.cha,1,clara,,,
124,CHI,target_child,et moi sais ‹lire (.)› l'autre .,int sais/3/lire/3/,xpnt reach le livre bras tendu main ouverte,int sais/3/lire/3/ xpnt reach le livre bras tendu main ouverte,Anae/215.cha,MOT,clara,,,
125,CHI,target_child,[=! bruit d'effort] .,%xpnt reach toujours le livre bras tendu main ouverte,,%xpnt reach toujours le livre bras tendu main ouverte ,Anae/215.cha,NA,clara,,,
126,MOT,mother,c'est [/] c'est lequel celui-là ?,%act MOT donne le livre à CHI,%sit CHI ouvre le livre,%act MOT donne le livre à CHI %sit CHI ouvre le livre,Anae/215.cha,1,clara,,,
127,CHI,target_child,yyy yyy yyy yyy yyy .,,, ,Anae/215.cha,MOT,clara,,,
128,CHI,target_child,c'est la bête <il monte> [/] il monte .,com difficile de distinguer si CHI exagère la liaison entre t et i ou si elle produit ti,,com difficile de distinguer si CHI exagère la liaison entre t et i ou si elle produit ti ,Anae/215.cha,MOT,clara,,,
129,CHI,target_child,c'est la bête <il monte> [/] il monte .,%act CHI regarde OBS,,%act CHI regarde OBS ,Anae/215.cha,MOT,clara,,,
130,OBS,Investigator,c'est la bête <qui monte> [/] qui monte .,,, ,Anae/215.cha,1,clara,,,
131,MOT,mother,tu crois que c'est la bête <qui monte> [/] qui monte celui-là ?,,, ,Anae/215.cha,1,clara,,,
132,MOT,mother,non .,com prononciation prolongée du non,,com prononciation prolongée du non ,Anae/215.cha,1,clara,,,
133,CHI,target_child,‹non [=! rit]› .,,, ,Anae/215.cha,MOT,clara,,,
134,MOT,mother,oui oui a un bonnet bleu .,,, ,Anae/215.cha,1,clara,,,
135,CHI,target_child,[=! rit] .,%act CHI regarde MOT,,%act CHI regarde MOT ,Anae/215.cha,NA,clara,,,
136,MOT,mother,< [=! sourit] .,%act MOT regarde CHI,,%act MOT regarde CHI ,Anae/215.cha,NA,clara,,,
137,MOT,mother,il est où son bonnet ?,,, ,Anae/215.cha,1,clara,,,
138,CHI,target_child,là !,%xpnt show l'image du bonnet avec l'index gauche,%act CHI montre le dessin puis regarde MOT,%xpnt show l'image du bonnet avec l'index gauche %act CHI montre le dessin puis regarde MOT,Anae/215.cha,MOT,clara,,,
139,MOT,mother,<hum hum> [=! sourit] [=! hoche la tête] .,,, ,Anae/215.cha,1,clara,,,
140,MOT,mother,oh qu'est-ce que c'est ça ?,,, ,Anae/215.cha,1,clara,,,
141,CHI,target_child,< .,%xpnt show le dessin avec l'index droit,,%xpnt show le dessin avec l'index droit ,Anae/215.cha,NA,clara,,,
142,CHI,target_child,yyy .,%act CHI regarde MOT,,%act CHI regarde MOT ,Anae/215.cha,MOT,clara,,,
143,MOT,mother,qu'est-ce que c'est ?,%act MOT regarde CHI,,%act MOT regarde CHI ,Anae/215.cha,1,clara,,,
144,CHI,target_child,yyy .,%act CHI regarde à nouveau le dessin,,%act CHI regarde à nouveau le dessin ,Anae/215.cha,MOT,clara,,,
145,CHI,target_child,.,%xpnt show le dessin à plusieurs reprises avec l'index droit,%act CHI insiste sur le pointage pointe à plusieurs reprises le dessin,%xpnt show le dessin à plusieurs reprises avec l'index droit %act CHI insiste sur le pointage pointe à plusieurs reprises le dessin,Anae/215.cha,NA,clara,,,
146,MOT,mother,une che(nille) ..?,,, ,Anae/215.cha,1,clara,,,
147,CHI,target_child,+ (che)nille .,%act CHI regarde MOT,,%act CHI regarde MOT ,Anae/215.cha,MOT,clara,,,
148,MOT,mother,ah oui [=! sourit] .,,, ,Anae/215.cha,1,clara,,,
149,CHI,target_child,et ça ?,%xpnt show le dessin avec l'index droit,%act CHI tourne les pages et montre un autre dessin,%xpnt show le dessin avec l'index droit %act CHI tourne les pages et montre un autre dessin,Anae/215.cha,MOT,clara,,,
150,MOT,mother,oh .,,, ,Anae/215.cha,1,clara,,,
151,MOT,mother,qu'est-ce qui s'est passé là ?,%sit CHI a toujours son index pointé sur le dessin,,%sit CHI a toujours son index pointé sur le dessin ,Anae/215.cha,1,clara,,,
152,MOT,mother,qui est-ce qui a dessiné sur le livre ?,,, ,Anae/215.cha,1,clara,,,
153,CHI,target_child,< .,%act CHI feuillette le livre mais le laisse finalement ouvert à la même page,,%act CHI feuillette le livre mais le laisse finalement ouvert à la même page ,Anae/215.cha,NA,clara,,,
154,CHI,target_child,quoi ?,,, ,Anae/215.cha,MOT,clara,,,
155,MOT,mother,qui est-ce qui a dessiné sur le livre ?,,, ,Anae/215.cha,1,clara,,,
156,MOT,mother,là !,%xpnt show le dessin avec l'index gauche,,%xpnt show le dessin avec l'index gauche ,Anae/215.cha,1,clara,,,
157,CHI,target_child,c'est Anaé .,%act CHI regarde MOT,,%act CHI regarde MOT ,Anae/215.cha,MOT,clara,,,
158,MOT,mother,nan je crois que c'est Mara .,,, ,Anae/215.cha,1,clara,,,
159,MOT,mother,[=! sourit] .,%act MOT regarde CHI,,%act MOT regarde CHI ,Anae/215.cha,NA,clara,,,
160,CHI,target_child,[=! rit] .,%act CHI regarde MOT,,%act CHI regarde MOT ,Anae/215.cha,NA,clara,,,
161,CHI,target_child,Mara .,com le mot est nasalisé,,com le mot est nasalisé ,Anae/215.cha,MOT,clara,,,
162,MOT,mother,<c'est Mara qui a dessiné sur ton livre> [=! rit] .,%sit MOT prend sa tasse de thé,,%sit MOT prend sa tasse de thé ,Anae/215.cha,1,clara,,,
163,MOT,mother,oh il est coquin !,,, ,Anae/215.cha,1,clara,,,
164,MOT,mother,c'est quelle couleur ça ?,,, ,Anae/215.cha,1,clara,,,
165,CHI,target_child,bleu .,,, ,Anae/215.cha,MOT,clara,,,
166,MOT,mother,<ah bon> [>] ?,%sit MOT dépose sa tasse de thé sur la table,,%sit MOT dépose sa tasse de thé sur la table ,Anae/215.cha,1,clara,,,
167,CHI,target_child,‹oh [<]› ça c'est bleu .,%act CH regarde le dessin puis MOT et tourne la page en même temps,,%act CH regarde le dessin puis MOT et tourne la page en même temps ,Anae/215.cha,MOT,clara,,,
168,MOT,mother,non ça c'est vert .,,, ,Anae/215.cha,1,clara,,,
169,CHI,target_child,veux lire avec Anaé .,int veux/3/,%act CHI ferme le livre et regarde MOT,int veux/3/ %act CHI ferme le livre et regarde MOT,Anae/215.cha,MOT,clara,,,
170,MOT,mother,tu veux pas un autre plutôt ?,%act MOT regarde vers la bibliothèque,,%act MOT regarde vers la bibliothèque ,Anae/215.cha,1,clara,,,
171,MOT,mother,va chercher un autre .,%act MOT regarde CHI,,%act MOT regarde CHI ,Anae/215.cha,1,clara,,,
172,CHI,target_child,.,%act CHI regarde MOT va chercher un autre livre dans la bibliothèque et prend un livre de coloriage ,,%act CHI regarde MOT va chercher un autre livre dans la bibliothèque et prend un livre de coloriage  ,Anae/215.cha,NA,clara,,,
173,MOT,mother,c'est un coloriage celui-là .,,, ,Anae/215.cha,1,clara,,,
174,CHI,target_child,ça c'est Anaé ça .,%act CHI regarde le livre,,%act CHI regarde le livre ,Anae/215.cha,MOT,clara,,,
175,MOT,mother,hum .,,, ,Anae/215.cha,1,clara,,,
176,MOT,mother,c'est pour faire le coloriage .,%sit CHI se dirige vers la table,,%sit CHI se dirige vers la table ,Anae/215.cha,1,clara,,,
177,CHI,target_child,yyy .,%act CHI dépose le livre de coloriage sur la table et le regarde puis ferme le livre et va en chercher un autre dans la bibliothèque,,%act CHI dépose le livre de coloriage sur la table et le regarde puis ferme le livre et va en chercher un autre dans la bibliothèque ,Anae/215.cha,MOT,clara,,,
178,MOT,mother,[=! sourit] .,%act MOT suit CHI du regard,,%act MOT suit CHI du regard ,Anae/215.cha,NA,clara,,,
179,CHI,target_child,.,%act CHI prend un jeu et retourne sur la table,,%act CHI prend un jeu et retourne sur la table ,Anae/215.cha,NA,clara,,,
180,MOT,mother,oh !,,, ,Anae/215.cha,1,clara,,,
181,MOT,mother,et ça qu'est-ce que c'est ?,%act MOT prend sa tasse de café,%sit CHI dépose le jeu sur la table,%act MOT prend sa tasse de café %sit CHI dépose le jeu sur la table,Anae/215.cha,1,clara,,,
182,CHI,target_child,a@p café .,%act CHI regarde la tasse de café de MOT,,%act CHI regarde la tasse de café de MOT ,Anae/215.cha,MOT,clara,,,
183,MOT,mother,<nan ça> [=! rit] .,%xpnt show le jeu avec l'index gauche,,%xpnt show le jeu avec l'index gauche ,Anae/215.cha,1,clara,,,
184,CHI,target_child,ça ‹c'est (.)› a@p puzzle .,int puzzle/2/,%act CHI ouvre la boîte de jeu,int puzzle/2/ %act CHI ouvre la boîte de jeu,Anae/215.cha,MOT,clara,,,
185,MOT,mother,c'est un puzzle ?,,, ,Anae/215.cha,1,clara,,,
186,MOT,mother,c'est le puzzle de qui ?,%act MOT fait de la place sur la table,,%act MOT fait de la place sur la table ,Anae/215.cha,1,clara,,,
187,CHI,target_child,tø@p Anaé .,com CHI prononce l'énoncé avec une prosodie chantante et un allongement de la dernière syllabe,,com CHI prononce l'énoncé avec une prosodie chantante et un allongement de la dernière syllabe ,Anae/215.cha,MOT,clara,,,
