session	speaker	targetchild	register	input	total	ratio	language
2506	mother	Tsebo	OCDS	19	82	0.231707317073171	Sesotho
2506	adult	Tsebo	CDS	2	82	0.024390243902439	Sesotho
2506	other child	Tsebo	ADS	1	82	0.0121951219512195	Sesotho
2506	other child	Tsebo	OCDS	3	82	0.0365853658536585	Sesotho
2507	mother	Tsebo	CDS	35	101	0.346534653465347	Sesotho
2507	mother	Tsebo	OCDS	1	101	0.0099009900990099	Sesotho
2507	other child	Tsebo	ADS	3	101	0.0297029702970297	Sesotho
2507	other child	Tsebo	CDS	48	101	0.475247524752475	Sesotho
2507	adult	Tsebo	CDS	14	101	0.138613861386139	Sesotho
2508	other child	Tsebo	CDS	33	97	0.34020618556701	Sesotho
2508	adult	Tsebo	CDS	3	97	0.0309278350515464	Sesotho
2508	mother	Tsebo	OCDS	1	97	0.0103092783505155	Sesotho
2508	mother	Tsebo	CDS	60	97	0.618556701030928	Sesotho
2509	adult	Tsebo	OCDS	7	75	0.0933333333333333	Sesotho
2509	mother	Tsebo	OCDS	2	75	0.0266666666666667	Sesotho
2509	mother	Tsebo	CDS	19	75	0.253333333333333	Sesotho
2509	other child	Tsebo	OCDS	21	75	0.28	Sesotho
2509	other child	Tsebo	ADS	4	75	0.0533333333333333	Sesotho
2509	other child	Tsebo	CDS	13	75	0.173333333333333	Sesotho
2509	adult	Tsebo	CDS	9	75	0.12	Sesotho
2510	other child	Tsebo	ADS	9	286	0.0314685314685315	Sesotho
2510	mother	Tsebo	CDS	26	286	0.0909090909090909	Sesotho
2510	other child	Tsebo	OCDS	40	286	0.13986013986014	Sesotho
2510	mother	Tsebo	OCDS	21	286	0.0734265734265734	Sesotho
2510	other child	Tsebo	CDS	190	286	0.664335664335664	Sesotho
2511	mother	Tsebo	ADS	1	68	0.0147058823529412	Sesotho
2511	mother	Tsebo	CDS	59	68	0.867647058823529	Sesotho
2511	mother	Tsebo	OCDS	2	68	0.0294117647058824	Sesotho
2511	other child	Tsebo	CDS	1	68	0.0147058823529412	Sesotho
2511	adult	Tsebo	CDS	5	68	0.0735294117647059	Sesotho
2512	mother	Tsebo	OCDS	2	204	0.00980392156862745	Sesotho
2512	other child	Tsebo	CDS	2	204	0.00980392156862745	Sesotho
2512	mother	Tsebo	CDS	200	204	0.980392156862745	Sesotho
2513	mother	Tsebo	CDS	167	170	0.982352941176471	Sesotho
2513	adult	Tsebo	CDS	3	170	0.0176470588235294	Sesotho
2514	mother	Tsebo	ADS	9	202	0.0445544554455446	Sesotho
2514	mother	Tsebo	CDS	165	202	0.816831683168317	Sesotho
2514	adult	Tsebo	ADS	9	202	0.0445544554455446	Sesotho
2514	adult	Tsebo	CDS	14	202	0.0693069306930693	Sesotho
2514	other child	Tsebo	CDS	5	202	0.0247524752475248	Sesotho
2515	other child	Tsebo	OCDS	19	452	0.0420353982300885	Sesotho
2515	mother	Tsebo	CDS	4	452	0.00884955752212389	Sesotho
2515	adult	Tsebo	OCDS	127	452	0.280973451327434	Sesotho
2515	adult	Tsebo	ADS	1	452	0.00221238938053097	Sesotho
2515	other child	Tsebo	ADS	88	452	0.194690265486726	Sesotho
2515	adult	Tsebo	CDS	179	452	0.396017699115044	Sesotho
2515	other child	Tsebo	CDS	34	452	0.0752212389380531	Sesotho
2516	mother	Tsebo	CDS	5	588	0.00850340136054422	Sesotho
2516	other child	Tsebo	ADS	187	588	0.318027210884354	Sesotho
2516	other child	Tsebo	OCDS	7	588	0.0119047619047619	Sesotho
2516	adult	Tsebo	CDS	82	588	0.139455782312925	Sesotho
2516	adult	Tsebo	OCDS	212	588	0.360544217687075	Sesotho
2516	adult	Tsebo	ADS	5	588	0.00850340136054422	Sesotho
2516	other child	Tsebo	CDS	90	588	0.153061224489796	Sesotho
2517	mother	Tsebo	CDS	25	314	0.0796178343949045	Sesotho
2517	other child	Tsebo	OCDS	2	314	0.00636942675159236	Sesotho
2517	other child	Tsebo	ADS	15	314	0.0477707006369427	Sesotho
2517	other child	Tsebo	CDS	235	314	0.748407643312102	Sesotho
2517	adult	Tsebo	CDS	13	314	0.0414012738853503	Sesotho
2517	adult	Tsebo	OCDS	7	314	0.0222929936305732	Sesotho
2517	mother	Tsebo	OCDS	17	314	0.054140127388535	Sesotho
2518	adult	Tsebo	CDS	1	467	0.00214132762312634	Sesotho
2518	other child	Tsebo	CDS	94	467	0.201284796573876	Sesotho
2518	mother	Tsebo	OCDS	3	467	0.00642398286937901	Sesotho
2518	other child	Tsebo	ADS	3	467	0.00642398286937901	Sesotho
2518	other child	Tsebo	OCDS	343	467	0.734475374732334	Sesotho
2518	mother	Tsebo	CDS	23	467	0.0492505353319058	Sesotho
2519	other child	Tsebo	CDS	145	313	0.463258785942492	Sesotho
2519	mother	Tsebo	CDS	7	313	0.0223642172523962	Sesotho
2519	other child	Tsebo	ADS	4	313	0.012779552715655	Sesotho
2519	other child	Tsebo	OCDS	147	313	0.469648562300319	Sesotho
2519	mother	Tsebo	OCDS	10	313	0.0319488817891374	Sesotho
2520	mother	Tsebo	OCDS	15	360	0.0416666666666667	Sesotho
2520	other child	Tsebo	ADS	10	360	0.0277777777777778	Sesotho
2520	other child	Tsebo	CDS	69	360	0.191666666666667	Sesotho
2520	mother	Tsebo	CDS	162	360	0.45	Sesotho
2520	other child	Tsebo	OCDS	104	360	0.288888888888889	Sesotho
2521	other child	Tsebo	CDS	32	373	0.0857908847184987	Sesotho
2521	mother	Tsebo	OCDS	95	373	0.254691689008043	Sesotho
2521	other child	Tsebo	ADS	72	373	0.193029490616622	Sesotho
2521	adult	Tsebo	CDS	5	373	0.0134048257372654	Sesotho
2521	mother	Tsebo	CDS	167	373	0.447721179624665	Sesotho
2521	mother	Tsebo	ADS	1	373	0.00268096514745308	Sesotho
2521	adult	Tsebo	ADS	1	373	0.00268096514745308	Sesotho
2522	other child	Tsebo	CDS	56	364	0.153846153846154	Sesotho
2522	adult	Tsebo	CDS	3	364	0.00824175824175824	Sesotho
2522	mother	Tsebo	ADS	1	364	0.00274725274725275	Sesotho
2522	mother	Tsebo	OCDS	66	364	0.181318681318681	Sesotho
2522	mother	Tsebo	CDS	153	364	0.42032967032967	Sesotho
2522	other child	Tsebo	ADS	85	364	0.233516483516484	Sesotho
2523	adult	Tsebo	CDS	2	200	0.01	Sesotho
2523	mother	Tsebo	CDS	89	200	0.445	Sesotho
2523	mother	Tsebo	ADS	2	200	0.01	Sesotho
2523	other child	Tsebo	OCDS	4	200	0.02	Sesotho
2523	other child	Tsebo	CDS	54	200	0.27	Sesotho
2523	other child	Tsebo	ADS	23	200	0.115	Sesotho
2523	mother	Tsebo	OCDS	26	200	0.13	Sesotho
2524	other child	Tsebo	ADS	1	111	0.00900900900900901	Sesotho
2524	mother	Tsebo	CDS	1	111	0.00900900900900901	Sesotho
2524	other child	Tsebo	OCDS	3	111	0.027027027027027	Sesotho
2524	other child	Tsebo	CDS	105	111	0.945945945945946	Sesotho
2524	mother	Tsebo	OCDS	1	111	0.00900900900900901	Sesotho
2525	other child	Tsebo	CDS	96	113	0.849557522123894	Sesotho
2525	other child	Tsebo	OCDS	17	113	0.150442477876106	Sesotho
2526	other child	Tsebo	OCDS	15	137	0.109489051094891	Sesotho
2526	mother	Tsebo	CDS	32	137	0.233576642335766	Sesotho
2526	mother	Tsebo	OCDS	27	137	0.197080291970803	Sesotho
2526	other child	Tsebo	CDS	58	137	0.423357664233577	Sesotho
2526	other child	Tsebo	ADS	5	137	0.0364963503649635	Sesotho
2527	other child	Tsebo	CDS	82	265	0.309433962264151	Sesotho
2527	adult	Tsebo	OCDS	8	265	0.030188679245283	Sesotho
2527	other child	Tsebo	OCDS	82	265	0.309433962264151	Sesotho
2527	mother	Tsebo	CDS	37	265	0.139622641509434	Sesotho
2527	other child	Tsebo	ADS	29	265	0.109433962264151	Sesotho
2527	mother	Tsebo	OCDS	27	265	0.10188679245283	Sesotho
2528	adult	Tsebo	ADS	1	348	0.0028735632183908	Sesotho
2528	other child	Tsebo	OCDS	21	348	0.0603448275862069	Sesotho
2528	mother	Tsebo	ADS	1	348	0.0028735632183908	Sesotho
2528	mother	Tsebo	OCDS	33	348	0.0948275862068965	Sesotho
2528	adult	Tsebo	OCDS	62	348	0.17816091954023	Sesotho
2528	adult	Tsebo	CDS	42	348	0.120689655172414	Sesotho
2528	mother	Tsebo	CDS	74	348	0.21264367816092	Sesotho
2528	other child	Tsebo	ADS	55	348	0.158045977011494	Sesotho
2528	other child	Tsebo	CDS	59	348	0.169540229885057	Sesotho
2529	other child	Tsebo	ADS	42	271	0.154981549815498	Sesotho
2529	other child	Tsebo	OCDS	31	271	0.114391143911439	Sesotho
2529	other child	Tsebo	CDS	72	271	0.265682656826568	Sesotho
2529	adult	Tsebo	OCDS	72	271	0.265682656826568	Sesotho
2529	adult	Tsebo	CDS	54	271	0.199261992619926	Sesotho
2530	other child	Tsebo	CDS	23	174	0.132183908045977	Sesotho
2530	adult	Tsebo	OCDS	67	174	0.385057471264368	Sesotho
2530	other child	Tsebo	ADS	24	174	0.137931034482759	Sesotho
2530	adult	Tsebo	CDS	59	174	0.339080459770115	Sesotho
2530	other child	Tsebo	OCDS	1	174	0.00574712643678161	Sesotho
2531	mother	Tsebo	OCDS	81	185	0.437837837837838	Sesotho
2531	other child	Tsebo	CDS	12	185	0.0648648648648649	Sesotho
2531	other child	Tsebo	ADS	65	185	0.351351351351351	Sesotho
2531	other child	Tsebo	OCDS	8	185	0.0432432432432432	Sesotho
2531	mother	Tsebo	CDS	19	185	0.102702702702703	Sesotho
2532	mother	Tsebo	ADS	2	167	0.0119760479041916	Sesotho
2532	mother	Tsebo	CDS	6	167	0.0359281437125748	Sesotho
2532	other child	Tsebo	ADS	56	167	0.335329341317365	Sesotho
2532	other child	Tsebo	OCDS	28	167	0.167664670658683	Sesotho
2532	other child	Tsebo	CDS	18	167	0.107784431137725	Sesotho
2532	mother	Tsebo	OCDS	56	167	0.335329341317365	Sesotho
2532	adult	Tsebo	OCDS	1	167	0.00598802395209581	Sesotho
2533	other child	Tsebo	OCDS	1	143	0.00699300699300699	Sesotho
2533	other child	Tsebo	ADS	12	143	0.0839160839160839	Sesotho
2533	mother	Tsebo	CDS	51	143	0.356643356643357	Sesotho
2533	mother	Tsebo	OCDS	20	143	0.13986013986014	Sesotho
2533	mother	Tsebo	ADS	2	143	0.013986013986014	Sesotho
2533	other child	Tsebo	CDS	57	143	0.398601398601399	Sesotho
2534	other child	Tsebo	ADS	5	125	0.04	Sesotho
2534	mother	Tsebo	OCDS	9	125	0.072	Sesotho
2534	other child	Tsebo	OCDS	17	125	0.136	Sesotho
2534	adult	Tsebo	CDS	1	125	0.008	Sesotho
2534	other child	Tsebo	CDS	84	125	0.672	Sesotho
2534	adult	Tsebo	OCDS	9	125	0.072	Sesotho
2535	mother	Tsebo	OCDS	37	199	0.185929648241206	Sesotho
2535	other child	Tsebo	CDS	105	199	0.527638190954774	Sesotho
2535	other child	Tsebo	OCDS	18	199	0.0904522613065327	Sesotho
2535	mother	Tsebo	CDS	20	199	0.100502512562814	Sesotho
2535	other child	Tsebo	ADS	12	199	0.0603015075376884	Sesotho
2535	adult	Tsebo	CDS	4	199	0.0201005025125628	Sesotho
2535	adult	Tsebo	OCDS	3	199	0.0150753768844221	Sesotho
2536	adult	Tsebo	OCDS	19	162	0.117283950617284	Sesotho
2536	mother	Tsebo	CDS	3	162	0.0185185185185185	Sesotho
2536	other child	Tsebo	OCDS	35	162	0.216049382716049	Sesotho
2536	mother	Tsebo	OCDS	6	162	0.037037037037037	Sesotho
2536	other child	Tsebo	ADS	12	162	0.0740740740740741	Sesotho
2536	other child	Tsebo	CDS	75	162	0.462962962962963	Sesotho
2536	adult	Tsebo	CDS	12	162	0.0740740740740741	Sesotho
2537	mother	Tsebo	OCDS	3	60	0.05	Sesotho
2537	other child	Tsebo	CDS	43	60	0.716666666666667	Sesotho
2537	other child	Tsebo	ADS	6	60	0.1	Sesotho
2537	other child	Tsebo	OCDS	4	60	0.0666666666666667	Sesotho
2537	adult	Tsebo	OCDS	4	60	0.0666666666666667	Sesotho
2538	mother	Tsebo	OCDS	26	79	0.329113924050633	Sesotho
2538	other child	Tsebo	CDS	25	79	0.316455696202532	Sesotho
2538	other child	Tsebo	OCDS	5	79	0.0632911392405063	Sesotho
2538	other child	Tsebo	ADS	6	79	0.0759493670886076	Sesotho
2538	mother	Tsebo	CDS	9	79	0.113924050632911	Sesotho
2538	adult	Tsebo	OCDS	8	79	0.10126582278481	Sesotho
2539	other child	Tsebo	OCDS	8	85	0.0941176470588235	Sesotho
2539	mother	Tsebo	OCDS	32	85	0.376470588235294	Sesotho
2539	mother	Tsebo	CDS	10	85	0.117647058823529	Sesotho
2539	other child	Tsebo	ADS	19	85	0.223529411764706	Sesotho
2539	adult	Tsebo	OCDS	4	85	0.0470588235294118	Sesotho
2539	other child	Tsebo	CDS	12	85	0.141176470588235	Sesotho
2540	other child	Tsebo	ADS	13	114	0.114035087719298	Sesotho
2540	mother	Tsebo	OCDS	27	114	0.236842105263158	Sesotho
2540	other child	Tsebo	CDS	43	114	0.37719298245614	Sesotho
2540	other child	Tsebo	OCDS	28	114	0.245614035087719	Sesotho
2540	mother	Tsebo	CDS	3	114	0.0263157894736842	Sesotho
2541	mother	Tsebo	CDS	2	104	0.0192307692307692	Sesotho
2541	other child	Tsebo	OCDS	42	104	0.403846153846154	Sesotho
2541	other child	Tsebo	CDS	36	104	0.346153846153846	Sesotho
2541	adult	Tsebo	OCDS	1	104	0.00961538461538462	Sesotho
2541	mother	Tsebo	OCDS	8	104	0.0769230769230769	Sesotho
2541	other child	Tsebo	ADS	15	104	0.144230769230769	Sesotho
2542	other child	Tsebo	CDS	37	120	0.308333333333333	Sesotho
2542	mother	Tsebo	OCDS	26	120	0.216666666666667	Sesotho
2542	mother	Tsebo	CDS	12	120	0.1	Sesotho
2542	other child	Tsebo	OCDS	22	120	0.183333333333333	Sesotho
2542	other child	Tsebo	ADS	15	120	0.125	Sesotho
2542	adult	Tsebo	CDS	7	120	0.0583333333333333	Sesotho
2542	adult	Tsebo	OCDS	1	120	0.00833333333333333	Sesotho
