NAME,ROME,UTTERANCE,DIRECTED,COMMENT,,
CHI,Samantha Target_Child,please a .,,,,
CHI,Samantha Target_Child,please a (1.) .,,,,
CHI,Samantha Target_Child,please a .,,,,
CHI,Samantha Target_Child,please her (1.) .,,,,
CHI,Samantha Target_Child,and my Daddy said (2.) .,,,,
CHI,Samantha Target_Child,reading (1.) .,,,,
CHI,Samantha Target_Child,imp .,,,,
CHI,Samantha Target_Child,eat .,,,,
CHI,Samantha Target_Child,Teddy .,,,,
CHI,Samantha Target_Child,Teddy .,,,,
CHI,Samantha Target_Child,but I get through .,,,,
CHI,Samantha Target_Child,dog .,,,,
CHI,Samantha Target_Child,xxx side xxx off of there .,,,,
CHI,Samantha Target_Child,xxx (2.) .,,,,
CHI,Samantha Target_Child,xxx .,,,,
Activities: Meal Lunch asked for,,,,,,
MOT,Mother,you are .,,,,
CHI,Samantha Target_Child,because I don't like egg (2.) .,,,,
MOT,Mother,well why did you have me make it for you then (1.) ?,,,,
MOT,Mother,why did you say you wanted what Daddy had (4.) ?,,%com: m goes indoors,,
MOT,Mother,alright ?,,,,
MOT,Mother,I'm not making you any more dinner (14.) .,,,,
Location: Living room,,,,,,
Situation: M has been telling S to put her shoes and socks on for some time ,,,,,,
MOT,Mother,you got your socks on yet ?,,,,
CHI,Samantha Target_Child,<I do > [>] .,,,,
MOT,Mother,<Samantha > [<] [>] (7.) .,,,,
HAZ,Hazel Child,<no > [<] [>] .,,,,
MOT,Mother,<come here> [<] [>] .,,,,
MOT,Mother,<come here > [<] (3.) .,,,,
HAZ,Hazel Child,don't .,,%com: s still playing with the pram,,
MOT,Mother,<Samantha > [<] (2.) .,,,,
MOT,Mother,leave her push+chair alone .,,,,
CHI,Samantha Target_Child,ah .,,,,
MOT,Mother,it's hers .,,,,
MOT,Mother,now leave it alone [>] .,,,,
MOT,Mother,please don't have her shouting .,,,,
MOT,Mother,that'll all come out on top .,,,,
MOT,Mother,on the microphone (6.) .,,,,
HAZ,Hazel Child,xxx in here .,,,,
CHI,Samantha Target_Child,Mummie .,,,,
CHI,Samantha Target_Child,look (3.) .,,,,
CHI,Samantha Target_Child,is it yours Mummy (3.) ?,,,,
CHI,Samantha Target_Child,put on floor .,,,,
CHI,Samantha Target_Child,oh [>] .,,,,
Location: Living room,,,,,,
Situation: TV news is on in background. M is ironing,,,,,,
HAZ,Hazel Child,<Mummie > [>] .,,,,
CHR,Christine Aunt,xxx [<] [>] .,,,,
HAZ,Hazel Child,xxx [<] [>] .,,,,
HAZ,Hazel Child,<no > [<] [>] .,,%com: m wants to measure the (Z and S) children's dresses . Z will not turn around,,
MOT,Mother,turn round (3.) .,,%com: s and Z stand back to back and examine dresses,,
MOT,Mother,blimey .,,,,
MOT,Mother,haven't em pet .,,,,
HAZ,Hazel Child,don't (1.) .,,,,
CHR,Christine Aunt,stop shouting please (2.) .,,,,
CHR,Christine Aunt,hazel (10.) .,,%com: tv (clears throat),,
TEL,Television Non_Human,excuse me .,,,,
MOT,Mother,he said .,,%com: reference to man on TV,,
CHR,Christine Aunt,don't do that (2.) .,,%com: z clings around C,,
HAZ,Hazel Child,dodo [: dummy] [>] .,,,,
CHR,Christine Aunt,<ow > [<] .,,,,
CHR,Christine Aunt,dodi's [: dummy's] is (1.) in (1.) house .,,,,
HAZ,Hazel Child,reading .,,,,
CHI,Samantha Target_Child,I put your I put that on you ?,,,,
HAZ,Hazel Child,don't (2.) .,,,,
HAZ,Hazel Child,stop (1.) .,,,,
CHR,Christine Aunt,ah .,,,,
CHR,Christine Aunt,xxx ?,,,,
MOT,Mother,Fuzzy Wuzzy was a bear (2.) .,,,,
MOT,Mother,Fuzzy <Wuzzy had no hair> [>] .,,,,
HAZ,Hazel Child,xxx .,,,,
CHI,Samantha Target_Child,hee hee .,,%com: s and Z jump,,
CHI,Samantha Target_Child,I got bigger feet than you .,,%com: ?s jumps,,
Location: Living room,,,,,,
Situation: M is probably still ironing ,,,,,,
HAZ,Hazel Child,xxx (1.) .,,,,
CHR,Christine Aunt,xxx (5.) .,,,,
CHR,Christine Aunt,xxx .,,%com: m and C talk in background,,
HAZ,Hazel Child,0 [=! cries] .,,,,
HAZ,Hazel Child,xxx .,,,,
CHR,Christine Aunt,xxx .,,,,
Activities: Unknown,,,,,,
CHI,Samantha Target_Child,xxx .,,,,
CHI,Samantha Target_Child,lay down .,,,,
CHI,Samantha Target_Child,lay down .,,,,
HAZ,Hazel Child,xxx (2.) .,,,,
HAZ,Hazel Child,reading (4.) .,,,,
HAZ,Hazel Child,xxx (1.) .,,,,
CHI,Samantha Target_Child,xxx I was (3.) .,,,,
CHI,Samantha Target_Child,Aunty Christine (2.) .,,,,
CHR,Christine Aunt,oh that's xxx (8.) .,,,,
CHI,Samantha Target_Child,it's her dummy isn't it (7.) ?,,,,
HAZ,Hazel Child,o:h (2.) .,,,,
HAZ,Hazel Child,o:h (2.) .,,,,
HAZ,Hazel Child,o:h (2.) .,,,,
HAZ,Hazel Child,o:h .,,,,
HAZ,Hazel Child,o:h (3.) .,,,,
HAZ,Hazel Child,o:h .,,,,
HAZ,Hazel Child,o:h (5.) .,,,,
HAZ,Hazel Child,get that xxx there .,,,,
CHI,Samantha Target_Child,no (1.) .,,,,
HAZ,Hazel Child,xxx it (6.) .,,,,
CHI,Samantha Target_Child,I want (2.) .,,,,
CHI,Samantha Target_Child,I got bigger arms than you .,,,,
CHI,Samantha Target_Child,look .,,,,
Activities: Unknown,,,,,,
CHI,Samantha Target_Child,xxx (21.) .,,,,
HAZ,Hazel Child,is it (9.) ?,,,,
HAZ,Hazel Child,&=laughs .,,,,
Location: Lounge/Living room,,,,,,
UNK,Unidentified%,Unidentified,,0 [=! noise] .,,
CHR,Christine Aunt,give it us (2.) .,,,,
CHI,Samantha Target_Child,reading (3.) .,,,,
HAZ,Hazel Child,reading .,,,,
HAZ,Hazel Child,reading Mum .,,%com: s runs to living room,,
CHI,Samantha Target_Child,no (1.) .,,,,
HAZ,Hazel Child,reading there .,,%com: z is very determined about something S is doing,,
MOT,Mother,don't xxx .,,,,
CHR,Christine Aunt,<don't squabble> [>] .,,,,
HAZ,Hazel Child,<xxx there> [<] .,,,,
HAZ,Hazel Child,xxx there .,,,,
HAZ,Hazel Child,xxx there (1.) .,,,,
CHR,Christine Aunt,aren't you ?,,,,
HAZ,Hazel Child,xxx (4.) .,,,,
CHI,Samantha Target_Child,no .,,,,
CHI,Samantha Target_Child,she isn't having them (1.) .,,,,
CHR,Christine Aunt,hazel (3.) .,,,,
HAZ,Hazel Child,xxx .,,,,
HAZ,Hazel Child,zzz .,,%com: c appears to be restraining Z,,
CHR,Christine Aunt,xxx .,,,,
CHR,Christine Aunt,xxx .,,,,
HAZ,Hazel Child,xxx <on there > [>] .,,,,
HAZ,Hazel Child,no (5.) .,,,,
HAZ,Hazel Child,xxx (2.) .,,%com: c probably picks Z up and carries her to the window,,
CHR,Christine Aunt,see a little boy out there .,,,,
CHR,Christine Aunt,can you see him Samantha (3.) ?,,,,
CHR,Christine Aunt,Johnny ?,,,,
CHR,Christine Aunt,that's not Johnny (2.) .,,,,
CHR,Christine Aunt,that's another little boy (2.) .,,,,
CHR,Christine Aunt,John is coming home from school now (2.) .,,,,
HAZ,Hazel Child,John .,,,,
Location: Living room,,,,,,
Situation: S and Z are sharing an (sucking noises) ice+lolly,,,,,,
Comment: to C,,,,,,
CHR,Christine Aunt,no thank_you .,,,,
CHI,Samantha Target_Child,do you want a taste ?,,,,
MOT,Mother,no thank_you love .,,,,
CHI,Samantha Target_Child,ah (2.) .,,,,
CHI,Samantha Target_Child,turn that radiator off Mum .,,%com: s indicates the radiator,,
HAZ,Hazel Child,xxx .,,,,
CHI,Samantha Target_Child,well [<] I can smell something .,,,,
CHR,Christine Aunt,yeh .,,,,
CHR,Christine Aunt,you'm smelling your ice+lolly (10.) .,,,,
HAZ,Hazel Child,xxx .,,,,
HAZ,Hazel Child,xxx want that (1.) .,,,,
MOT,Mother,it's not me you're smelling dear .,,,,
CHR,Christine Aunt,she's wiping her nose .,,%com: s tries to smell the ice+lolly but gets it on her nose,,
CHI,Samantha Target_Child,reading .,,,,
CHR,Christine Aunt,she wanted to smell her ice+lolly .,,,,
CHR,Christine Aunt,of <course (1.) she> [>] put the ice+lolly too far up .,,,,
HAZ,Hazel Child,reading [<] [>] .,,,,
CHR,Christine Aunt,and it went on her nose .,,,,
MOT,Mother,&-um [= yes] .,,,,
CHI,Samantha Target_Child,xxx .,,,,
MOT,Mother,xxx Chris ?,,,,
MOT,Mother,no (1.) .,,,,
MOT,Mother,xxx .,,,,
CHI,Samantha Target_Child,hold it .,,%com: s gives Z the ice+lolly,,
MOT,Mother,he wasn't +...,,,,
MOT,Mother,but he was xxx [>] .,,%com: m does not hear S,,
CHI,Samantha Target_Child,<she got it> [<] [>] .,,,,
MOT,Mother,xxx well [>] .,,,,
CHI,Samantha Target_Child,she [<] [>] got it .,,,,
MOT,Mother,xxx [<] [>] .,,,,
MOT,Mother,xxx [<] I said .,,,,
CHI,Samantha Target_Child,she got Mummy .,,,,
MOT,Mother,I'm .,,,,
Location: Bedroom,,,,,,
Situation: J and Z talk and play. S concentrates on an activity of her own ,,,,,,
CHI,Samantha Target_Child,reading .,,,,
JON,Jonathan Brother,xxx .,,,,
JON,Jonathan Brother,found .,,,,
HAZ,Hazel Child,hazel's a gee gee .,,,,
HAZ,Hazel Child,xxx .,,,,
JON,Jonathan Brother,hazel .,,,,
JON,Jonathan Brother,&-um .,,,,
HAZ,Hazel Child,xxx my (2.) .,,,,
JON,Jonathan Brother,not xxx (3.) .,,,,
JON,Jonathan Brother,xxx .,,,,
JON,Jonathan Brother,xxx (2.) .,,,,
HAZ,Hazel Child,xxx .,,,,
JON,Jonathan Brother,xxx .,,,,
JON,Jonathan Brother,<Christine's> [>] a .,,,,
JON,Jonathan Brother,<Christine's> [<] [>] a shistine,,,,
wp .,,,,,,
HAZ,Hazel Child,<no > [<] .,,,,
JON,Jonathan Brother,I know .,,,,
JON,Jonathan Brother,falls out a real plane .,,,,
JON,Jonathan Brother,put it there .,,,,
JON,Jonathan Brother,else I'll kill you (12.) .,,%com: ?j tickles Z,,
Location: Lounge/Garden,,,,,,
Situation: J and S watch Play School' on TV and eat cheese on toast,,,,,,
JON,Jonathan Brother,I've finished (2.) .,,,,
CHI,Samantha Target_Child,I've finished .,,,,
MOT,Mother,good girl (14.) .,,%com: trombone on TV,,
CHI,Samantha Target_Child,I've finished (1.) .,,%com: s is still eating,,
CHI,Samantha Target_Child,xxx no more (2.) .,,%com: s imitates Hazel,,
CHI,Samantha Target_Child,don't .,,,,
MOT,Mother,you might xxx [>] [>] .,,,,
Activities: Watching TV/Dressing,,,,,,
CHI,Samantha Target_Child,will you put these on ?,,%com: referring to sandals . S has her shoes off again,,
MOT,Mother,you shouldn't have taken them off .,,,,
MOT,Mother,he's a very good boy (2.) .,,%com: j and M talk in background,,
MOT,Mother,<Jjonathan's> [>] .,,,,
JON,Jonathan Brother,<yeh > [<] (2.) .,,%com: j shows S how to do her shoes,,
JON,Jonathan Brother,and pull your toes up (3.) .,,,,
MOT,Mother,see [>] .,,,,
JON,Jonathan Brother,<you just> [<] do that (1.) .,,,,
JON,Jonathan Brother,xxx stay on (9.) .,,,,
JON,Jonathan Brother,0 [=! shouts] .,,,,
MOT,Mother,<Jjonathan > [<] .,,,,
CHI,Samantha Target_Child,xxx (8.) .,,,,
TEL,Television Non_Human,who is this super hero (1.) ?,,,,
MOT,Mother,no .,,,,
TEL,Television Non_Human,no .,,,,
JON,Jonathan Brother,no [>] .,,,,
MOT,Mother,no [<] [>] .,,,,
CHI,Samantha Target_Child,no [<] .,,,,
JON,Jonathan Brother,Henry .,,,,
TEL,Television Non_Human,Henry the mild mannered xxx [>] .,,,,
TEL,Television Non_Human,could be .,,,,
JON,Jonathan Brother,he xxx .,,,,
CHI,Samantha Target_Child,xxx car (5.) .,,,,
Activities: Other nonplay,,,,,,
CHI,Samantha Target_Child,when .,,,,
CHI,Samantha Target_Child,can I go in a aeroplane like that ?,,,,
MOT,Mother,yeh .,,,,
MOT,Mother,when you're a big girl .,,,,
MOT,Mother,do you want some chips ?,,,,
CHI,Samantha Target_Child,yes .,,,,
JON,Jonathan Brother,can I have some now (2.) ?,,%com: chips,,
MOT,Mother,do you want some (10.) ?,,,,
JON,Jonathan Brother,xxx .,,,,
JON,Jonathan Brother,xxx (19.) .,,%com: j's voice in background No+one responds to S S stands up on her swing,,
CHI,Samantha Target_Child,my xxx .,,,,
CHI,Samantha Target_Child,xxx (2.) .,,,,
MOT,Mother,do you want your chips or not ? ?,,,,
JON,Jonathan Brother,yes (2.) .,,%com: s starts a game of control . She really wants chips,,
CHI,Samantha Target_Child,I don't .,,,,
JON,Jonathan Brother,I don't (2.) .,,,,
CHI,Samantha Target_Child,I I do (2.) .,,,,
JON,Jonathan Brother,I do .,,,,
CHI,Samantha Target_Child,I don't .,,,,
JON,Jonathan Brother,I don't .,,,,
CHI,Samantha Target_Child,I do .,,,,
JON,Jonathan Brother,I don't (2.) .,,,,
CHI,Samantha Target_Child,I don't .,,,,
Activities: Free play alone,,,,,,
CHI,Samantha Target_Child,no .,,%com: m is indoors and cannot hear S's answer to her question ,,
CHI,Samantha Target_Child,no I don't .,,,,
CHI,Samantha Target_Child,no I don't (2.) .,,,,
CHI,Samantha Target_Child,stare .,,,,
CHI,Samantha Target_Child,mane (4.) .,,,,
CHI,Samantha Target_Child,put you xxx away .,,,,
CHI,Samantha Target_Child,alright then .,,,,
CHI,Samantha Target_Child,xxx please (4.) .,,,,
CHI,Samantha Target_Child,go away .,,,,
CHI,Samantha Target_Child,because you're (9.) .,,,,
FAT,Father,Samantha .,,,,
CHI,Samantha Target_Child,ah (2.) .,,,,
End,,,,,,
"Participants: CHI Debbie Target_Child, MOT Mother, LOR Sister ",,,,,,
Situation: S is having a drink,,,,,,
Comment: Samples 1 ,,,,,,
Location: Kitchen,,,,,,
Situation: S is having a drink,,,,,,
CHI,Debbie Target_Child,o:h (6.) .,,,,
CHI,Debbie Target_Child,&-uh (2.) .,,,,
CHI,Debbie Target_Child,look (2.) .,,,,
CHI,Debbie Target_Child,ow ah .,,,,
CHI,Debbie Target_Child,oh &-um more (4.) .,,,,
CHI,Debbie Target_Child,more (4.) .,,,,
CHI,Debbie Target_Child,xxx (1.) .,,,,
CHI,Debbie Target_Child,ah .,,,,
Location: Lounge,,,,,,
Situation: They are taking Lego bricks apart,,,,,,
Comment: What is it?,,,,,,
MOT,Mother,just bring the bricks over here .,,,,
MOT,Mother,bring the bricks over here then (1.) .,,,,
CHI,Debbie Target_Child,look .,,,,
CHI,Debbie Target_Child,did it .,,%com: m says he said tick tick,,
Activities: Free play alone,,,,,,
Situation: M says she was present,,,,,,
CHI,Debbie Target_Child,finish &ish (2.) .,,,,
CHI,Debbie Target_Child,&-um (14.) .,,,,
CHI,Debbie Target_Child,Mamma .,,%com: I . e . can't take Lego bricks apart,,
Location: Lounge,,,,,,
Situation: TV on,,,,,,
Comment: <aft> laughing,,,,,,
MOT,Mother,come and see the man (2.) .,,,,
CHI,Debbie Target_Child,that .,,,,
CHI,Debbie Target_Child,haha (1.) &mm (1.) .,,,,
MOT,Mother,look at the man .,,,,
MOT,Mother,he's got a stick (4.) .,,,,
MOT,Mother,hop hop (1.) hop hop (1.) hop hop (1.) hop hop .,,%com: in time with TV piano; dancing,,
CHI,Debbie Target_Child,ow (7.) .,,,,
MOT,Mother,that's dirty (10.) .,,,,
Activities: Free play alone,,,,,,
CHI,Debbie Target_Child,oh .,,,,
CHI,Debbie Target_Child,oh (d)ear (4.) .,,,,
CHI,Debbie Target_Child,oh dear (1.) oh ah (24.) .,,,,
Activities: Free play alone,,,,,,
CHI,Debbie Target_Child,there .,,,,
CHI,Debbie Target_Child,ditch (2.) .,,%com: no information what this,,
CHI,Debbie Target_Child,lit (2.) .,,,,
MOT,Mother,<no leave> [<] that there a minute .,,,,
CHI,Debbie Target_Child,xxx (3.) .,,,,
MOT,Mother,xxx a good boy (14.) .,,,,
Activities: Free play alone,,,,,,
CHI,Debbie Target_Child,oh dear dede@wp.,,%com: s alone in kitchen and obv iously enjoying himself unt il M catches him at it,,
MOT,Mother,out (3.) .,,,,
MOT,Mother,go on .,,,,
CHI,Debbie Target_Child,look (3.) .,,,,
Location: Lounge,,,,,,
CHI,Debbie Target_Child,brm@o (6).,,%com: they are playing with bricks,,
MOT,Mother,put some bricks in there [>] .,,,,
MOT,Mother,put some bricks in there .,,%com: m's interpretation,,
MOT,Mother,there's some bricks down there look .,,,,
MOT,Mother,some small ones (3.) .,,,,
MOT,Mother,and there's some (3.) .,,,,
MOT,Mother,that's right .,,,,
MOT,Mother,see it (3.) ?,,,,
MOT,Mother,that's right (2.) .,,,,
MOT,Mother,two there Sean .,,,,
MOT,Mother,over there (5.) .,,,,
MOT,Mother,<that's> [<] xxx .,,,,
CHI,Debbie Target_Child,oh .,,,,
MOT,Mother,oh there .,,%com: a lot of bricks,,
MOT,Mother,that's right (1.) .,,,,
MOT,Mother,the (1.) digger or whatever it is (5.) .,,,,
Location: Lounge,,,,,,
Situation: S has a book,,,,,,
MOT,Mother,o:h a book .,,%com: lorraine is S's sister,,
MOT,Mother,are there golliwogs in there ?,,,,
CHI,Debbie Target_Child,look .,,,,
MOT,Mother,got the words .,,%com: playing with Jack+in+a+box,,
Location: Lounge,,,,,,
MOT,Mother,shut the door then good boy .,,,,
CHI,Debbie Target_Child,teddy bear .,,,,
MOT,Mother,shut the door .,,,,
MOT,Mother,don't tear it (1.) any more (6.) .,,,,
CHI,Debbie Target_Child,look (1.) .,,,,
MOT,Mother,shut the door then .,,,,
MOT,Mother,Sean .,,,,
MOT,Mother,go and shut the door (2.) .,,,,
CHI,Debbie Target_Child,look xxx there (2.) .,,,,
CHI,Debbie Target_Child,what's that ?,,,,
MOT,Mother,&mm a record player (6.) .,,,,
CHI,Debbie Target_Child,yyy [= look] .,,,,
CHI,Debbie Target_Child,what (1.) what (2.) ?,,,,
MOT,Mother,typewriters .,,,,
MOT,Mother,another one .,,,,
CHI,Debbie Target_Child,yyy [<] .,,%com: pointing at pictures,,
CHI,Debbie Target_Child,look .,,,,
CHI,Debbie Target_Child,look (2.) .,,,,
CHI,Debbie Target_Child,look .,,,,
CHI,Debbie Target_Child,yyy .,,,,
MOT,Mother,typewriters .,,,,
MOT,Mother,oh Sean it's you who should .,,,,
Location: Lounge,,,,,,
CHI,Debbie Target_Child,look (2.) .,,,,
MOT,Mother,pick it up xxx then .,,,,
MOT,Mother,where's your elephant (3.) ?,,,,
MOT,Mother,what you going to do with the elephant then (2.) ?,,,,
MOT,Mother,Sean (10.) .,,,,
MOT,Mother,xxx that (15.) .,,,,
CHI,Debbie Target_Child,xxx (16.) .,,,,
Activities: Watching TV,,,,,,
Situation: TV on quietly,,,,,,
Comment: <aft> laughs,,,,,,
CHI,Debbie Target_Child,look (1.) is [= it is] (5.) .,,,,
MOT,Mother,sweeping the roads .,,,,
Activities: Talk as the main activity,,,,,,
CHI,Debbie Target_Child,look (3.) .,,,,
MOT,Mother,what is it ?,,,,
CHI,Debbie Target_Child,yyy .,,,,
MOT,Mother,what [>] ?,,,,
MOT,Mother,what do you want ?,,%com: this eventually turns out drink,,
MOT,Mother,what do you want ?,,,,
MOT,Mother,show Mummy .,,,,
CHI,Debbie Target_Child,xxx [>] .,,,,
CHI,Debbie Target_Child,yyy .,,,,
CHI,Debbie Target_Child,yyy .,,%com: s and M go into kitchen,,
CHI,Debbie Target_Child,yyy .,,,,
MOT,Mother,drink ?,,,,
CHI,Debbie Target_Child,yeh (4.) .,,,,
MOT,Mother,come on then (11.) .,,,,
MOT,Mother,mummie have some as_well (1.) &-um ?,,,,
Activities: Free play with adult participation,,,,,,
Comment: S plays with toy lorry S laughs because M tickles him,,,,,,
Location: Lounge/Garden,,,,,,
Situation: This sample nearly out of range,,,,,,
CHI,Debbie Target_Child,o:h (3.) .,,,,
LOR,Sister,xxx .,,%com: vague and distant,,
LOR,Sister,oh xxx his ear .,,,,
LOR,Sister,xxx .,,,,
CHI,Debbie Target_Child,&-uh (32.) .,,,,
Location: Garden,,,,,,
Comment: noises,,,,,,
Situation: S makes complaining noises,,,,,,
LOR,Sister,xxx .,,,,
LOR,Sister,xxx (7.) .,,,,
MOT,Mother,xxx [<] .,,,,
MOT,Mother,xxx .,,,,
CHI,Debbie Target_Child,ah ow .,,,,
CHI,Debbie Target_Child,ah (4.) .,,,,
MOT,Mother,your tea's ready .,,,,
MOT,Mother,xxx .,,,,
LOR,Sister,xxx (2.) .,,,,
Activities: Free play with another child,,,,,,
Situation: S in garden?,,,,,,
Comment: In a cupboard,,,,,,
Comment: noises,,,,,,
Comment: The children want to have the door shut on them while they are hiding,,,,,,
LOR,Sister,shut the door (2.) .,,,,
LOR,Sister,shut it .,,,,
LOR,Sister,shut it .,,,,
LOR,Sister,shut it .,,,,
LOR,Sister,they won't shut it (5.) .,,,,
End,,,,,,
"Participants: CHI Debbie Target_Child, MOT Mother,  FAT Father, LOR Sister",,,,,,
Comment: Nil,,,,,,
Location: Kitchen,,,,,,
MOT,Mother,wind it up then haha [x 2] .,,%com: toy radio,,
MOT,Mother,the dog barking .,,,,
MOT,Mother,dog barking .,,,,
CHI,Debbie Target_Child,&-uh (1.) ?,,,,
MOT,Mother,what ?,,,,
CHI,Debbie Target_Child,&-uh .,,,,
CHI,Debbie Target_Child,right (13.) .,,,,
CHI,Debbie Target_Child,xxx [>] .,,,,
CHI,Debbie Target_Child,ah (1.) oh (11.) .,,,,
CHI,Debbie Target_Child,Mummie Mummy (2.) .,,,,
MOT,Mother,<want a bickie > [<] ?,,,,
MOT,Mother,here you are then .,,,,
MOT,Mother,xxx .,,,,
MOT,Mother,<what'll> [<] you have ?,,,,
MOT,Mother,this ?,,,,
CHI,Debbie Target_Child,yeh a haha .,,,,
CHI,Debbie Target_Child,there (3.) .,,,,
