keychild register speakers largetotalperchildreg sumperSpeakerChild average.1 average.2 session total.x largetotalperchildkey total.y nb_utt percentage percentageperSpeakerRegisterChild
Litlhare CDS child 6162 6836 49.77 30.15 Litlhare-020200ab.cha 662 12669 662 148  22.3564955 48.638408714
Litlhare CDS child 6162 6836 49.77 30.15 Litlhare-020600ab.cha 645 12669 645   2   0.3100775 48.638408714
Litlhare CDS child 6162 6836 49.77 30.15 Litlhare-020100cd.cha 732 12669 732 139  18.9890710 48.638408714
Litlhare CDS child 6162 6836 49.77 30.15 Litlhare-030200cd.cha 804 12669 804 384  47.7611940 48.638408714
Litlhare CDS mother 5099 5493 51.51 27.47 Litlhare-030000ab.cha 434 12669 434 250  57.6036866 40.247849080
Litlhare CDS mother 5099 5493 51.51 27.47 Litlhare-020900cd.cha  61 12669  61  40  65.5737705 40.247849080
Litlhare CDS mother 5099 5493 51.51 27.47 Litlhare-030000cd.cha 667 12669 667 291  43.6281859 40.247849080
Litlhare CDS mother 5099 5493 51.51 27.47 Litlhare-020600cd.cha 589 12669 589 332  56.3667233 40.247849080
Litlhare CDS mother 5099 5493 51.51 27.47 Litlhare-020400ab.cha 899 12669 899 451  50.1668521 40.247849080
Litlhare CDS mother 5099 5493 51.51 27.47 Litlhare-020400cd.cha 505 12669 505 140  27.7227723 40.247849080
Litlhare CDS mother 5099 5493 51.51 27.47 Litlhare-020600ab.cha 645 12669 645 610  94.5736434 40.247849080
Litlhare CDS mother 5099 5493 51.51 27.47 Litlhare-030200ab.cha 788 12669 788 389  49.3654822 40.247849080
Litlhare CDS mother 5099 5493 51.51 27.47 Litlhare-020800ab.cha 410 12669 410   5   1.2195122 40.247849080
Litlhare CDS mother 5099 5493 51.51 27.47 Litlhare-020200cd.cha 407 12669 407 294  72.2358722 40.247849080
Litlhare CDS mother 5099 5493 51.51 27.47 Litlhare-020500ef.cha 310 12669 310 254  81.9354839 40.247849080
Litlhare CDS mother 5099 5493 51.51 27.47 Litlhare-020100cd.cha 732 12669 732 541  73.9071038 40.247849080
Litlhare CDS mother 5099 5493 51.51 27.47 Litlhare-020100ef.cha 767 12669 767 152  19.8174707 40.247849080
Litlhare CDS mother 5099 5493 51.51 27.47 Litlhare-020500cd.cha 479 12669 479  31   6.4718163 40.247849080
Litlhare CDS mother 5099 5493 51.51 27.47 Litlhare-030200cd.cha 804 12669 804 314  39.0547264 40.247849080
Litlhare CDS mother 5099 5493 51.51 27.47 Litlhare-020100ab.cha 912 12669 912 275  30.1535088 40.247849080
Litlhare CDS mother 5099 5493 51.51 27.47 Litlhare-020900ab.cha 618 12669 618 245  39.6440129 40.247849080
Litlhare CDS mother 5099 5493 51.51 27.47 Litlhare-020600e.cha  26 12669  26  26 100.0000000 40.247849080
Litlhare CDS mother 5099 5493 51.51 27.47 Litlhare-020200ab.cha 662 12669 662 459  69.3353474 40.247849080
Litlhare OCDS adult   29  340  0.87  0.89 Litlhare-020500cd.cha 479 12669 479  10   2.0876827  0.228905202
Litlhare OCDS adult   29  340  0.87  0.89 Litlhare-020100ab.cha 912 12669 912  14   1.5350877  0.228905202
Litlhare OCDS adult   29  340  0.87  0.89 Litlhare-030200ab.cha 788 12669 788   2   0.2538071  0.228905202
Litlhare OCDS adult   29  340  0.87  0.89 Litlhare-020500ab.cha 500 12669 500   1   0.2000000  0.228905202
Litlhare OCDS adult   29  340  0.87  0.89 Litlhare-030200cd.cha 804 12669 804   2   0.2487562  0.228905202
Litlhare OCDS child  327 6836  2.89  2.76 Litlhare-020900ab.cha 618 12669 618  12   1.9417476  2.581103481
Litlhare OCDS child  327 6836  2.89  2.76 Litlhare-021000cd.cha 360 12669 360  38  10.5555556  2.581103481
Litlhare OCDS child  327 6836  2.89  2.76 Litlhare-020200cd.cha 407 12669 407   7   1.7199017  2.581103481
Litlhare OCDS child  327 6836  2.89  2.76 Litlhare-030200cd.cha 804 12669 804  44   5.4726368  2.581103481
Litlhare OCDS child  327 6836  2.89  2.76 Litlhare-020400ab.cha 899 12669 899   1   0.1112347  2.581103481
Litlhare OCDS child  327 6836  2.89  2.76 Litlhare-030000ab.cha 434 12669 434  13   2.9953917  2.581103481
Litlhare OCDS child  327 6836  2.89  2.76 Litlhare-020500cd.cha 479 12669 479  26   5.4279749  2.581103481
Litlhare OCDS child  327 6836  2.89  2.76 Litlhare-020100ef.cha 767 12669 767  51   6.6492829  2.581103481
Litlhare OCDS child  327 6836  2.89  2.76 Litlhare-020800cd.cha 345 12669 345   1   0.2898551  2.581103481
Litlhare OCDS child  327 6836  2.89  2.76 Litlhare-020200ab.cha 662 12669 662   1   0.1510574  2.581103481
Litlhare OCDS child  327 6836  2.89  2.76 Litlhare-020800ab.cha 410 12669 410   6   1.4634146  2.581103481
Litlhare OCDS child  327 6836  2.89  2.76 Litlhare-021000ab.cha 749 12669 749  20   2.6702270  2.581103481
Litlhare OCDS child  327 6836  2.89  2.76 Litlhare-020500ab.cha 500 12669 500  21   4.2000000  2.581103481
Litlhare OCDS child  327 6836  2.89  2.76 Litlhare-020600cd.cha 589 12669 589   1   0.1697793  2.581103481
Litlhare OCDS child  327 6836  2.89  2.76 Litlhare-030000cd.cha 667 12669 667   3   0.4497751  2.581103481
Litlhare OCDS child  327 6836  2.89  2.76 Litlhare-020100cd.cha 732 12669 732   3   0.4098361  2.581103481
Litlhare OCDS child  327 6836  2.89  2.76 Litlhare-020100ab.cha 912 12669 912  43   4.7149123  2.581103481
Litlhare OCDS child  327 6836  2.89  2.76 Litlhare-030200ab.cha 788 12669 788  23   2.9187817  2.581103481
Litlhare OCDS child  327 6836  2.89  2.76 Litlhare-020400cd.cha 505 12669 505  13   2.5742574  2.581103481
Litlhare OCDS mother  323 5493  3.23  2.26 Litlhare-020100ab.cha 912 12669 912   6   0.6578947  2.549530350
Litlhare OCDS mother  323 5493  3.23  2.26 Litlhare-020100cd.cha 732 12669 732  25   3.4153005  2.549530350
Litlhare OCDS mother  323 5493  3.23  2.26 Litlhare-020500cd.cha 479 12669 479   9   1.8789144  2.549530350
Litlhare OCDS mother  323 5493  3.23  2.26 Litlhare-020100ef.cha 767 12669 767  26   3.3898305  2.549530350
Litlhare OCDS mother  323 5493  3.23  2.26 Litlhare-030000ab.cha 434 12669 434  14   3.2258065  2.549530350
Litlhare OCDS mother  323 5493  3.23  2.26 Litlhare-020900ab.cha 618 12669 618  14   2.2653722  2.549530350
Litlhare OCDS mother  323 5493  3.23  2.26 Litlhare-020200ab.cha 662 12669 662   6   0.9063444  2.549530350
Litlhare OCDS mother  323 5493  3.23  2.26 Litlhare-030200ab.cha 788 12669 788  18   2.2842640  2.549530350
Litlhare OCDS mother  323 5493  3.23  2.26 Litlhare-020400ab.cha 899 12669 899  61   6.7853170  2.549530350
Litlhare OCDS mother  323 5493  3.23  2.26 Litlhare-020200cd.cha 407 12669 407   4   0.9828010  2.549530350
Litlhare OCDS mother  323 5493  3.23  2.26 Litlhare-020400cd.cha 505 12669 505  27   5.3465347  2.549530350
Litlhare OCDS mother  323 5493  3.23  2.26 Litlhare-030000cd.cha 667 12669 667  47   7.0464768  2.549530350
Litlhare OCDS mother  323 5493  3.23  2.26 Litlhare-030200cd.cha 804 12669 804  25   3.1094527  2.549530350
Litlhare OCDS mother  323 5493  3.23  2.26 Litlhare-020600cd.cha 589 12669 589  39   6.6213922  2.549530350
Litlhare OCDS mother  323 5493  3.23  2.26 Litlhare-020800ab.cha 410 12669 410   2   0.4878049  2.549530350
Litlhare unclassified adult    6  340  0.38  0.24 Litlhare-020100ab.cha 912 12669 912   5   0.5482456  0.047359697
Litlhare unclassified adult    6  340  0.38  0.24 Litlhare-020500cd.cha 479 12669 479   1   0.2087683  0.047359697
Litlhare unclassified child   24 6836  0.43  0.49 Litlhare-020200ab.cha 662 12669 662   1   0.1510574  0.189438788
Litlhare unclassified child   24 6836  0.43  0.49 Litlhare-020100ab.cha 912 12669 912   3   0.3289474  0.189438788
Litlhare unclassified child   24 6836  0.43  0.49 Litlhare-020500cd.cha 479 12669 479   6   1.2526096  0.189438788
Litlhare unclassified child   24 6836  0.43  0.49 Litlhare-020100ef.cha 767 12669 767   2   0.2607562  0.189438788
Litlhare unclassified child   24 6836  0.43  0.49 Litlhare-020400cd.cha 505 12669 505   1   0.1980198  0.189438788
Litlhare unclassified child   24 6836  0.43  0.49 Litlhare-020400ab.cha 899 12669 899   1   0.1112347  0.189438788
Litlhare unclassified child   24 6836  0.43  0.49 Litlhare-020800ab.cha 410 12669 410   1   0.2439024  0.189438788
Litlhare unclassified child   24 6836  0.43  0.49 Litlhare-020100cd.cha 732 12669 732   1   0.1366120  0.189438788
Litlhare unclassified child   24 6836  0.43  0.49 Litlhare-020500ab.cha 500 12669 500   4   0.8000000  0.189438788
Litlhare unclassified child   24 6836  0.43  0.49 Litlhare-021000ab.cha 749 12669 749   1   0.1335113  0.189438788
Litlhare unclassified child   24 6836  0.43  0.49 Litlhare-030200cd.cha 804 12669 804   1   0.1243781  0.189438788
Litlhare unclassified child   24 6836  0.43  0.49 Litlhare-020900ab.cha 618 12669 618   1   0.1618123  0.189438788
Litlhare unclassified child   24 6836  0.43  0.49 Litlhare-020900cd.cha  61 12669  61   1   1.6393443  0.189438788
Litlhare unclassified mother   22 5493  0.32  0.15 Litlhare-020500ef.cha 310 12669 310   1   0.3225806  0.173652222
Litlhare unclassified mother   22 5493  0.32  0.15 Litlhare-020100cd.cha 732 12669 732   2   0.2732240  0.173652222
Litlhare unclassified mother   22 5493  0.32  0.15 Litlhare-020200cd.cha 407 12669 407   1   0.2457002  0.173652222
Litlhare unclassified mother   22 5493  0.32  0.15 Litlhare-020400cd.cha 505 12669 505   2   0.3960396  0.173652222
Litlhare unclassified mother   22 5493  0.32  0.15 Litlhare-020500cd.cha 479 12669 479   3   0.6263048  0.173652222
Litlhare unclassified mother   22 5493  0.32  0.15 Litlhare-020400ab.cha 899 12669 899   3   0.3337041  0.173652222
Litlhare unclassified mother   22 5493  0.32  0.15 Litlhare-030000cd.cha 667 12669 667   2   0.2998501  0.173652222
Litlhare unclassified mother   22 5493  0.32  0.15 Litlhare-020100ab.cha 912 12669 912   5   0.5482456  0.173652222
Litlhare unclassified mother   22 5493  0.32  0.15 Litlhare-020800ab.cha 410 12669 410   1   0.2439024  0.173652222
Litlhare unclassified mother   22 5493  0.32  0.15 Litlhare-020100ef.cha 767 12669 767   1   0.1303781  0.173652222
Litlhare unclassified mother   22 5493  0.32  0.15 Litlhare-020600ab.cha 645 12669 645   1   0.1550388  0.173652222
Neuoe ADS adult   17 1345  0.54  0.48 Neuoe-040100ab.cha 940 10502 940   1   0.1063830  0.161873929
Neuoe ADS adult   17 1345  0.54  0.48 Neuoe-031000e.cha 570 10502 570   5   0.8771930  0.161873929
Neuoe ADS adult   17 1345  0.54  0.48 Neuoe-040300ab.cha 696 10502 696   1   0.1436782  0.161873929
Neuoe ADS adult   17 1345  0.54  0.48 Neuoe-031000cd.cha 966 10502 966  10   1.0351967  0.161873929
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-040100ab.cha 940 10502 940 269  28.6170213 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-040700e.cha 120 10502 120  11   9.1666667 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-030800cd.cha 372 10502 372  66  17.7419355 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-040700cd.cha 194 10502 194  15   7.7319588 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-040100ef.cha 407 10502 407  28   6.8796069 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-040300e.cha 155 10502 155  30  19.3548387 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-031000cd.cha 966 10502 966 372  38.5093168 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-040000ab.cha 821 10502 821  60   7.3081608 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-040500cd.cha 512 10502 512  77  15.0390625 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-040300ab.cha 696 10502 696 112  16.0919540 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-040700ab.cha 208 10502 208  35  16.8269231 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-031000e.cha 570 10502 570  54   9.4736842 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-040500e.cha  96 10502  96   7   7.2916667 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-040100cd.cha 497 10502 497  71  14.2857143 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-030800ef.cha 279 10502 279  74  26.5232975 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-030900b.cha 124 10502 124  54  43.5483871 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-040000cd.cha 853 10502 853 156  18.2883939 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-040500ab.cha 362 10502 362  41  11.3259669 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-030900a.cha 389 10502 389  16   4.1131105 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-030800ab.cha 278 10502 278  55  19.7841727 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-040300cd.cha 547 10502 547  61  11.1517367 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-040300f.cha 147 10502 147  45  30.6122449 21.595886498
Neuoe ADS child 2268 6666 19.02 13.31 Neuoe-031000ab.cha 969 10502 969 559  57.6883385 21.595886498
Neuoe ADS mother   30 2491  0.69  0.44 Neuoe-040500ab.cha 362 10502 362   2   0.5524862  0.285659874
Neuoe ADS mother   30 2491  0.69  0.44 Neuoe-040100cd.cha 497 10502 497   2   0.4024145  0.285659874
Neuoe ADS mother   30 2491  0.69  0.44 Neuoe-030900b.cha 124 10502 124   1   0.8064516  0.285659874
Neuoe ADS mother   30 2491  0.69  0.44 Neuoe-040300ab.cha 696 10502 696   1   0.1436782  0.285659874
Neuoe ADS mother   30 2491  0.69  0.44 Neuoe-031000ab.cha 969 10502 969  11   1.1351909  0.285659874
Neuoe ADS mother   30 2491  0.69  0.44 Neuoe-040100ab.cha 940 10502 940   2   0.2127660  0.285659874
Neuoe ADS mother   30 2491  0.69  0.44 Neuoe-040300f.cha 147 10502 147   2   1.3605442  0.285659874
Neuoe ADS mother   30 2491  0.69  0.44 Neuoe-031000cd.cha 966 10502 966   9   0.9316770  0.285659874
Neuoe CDS adult  577 1345 10.80 11.52 Neuoe-031000cd.cha 966 10502 966  95   9.8343685  5.494191583
Neuoe CDS adult  577 1345 10.80 11.52 Neuoe-031000e.cha 570 10502 570 203  35.6140351  5.494191583
Neuoe CDS adult  577 1345 10.80 11.52 Neuoe-040300cd.cha 547 10502 547 111  20.2925046  5.494191583
Neuoe CDS adult  577 1345 10.80 11.52 Neuoe-040500cd.cha 512 10502 512  18   3.5156250  5.494191583
Neuoe CDS adult  577 1345 10.80 11.52 Neuoe-030800ef.cha 279 10502 279   3   1.0752688  5.494191583
Neuoe CDS adult  577 1345 10.80 11.52 Neuoe-040500ab.cha 362 10502 362   4   1.1049724  5.494191583
Neuoe CDS adult  577 1345 10.80 11.52 Neuoe-040000ab.cha 821 10502 821   6   0.7308161  5.494191583
Neuoe CDS adult  577 1345 10.80 11.52 Neuoe-030800ab.cha 278 10502 278  59  21.2230216  5.494191583
Neuoe CDS adult  577 1345 10.80 11.52 Neuoe-040300ab.cha 696 10502 696  68   9.7701149  5.494191583
Neuoe CDS adult  577 1345 10.80 11.52 Neuoe-040700ab.cha 208 10502 208  10   4.8076923  5.494191583
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-030800ef.cha 279 10502 279  27   9.6774194 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-040700e.cha 120 10502 120  27  22.5000000 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-040300f.cha 147 10502 147  19  12.9251701 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-040300e.cha 155 10502 155  16  10.3225806 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-040100cd.cha 497 10502 497 145  29.1750503 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-031000cd.cha 966 10502 966  76   7.8674948 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-030800ab.cha 278 10502 278  27   9.7122302 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-040500ab.cha 362 10502 362 185  51.1049724 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-040000cd.cha 853 10502 853 267  31.3012896 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-040100ab.cha 940 10502 940 114  12.1276596 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-040500e.cha  96 10502  96  38  39.5833333 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-040700cd.cha 194 10502 194  42  21.6494845 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-030900a.cha 389 10502 389  65  16.7095116 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-040300ab.cha 696 10502 696  55   7.9022989 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-040100ef.cha 407 10502 407  50  12.2850123 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-030800cd.cha 372 10502 372  24   6.4516129 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-040300cd.cha 547 10502 547 126  23.0347349 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-040000ab.cha 821 10502 821 179  21.8026797 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-040700ab.cha 208 10502 208  35  16.8269231 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-040500cd.cha 512 10502 512  88  17.1875000 16.606360693
Neuoe CDS child 1744 6666 19.26 11.35 Neuoe-031000e.cha 570 10502 570 139  24.3859649 16.606360693
Neuoe CDS mother  513 2491  8.67  9.64 Neuoe-040300e.cha 155 10502 155  60  38.7096774  4.884783851
Neuoe CDS mother  513 2491  8.67  9.64 Neuoe-040700cd.cha 194 10502 194   9   4.6391753  4.884783851
Neuoe CDS mother  513 2491  8.67  9.64 Neuoe-040500ab.cha 362 10502 362  28   7.7348066  4.884783851
Neuoe CDS mother  513 2491  8.67  9.64 Neuoe-040000ab.cha 821 10502 821   6   0.7308161  4.884783851
Neuoe CDS mother  513 2491  8.67  9.64 Neuoe-040300f.cha 147 10502 147  15  10.2040816  4.884783851
Neuoe CDS mother  513 2491  8.67  9.64 Neuoe-040500e.cha  96 10502  96   3   3.1250000  4.884783851
Neuoe CDS mother  513 2491  8.67  9.64 Neuoe-040300ab.cha 696 10502 696  46   6.6091954  4.884783851
Neuoe CDS mother  513 2491  8.67  9.64 Neuoe-030800cd.cha 372 10502 372  17   4.5698925  4.884783851
Neuoe CDS mother  513 2491  8.67  9.64 Neuoe-040700ab.cha 208 10502 208  30  14.4230769  4.884783851
Neuoe CDS mother  513 2491  8.67  9.64 Neuoe-040100cd.cha 497 10502 497  26   5.2313883  4.884783851
Neuoe CDS mother  513 2491  8.67  9.64 Neuoe-040100ab.cha 940 10502 940 200  21.2765957  4.884783851
Neuoe CDS mother  513 2491  8.67  9.64 Neuoe-030900a.cha 389 10502 389   9   2.3136247  4.884783851
Neuoe CDS mother  513 2491  8.67  9.64 Neuoe-040100ef.cha 407 10502 407   4   0.9828010  4.884783851
Neuoe CDS mother  513 2491  8.67  9.64 Neuoe-040500cd.cha 512 10502 512  33   6.4453125  4.884783851
Neuoe CDS mother  513 2491  8.67  9.64 Neuoe-040700e.cha 120 10502 120  12  10.0000000  4.884783851
Neuoe CDS mother  513 2491  8.67  9.64 Neuoe-040000cd.cha 853 10502 853  15   1.7584994  4.884783851
Neuoe OCDS adult  748 1345  8.10 11.47 Neuoe-031000e.cha 570 10502 570  91  15.9649123  7.122452866
Neuoe OCDS adult  748 1345  8.10 11.47 Neuoe-040300cd.cha 547 10502 547 156  28.5191956  7.122452866
Neuoe OCDS adult  748 1345  8.10 11.47 Neuoe-030800ab.cha 278 10502 278 118  42.4460432  7.122452866
Neuoe OCDS adult  748 1345  8.10 11.47 Neuoe-040300ab.cha 696 10502 696  44   6.3218391  7.122452866
Neuoe OCDS adult  748 1345  8.10 11.47 Neuoe-030800cd.cha 372 10502 372  19   5.1075269  7.122452866
Neuoe OCDS adult  748 1345  8.10 11.47 Neuoe-030800ef.cha 279 10502 279  16   5.7347670  7.122452866
Neuoe OCDS adult  748 1345  8.10 11.47 Neuoe-031000cd.cha 966 10502 966 225  23.2919255  7.122452866
Neuoe OCDS adult  748 1345  8.10 11.47 Neuoe-040700e.cha 120 10502 120   8   6.6666667  7.122452866
Neuoe OCDS adult  748 1345  8.10 11.47 Neuoe-040700ab.cha 208 10502 208   2   0.9615385  7.122452866
Neuoe OCDS adult  748 1345  8.10 11.47 Neuoe-040500cd.cha 512 10502 512  20   3.9062500  7.122452866
Neuoe OCDS adult  748 1345  8.10 11.47 Neuoe-040700cd.cha 194 10502 194   1   0.5154639  7.122452866
Neuoe OCDS adult  748 1345  8.10 11.47 Neuoe-030900b.cha 124 10502 124   5   4.0322581  7.122452866
Neuoe OCDS adult  748 1345  8.10 11.47 Neuoe-040000ab.cha 821 10502 821  19   2.3142509  7.122452866
Neuoe OCDS adult  748 1345  8.10 11.47 Neuoe-031000ab.cha 969 10502 969   3   0.3095975  7.122452866
Neuoe OCDS adult  748 1345  8.10 11.47 Neuoe-040500ab.cha 362 10502 362   6   1.6574586  7.122452866
Neuoe OCDS adult  748 1345  8.10 11.47 Neuoe-040100ab.cha 940 10502 940   8   0.8510638  7.122452866
Neuoe OCDS adult  748 1345  8.10 11.47 Neuoe-040100cd.cha 497 10502 497   2   0.4024145  7.122452866
Neuoe OCDS adult  748 1345  8.10 11.47 Neuoe-040500e.cha  96 10502  96   4   4.1666667  7.122452866
Neuoe OCDS adult  748 1345  8.10 11.47 Neuoe-040300f.cha 147 10502 147   1   0.6802721  7.122452866
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-030900b.cha 124 10502 124   3   2.4193548 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-031000ab.cha 969 10502 969  27   2.7863777 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-040300f.cha 147 10502 147  18  12.2448980 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-030800ab.cha 278 10502 278   2   0.7194245 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-040100cd.cha 497 10502 497 160  32.1931590 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-031000cd.cha 966 10502 966  10   1.0351967 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-030800cd.cha 372 10502 372 184  49.4623656 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-040000cd.cha 853 10502 853 235  27.5498242 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-030800ef.cha 279 10502 279  76  27.2401434 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-040300ab.cha 696 10502 696 242  34.7701149 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-040000ab.cha 821 10502 821 472  57.4908648 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-040700cd.cha 194 10502 194  96  49.4845361 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-040500cd.cha 512 10502 512 234  45.7031250 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-040300e.cha 155 10502 155   9   5.8064516 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-040300cd.cha 547 10502 547  93  17.0018282 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-040500e.cha  96 10502  96  44  45.8333333 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-030900a.cha 389 10502 389 261  67.0951157 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-040100ef.cha 407 10502 407 270  66.3390663 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-040500ab.cha 362 10502 362  44  12.1546961 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-040100ab.cha 940 10502 940   2   0.2127660 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-040700e.cha 120 10502 120  36  30.0000000 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-040700ab.cha 208 10502 208  49  23.5576923 24.614359170
Neuoe OCDS child 2585 6666 26.71 22.09 Neuoe-031000e.cha 570 10502 570  18   3.1578947 24.614359170
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-040700cd.cha 194 10502 194  31  15.9793814 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-031000cd.cha 966 10502 966 169  17.4948240 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-040100ef.cha 407 10502 407  55  13.5135135 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-040300f.cha 147 10502 147  47  31.9727891 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-030800ef.cha 279 10502 279  82  29.3906810 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-040000ab.cha 821 10502 821  78   9.5006090 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-030800ab.cha 278 10502 278  16   5.7553957 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-040300e.cha 155 10502 155  40  25.8064516 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-030900b.cha 124 10502 124  61  49.1935484 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-040500cd.cha 512 10502 512  33   6.4453125 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-040300ab.cha 696 10502 696 125  17.9597701 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-040100ab.cha 940 10502 940 342  36.3829787 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-040100cd.cha 497 10502 497  91  18.3098592 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-040500ab.cha 362 10502 362  52  14.3646409 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-040700e.cha 120 10502 120  26  21.6666667 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-040000cd.cha 853 10502 853 179  20.9847597 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-030900a.cha 389 10502 389  38   9.7686375 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-031000ab.cha 969 10502 969 369  38.0804954 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-040700ab.cha 208 10502 208  47  22.5961538 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-030800cd.cha 372 10502 372  62  16.6666667 18.548847839
Neuoe OCDS mother 1948 2491 20.13 11.84 Neuoe-031000e.cha 570 10502 570   5   0.8771930 18.548847839
Neuoe unclassified adult    3 1345  0.36  0.01 Neuoe-030800ab.cha 278 10502 278   1   0.3597122  0.028565987
