targetchild,speaker,addressee,session,numberoflines,numberofwords,mlu,mattr,numberofuttsinglewords,numberofhapaxes,percquest,ratioturn
Neuoe,child,OCDS,Neuoe-040700ab.cha,49,189,3.857,0.893296089385,6,74,.122,.382
Neuoe,child,OCDS,Neuoe-040700cd.cha,96,375,3.906,0.936164383562,10,131,.145,.494
Neuoe,child,OCDS,Neuoe-040700e.cha,36,153,4.250,0.945454545455,4,79,.055,.558
Hlobohang,child,ADS,Hlobohang-020100ab.cha,14,30,2.142,0.895,5,23,.285,.461
Hlobohang,child,ADS,Hlobohang-020100cd.cha,,,,,,,,0
Hlobohang,child,ADS,Hlobohang-020100ef.cha,33,58,1.757,0.839583333333,18,38,.303,.437
Hlobohang,child,ADS,Hlobohang-020200ab.cha,15,27,1.800,0.970588235294,10,23,.066,.666
Hlobohang,child,ADS,Hlobohang-020200cd.cha,42,88,2.095,0.80641025641,19,36,.071,.142
Hlobohang,child,ADS,Hlobohang-020400ab.cha,15,30,2.000,0.93,9,23,.200,.533
Hlobohang,child,ADS,Hlobohang-020400cd.cha,14,33,2.357,0.9,5,23,.214,.500
Hlobohang,child,ADS,Hlobohang-020500ab.cha,15,36,2.400,0.976923076923,2,27,.266,.200
Hlobohang,child,ADS,Hlobohang-020500cd.cha,14,30,2.142,0.865,7,16,.285,.642
Hlobohang,child,ADS,Hlobohang-021100ab.cha,,,,,,,,
Hlobohang,child,ADS,Hlobohang-021100cd.cha,8,11,1.375,0.9,5,9,0,.571
Hlobohang,child,ADS,Hlobohang-020600ab.cha,,,,,,,,.333
Hlobohang,child,ADS,Hlobohang-020600cd.cha,13,28,2.153,0.955555555556,6,19,0,.461
Hlobohang,child,ADS,Hlobohang-020700ab.cha,20,56,2.800,0.865217391304,4,29,.050,.250
Hlobohang,child,ADS,Hlobohang-020700cd.cha,21,53,2.523,0.804651162791,6,24,.238,.368
Hlobohang,child,ADS,Hlobohang-020800ab.cha,5,16,3.200,0.966666666667,2,14,.200,.666
Hlobohang,child,ADS,Hlobohang-020800cd.cha,20,46,2.300,0.808333333333,5,17,0,.250
Hlobohang,child,ADS,Hlobohang-020800ef.cha,,,,,,,,1.000
Hlobohang,child,ADS,Hlobohang-020900ab.cha,,,,,,,,0
Hlobohang,child,ADS,Hlobohang-020900cd.cha,22,44,2.000,0.776470588235,9,19,.090,.666
Hlobohang,child,ADS,Hlobohang-020900e.cha,,,,,,,,
Hlobohang,child,ADS,Hlobohang-030000ab.cha,,,,,,,,
Hlobohang,child,ADS,Hlobohang-030000cd.cha,7,20,2.857,0.75,1,10,.428,.285
Litlhare,child,ADS,Litlhare-020100ab.cha,19,43,2.263,0.936363636364,6,33,.263,.375
Litlhare,child,ADS,Litlhare-020100cd.cha,18,51,2.833,0.907317073171,4,32,.111,.888
Litlhare,child,ADS,Litlhare-020100ef.cha,24,75,3.125,0.883076923077,3,31,.166,.500
Litlhare,child,ADS,Litlhare-020200ab.cha,20,74,3.700,0.9078125,5,35,0,.250
Litlhare,child,ADS,Litlhare-020200cd.cha,,,,,,,,1.000
Litlhare,child,ADS,Litlhare-020400ab.cha,50,146,2.920,0.930147058824,10,71,.060,.591
Litlhare,child,ADS,Litlhare-020400cd.cha,18,51,2.833,0.921951219512,2,34,.055,.250
Litlhare,child,ADS,Litlhare-020500ab.cha,,,,,,,,1.000
Litlhare,child,ADS,Litlhare-020500cd.cha,17,45,2.647,0.817142857143,4,18,.411,.411
Litlhare,child,ADS,Litlhare-020500ef.cha,,,,,,,,
Litlhare,child,ADS,Litlhare-030000ab.cha,7,13,1.857,0.633333333333,5,3,.285,.714
Litlhare,child,ADS,Litlhare-030000cd.cha,22,60,2.727,0.852,5,25,.363,.545
Litlhare,child,ADS,Litlhare-020600ab.cha,,,,,,,,
Litlhare,child,ADS,Litlhare-020600cd.cha,17,53,3.117,0.909302325581,5,30,.117,.529
Litlhare,child,ADS,Litlhare-020600e.cha,,,,,,,,
Litlhare,child,ADS,Litlhare-020800ab.cha,,,,,,,,0
Litlhare,child,ADS,Litlhare-020800cd.cha,,,,,,,,
Litlhare,child,ADS,Litlhare-020900ab.cha,16,56,3.500,0.85652173913,2,36,.062,.375
Litlhare,child,ADS,Litlhare-020900cd.cha,,,,,,,,
Litlhare,child,ADS,Litlhare-021000ab.cha,,,,,,,,
Litlhare,child,ADS,Litlhare-021000cd.cha,,,,,,,,
Litlhare,child,ADS,Litlhare-030200ab.cha,69,157,2.275,0.841496598639,18,52,.014,.294
Litlhare,child,ADS,Litlhare-030200cd.cha,20,57,2.850,0.925531914894,5,34,.100,.473
Neuoe,child,ADS,Neuoe-030800ab.cha,55,107,1.945,0.89587628866,23,50,.090,.470
Neuoe,child,ADS,Neuoe-030800cd.cha,66,181,2.742,0.891228070175,18,73,.212,.476
Neuoe,child,ADS,Neuoe-030800ef.cha,74,197,2.662,0.824064171123,25,69,.216,.493
Neuoe,child,ADS,Neuoe-030900a.cha,16,33,2.062,0.85652173913,5,18,.062,.375
Neuoe,child,ADS,Neuoe-030900b.cha,54,134,2.481,0.902419354839,21,65,.351,.660
Neuoe,child,ADS,Neuoe-031000ab.cha,559,1478,2.644,0.83985013624,162,292,.128,.462
Neuoe,child,ADS,Neuoe-031000cd.cha,372,1056,2.838,0.815296367113,88,258,.083,.471
Neuoe,child,ADS,Neuoe-031000e.cha,54,144,2.666,0.884328358209,16,66,0,.444
Neuoe,child,ADS,Neuoe-040000ab.cha,60,131,2.183,0.886776859504,26,57,.183,.491
Neuoe,child,ADS,Neuoe-040000cd.cha,156,430,2.756,0.888095238095,48,124,.089,.580
Neuoe,child,ADS,Neuoe-040100ab.cha,269,690,2.565,0.885147058824,87,273,.144,.503
Neuoe,child,ADS,Neuoe-040100cd.cha,71,207,2.915,0.895431472081,17,98,.169,.600
Neuoe,child,ADS,Neuoe-040100ef.cha,28,84,3.000,0.877027027027,6,46,.214,.481
Neuoe,child,ADS,Neuoe-040300ab.cha,112,333,2.973,0.875851393189,38,130,.133,.481
Neuoe,child,ADS,Neuoe-040300cd.cha,61,143,2.344,0.902255639098,19,68,.065,.583
Neuoe,child,ADS,Neuoe-040300e.cha,30,93,3.100,0.920481927711,7,62,0,.666
Neuoe,child,ADS,Neuoe-040300f.cha,45,198,4.400,0.951063829787,2,114,.044,.409
Neuoe,child,ADS,Neuoe-040500ab.cha,41,145,3.536,0.858518518519,5,66,.292,.342
Neuoe,child,ADS,Neuoe-040500cd.cha,77,315,4.090,0.913442622951,8,119,.194,.233
Neuoe,child,ADS,Neuoe-040500e.cha,7,18,2.571,1.0,1,18,.428,.142
Neuoe,child,ADS,Neuoe-040700ab.cha,35,132,3.771,0.94262295082,3,67,.028,.485
Neuoe,child,ADS,Neuoe-040700cd.cha,15,70,4.666,0.943333333333,0,43,.066,.076
Neuoe,child,ADS,Neuoe-040700e.cha,11,38,3.454,0.882142857143,1,30,0,.727
