keychild register speakers largetotalperchild sumperSpeakerChild average.1 average.2 session total nb_utt percentage percentageperSpeakerRegisterChild
Litlhare unclassified mother   31 5539  0.51  0.89 Litlhare-020900ab.cha  858   2  0.23310023  17867.7419
Litlhare unclassified mother   31 5539  0.51  0.89 Litlhare-020200cd.cha  550   1  0.18181818  17867.7419
Litlhare unclassified mother   31 5539  0.51  0.89 Litlhare-020400ab.cha 1060   3  0.28301887  17867.7419
Litlhare unclassified mother   31 5539  0.51  0.89 Litlhare-020500cd.cha  562   3  0.53380783  17867.7419
Litlhare unclassified mother   31 5539  0.51  0.89 Litlhare-020400cd.cha  606   2  0.33003300  17867.7419
Litlhare unclassified mother   31 5539  0.51  0.89 Litlhare-020100ab.cha 1047   5  0.47755492  17867.7419
Litlhare unclassified mother   31 5539  0.51  0.89 Litlhare-020600e.cha   27   1  3.70370370  17867.7419
Litlhare unclassified mother   31 5539  0.51  0.89 Litlhare-030200cd.cha  863   5  0.57937428  17867.7419
Litlhare unclassified mother   31 5539  0.51  0.89 Litlhare-030000cd.cha  717   2  0.27894003  17867.7419
Litlhare unclassified mother   31 5539  0.51  0.89 Litlhare-020500ef.cha  359   1  0.27855153  17867.7419
Litlhare unclassified mother   31 5539  0.51  0.89 Litlhare-030200ab.cha  909   1  0.11001100  17867.7419
Litlhare unclassified mother   31 5539  0.51  0.89 Litlhare-020800ab.cha  559   1  0.17889088  17867.7419
Neuoe ADS adult   17 1400  0.49  0.45 Neuoe-040300ab.cha  998   1  0.10020040   8235.2941
Neuoe ADS adult   17 1400  0.49  0.45 Neuoe-040100ab.cha 1027   1  0.09737098   8235.2941
Neuoe ADS adult   17 1400  0.49  0.45 Neuoe-031000cd.cha 1082  10  0.92421442   8235.2941
Neuoe ADS adult   17 1400  0.49  0.45 Neuoe-031000e.cha  592   5  0.84459459   8235.2941
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-031000e.cha  592  54  9.12162162    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-040500ab.cha  500  41  8.20000000    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-040100cd.cha  795  71  8.93081761    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-040300ab.cha  998 112 11.22244489    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-040100ab.cha 1027 269 26.19279455    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-031000cd.cha 1082 372 34.38077634    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-030900b.cha  154  54 35.06493506    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-040300e.cha  182  30 16.48351648    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-031000ab.cha 1128 559 49.55673759    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-040000ab.cha 1050  60  5.71428571    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-040000cd.cha  936 156 16.66666667    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-040300cd.cha  608  61 10.03289474    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-040700cd.cha  307  15  4.88599349    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-040500cd.cha  774  77  9.94832041    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-030800ef.cha  310  74 23.87096774    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-040700ab.cha  295  35 11.86440678    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-040700e.cha  163  11  6.74846626    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-040300f.cha  164  45 27.43902439    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-040500e.cha  176   7  3.97727273    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-030800ab.cha  313  55 17.57188498    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-030900a.cha  415  16  3.85542169    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-040100ef.cha  630  28  4.44444444    344.1358
Neuoe ADS child 2268 7805 15.68 11.94 Neuoe-030800cd.cha  457  66 14.44201313    344.1358
Neuoe ADS investigator  140 1205  1.58  1.48 Neuoe-040000cd.cha  936   3  0.32051282    860.7143
Neuoe ADS investigator  140 1205  1.58  1.48 Neuoe-040500cd.cha  774   5  0.64599483    860.7143
Neuoe ADS investigator  140 1205  1.58  1.48 Neuoe-030800ab.cha  313   5  1.59744409    860.7143
Neuoe ADS investigator  140 1205  1.58  1.48 Neuoe-040700ab.cha  295   7  2.37288136    860.7143
Neuoe ADS investigator  140 1205  1.58  1.48 Neuoe-040700e.cha  163   7  4.29447853    860.7143
Neuoe ADS investigator  140 1205  1.58  1.48 Neuoe-040300e.cha  182   3  1.64835165    860.7143
Neuoe ADS investigator  140 1205  1.58  1.48 Neuoe-040300ab.cha  998  29  2.90581162    860.7143
Neuoe ADS investigator  140 1205  1.58  1.48 Neuoe-040500ab.cha  500   1  0.20000000    860.7143
Neuoe ADS investigator  140 1205  1.58  1.48 Neuoe-040700cd.cha  307   6  1.95439739    860.7143
Neuoe ADS investigator  140 1205  1.58  1.48 Neuoe-031000ab.cha 1128  10  0.88652482    860.7143
Neuoe ADS investigator  140 1205  1.58  1.48 Neuoe-040500e.cha  176   3  1.70454545    860.7143
Neuoe ADS investigator  140 1205  1.58  1.48 Neuoe-030900b.cha  154   2  1.29870130    860.7143
Neuoe ADS investigator  140 1205  1.58  1.48 Neuoe-040100ef.cha  630   2  0.31746032    860.7143
Neuoe ADS investigator  140 1205  1.58  1.48 Neuoe-040100cd.cha  795  43  5.40880503    860.7143
Neuoe ADS investigator  140 1205  1.58  1.48 Neuoe-040000ab.cha 1050   1  0.09523810    860.7143
Neuoe ADS investigator  140 1205  1.58  1.48 Neuoe-040100ab.cha 1027   2  0.19474197    860.7143
Neuoe ADS investigator  140 1205  1.58  1.48 Neuoe-030800cd.cha  457   2  0.43763676    860.7143
Neuoe ADS investigator  140 1205  1.58  1.48 Neuoe-040300cd.cha  608   4  0.65789474    860.7143
Neuoe ADS investigator  140 1205  1.58  1.48 Neuoe-040300f.cha  164   5  3.04878049    860.7143
Neuoe ADS mother   30 2646  0.58  0.41 Neuoe-040100cd.cha  795   2  0.25157233   8820.0000
Neuoe ADS mother   30 2646  0.58  0.41 Neuoe-030900b.cha  154   1  0.64935065   8820.0000
Neuoe ADS mother   30 2646  0.58  0.41 Neuoe-040100ab.cha 1027   2  0.19474197   8820.0000
Neuoe ADS mother   30 2646  0.58  0.41 Neuoe-031000ab.cha 1128  11  0.97517730   8820.0000
Neuoe ADS mother   30 2646  0.58  0.41 Neuoe-040300ab.cha  998   1  0.10020040   8820.0000
Neuoe ADS mother   30 2646  0.58  0.41 Neuoe-040500ab.cha  500   2  0.40000000   8820.0000
Neuoe ADS mother   30 2646  0.58  0.41 Neuoe-031000cd.cha 1082   9  0.83179298   8820.0000
Neuoe ADS mother   30 2646  0.58  0.41 Neuoe-040300f.cha  164   2  1.21951220   8820.0000
Neuoe CDS adult  577 1400  9.50 11.07 Neuoe-030800ef.cha  310   3  0.96774194    242.6343
Neuoe CDS adult  577 1400  9.50 11.07 Neuoe-040500ab.cha  500   4  0.80000000    242.6343
Neuoe CDS adult  577 1400  9.50 11.07 Neuoe-040000ab.cha 1050   6  0.57142857    242.6343
Neuoe CDS adult  577 1400  9.50 11.07 Neuoe-031000cd.cha 1082  95  8.78003697    242.6343
Neuoe CDS adult  577 1400  9.50 11.07 Neuoe-040500cd.cha  774  18  2.32558140    242.6343
Neuoe CDS adult  577 1400  9.50 11.07 Neuoe-031000e.cha  592 203 34.29054054    242.6343
Neuoe CDS adult  577 1400  9.50 11.07 Neuoe-030800ab.cha  313  59 18.84984026    242.6343
Neuoe CDS adult  577 1400  9.50 11.07 Neuoe-040300cd.cha  608 111 18.25657895    242.6343
Neuoe CDS adult  577 1400  9.50 11.07 Neuoe-040700ab.cha  295  10  3.38983051    242.6343
Neuoe CDS adult  577 1400  9.50 11.07 Neuoe-040300ab.cha  998  68  6.81362725    242.6343
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-040300ab.cha  998  55  5.51102204    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-040100ab.cha 1027 114 11.10029211    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-040500cd.cha  774  88 11.36950904    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-040700cd.cha  307  42 13.68078176    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-040500e.cha  176  38 21.59090909    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-030800ef.cha  310  27  8.70967742    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-040300f.cha  164  19 11.58536585    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-040100cd.cha  795 145 18.23899371    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-031000e.cha  592 139 23.47972973    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-030900a.cha  415  65 15.66265060    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-040000cd.cha  936 267 28.52564103    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-030800cd.cha  457  24  5.25164114    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-040700ab.cha  295  35 11.86440678    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-031000cd.cha 1082  76  7.02402957    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-040300e.cha  182  16  8.79120879    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-040300cd.cha  608 126 20.72368421    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-040000ab.cha 1050 179 17.04761905    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-030800ab.cha  313  27  8.62619808    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-040500ab.cha  500 185 37.00000000    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-040100ef.cha  630  50  7.93650794    447.5344
Neuoe CDS child 1744 7805 14.78  8.06 Neuoe-040700e.cha  163  27 16.56441718    447.5344
Neuoe CDS investigator  166 1205  2.17  1.47 Neuoe-040500ab.cha  500  17  3.40000000    725.9036
Neuoe CDS investigator  166 1205  2.17  1.47 Neuoe-040000cd.cha  936   7  0.74786325    725.9036
Neuoe CDS investigator  166 1205  2.17  1.47 Neuoe-040300e.cha  182   4  2.19780220    725.9036
Neuoe CDS investigator  166 1205  2.17  1.47 Neuoe-040700cd.cha  307   3  0.97719870    725.9036
Neuoe CDS investigator  166 1205  2.17  1.47 Neuoe-040700e.cha  163   1  0.61349693    725.9036
Neuoe CDS investigator  166 1205  2.17  1.47 Neuoe-040500e.cha  176   9  5.11363636    725.9036
Neuoe CDS investigator  166 1205  2.17  1.47 Neuoe-040000ab.cha 1050  18  1.71428571    725.9036
Neuoe CDS investigator  166 1205  2.17  1.47 Neuoe-040300ab.cha  998  46  4.60921844    725.9036
Neuoe CDS investigator  166 1205  2.17  1.47 Neuoe-040700ab.cha  295   5  1.69491525    725.9036
Neuoe CDS investigator  166 1205  2.17  1.47 Neuoe-040300cd.cha  608   7  1.15131579    725.9036
Neuoe CDS investigator  166 1205  2.17  1.47 Neuoe-040100cd.cha  795  18  2.26415094    725.9036
Neuoe CDS investigator  166 1205  2.17  1.47 Neuoe-040500cd.cha  774  23  2.97157623    725.9036
Neuoe CDS investigator  166 1205  2.17  1.47 Neuoe-040100ab.cha 1027   8  0.77896787    725.9036
Neuoe CDS mother  513 2646  6.89  8.42 Neuoe-040500e.cha  176   3  1.70454545    515.7895
Neuoe CDS mother  513 2646  6.89  8.42 Neuoe-040100ef.cha  630   4  0.63492063    515.7895
Neuoe CDS mother  513 2646  6.89  8.42 Neuoe-040300f.cha  164  15  9.14634146    515.7895
Neuoe CDS mother  513 2646  6.89  8.42 Neuoe-040100cd.cha  795  26  3.27044025    515.7895
Neuoe CDS mother  513 2646  6.89  8.42 Neuoe-040300e.cha  182  60 32.96703297    515.7895
Neuoe CDS mother  513 2646  6.89  8.42 Neuoe-030800cd.cha  457  17  3.71991247    515.7895
Neuoe CDS mother  513 2646  6.89  8.42 Neuoe-040700cd.cha  307   9  2.93159609    515.7895
Neuoe CDS mother  513 2646  6.89  8.42 Neuoe-040100ab.cha 1027 200 19.47419669    515.7895
Neuoe CDS mother  513 2646  6.89  8.42 Neuoe-040500cd.cha  774  33  4.26356589    515.7895
Neuoe CDS mother  513 2646  6.89  8.42 Neuoe-040000cd.cha  936  15  1.60256410    515.7895
Neuoe CDS mother  513 2646  6.89  8.42 Neuoe-040700e.cha  163  12  7.36196319    515.7895
Neuoe CDS mother  513 2646  6.89  8.42 Neuoe-040500ab.cha  500  28  5.60000000    515.7895
Neuoe CDS mother  513 2646  6.89  8.42 Neuoe-040300ab.cha  998  46  4.60921844    515.7895
Neuoe CDS mother  513 2646  6.89  8.42 Neuoe-030900a.cha  415   9  2.16867470    515.7895
Neuoe CDS mother  513 2646  6.89  8.42 Neuoe-040000ab.cha 1050   6  0.57142857    515.7895
Neuoe CDS mother  513 2646  6.89  8.42 Neuoe-040700ab.cha  295  30 10.16949153    515.7895
Neuoe Investigator adult   38 1400  1.11  0.56 Neuoe-040300cd.cha  608   4  0.65789474   3684.2105
Neuoe Investigator adult   38 1400  1.11  0.56 Neuoe-030800ab.cha  313   6  1.91693291   3684.2105
Neuoe Investigator adult   38 1400  1.11  0.56 Neuoe-040300ab.cha  998  15  1.50300601   3684.2105
Neuoe Investigator adult   38 1400  1.11  0.56 Neuoe-040500cd.cha  774   8  1.03359173   3684.2105
Neuoe Investigator adult   38 1400  1.11  0.56 Neuoe-040500e.cha  176   2  1.13636364   3684.2105
Neuoe Investigator adult   38 1400  1.11  0.56 Neuoe-030900b.cha  154   2  1.29870130   3684.2105
Neuoe Investigator adult   38 1400  1.11  0.56 Neuoe-040500ab.cha  500   1  0.20000000   3684.2105
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-040500cd.cha  774 121 15.63307494    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-030900b.cha  154  17 11.03896104    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-030900a.cha  415   9  2.16867470    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-031000ab.cha 1128  51  4.52127660    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-040300ab.cha  998 110 11.02204409    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-040000ab.cha 1050 103  9.80952381    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-030800ab.cha  313   7  2.23642173    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-040700cd.cha  307  41 13.35504886    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-040300f.cha  164   4  2.43902439    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-031000cd.cha 1082  62  5.73012939    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-040000cd.cha  936  26  2.77777778    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-040500ab.cha  500  62 12.40000000    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-030800cd.cha  457  33  7.22100656    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-040100ef.cha  630 127 20.15873016    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-040100ab.cha 1027  26  2.53164557    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-030800ef.cha  310  21  6.77419355    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-040100cd.cha  795 121 15.22012579    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-040500e.cha  176  35 19.88636364    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-040700ab.cha  295  28  9.49152542    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-040700e.cha  163  17 10.42944785    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-040300e.cha  182   8  4.39560440    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-031000e.cha  592   9  1.52027027    739.8104
Neuoe Investigator child 1055 7805  8.42  5.76 Neuoe-040300cd.cha  608  17  2.79605263    739.8104
Neuoe Investigator mother  122 2646  1.90  1.69 Neuoe-040300f.cha  164   4  2.43902439   2168.8525
Neuoe Investigator mother  122 2646  1.90  1.69 Neuoe-040300ab.cha  998  26  2.60521042   2168.8525
Neuoe Investigator mother  122 2646  1.90  1.69 Neuoe-040500ab.cha  500   1  0.20000000   2168.8525
Neuoe Investigator mother  122 2646  1.90  1.69 Neuoe-040700ab.cha  295   5  1.69491525   2168.8525
Neuoe Investigator mother  122 2646  1.90  1.69 Neuoe-040100ef.cha  630   5  0.79365079   2168.8525
Neuoe Investigator mother  122 2646  1.90  1.69 Neuoe-040700cd.cha  307  13  4.23452769   2168.8525
Neuoe Investigator mother  122 2646  1.90  1.69 Neuoe-030800cd.cha  457   2  0.43763676   2168.8525
Neuoe Investigator mother  122 2646  1.90  1.69 Neuoe-040000cd.cha  936  10  1.06837607   2168.8525
Neuoe Investigator mother  122 2646  1.90  1.69 Neuoe-040100cd.cha  795  33  4.15094340   2168.8525
Neuoe Investigator mother  122 2646  1.90  1.69 Neuoe-040300e.cha  182   6  3.29670330   2168.8525
Neuoe Investigator mother  122 2646  1.90  1.69 Neuoe-040000ab.cha 1050   1  0.09523810   2168.8525
Neuoe Investigator mother  122 2646  1.90  1.69 Neuoe-040700e.cha  163   8  4.90797546   2168.8525
Neuoe Investigator mother  122 2646  1.90  1.69 Neuoe-040100ab.cha 1027   2  0.19474197   2168.8525
Neuoe Investigator mother  122 2646  1.90  1.69 Neuoe-031000ab.cha 1128   6  0.53191489   2168.8525
Neuoe OCDS adult  748 1400  6.96 10.39 Neuoe-030800ef.cha  310  16  5.16129032    187.1658
Neuoe OCDS adult  748 1400  6.96 10.39 Neuoe-040100cd.cha  795   2  0.25157233    187.1658
Neuoe OCDS adult  748 1400  6.96 10.39 Neuoe-031000ab.cha 1128   3  0.26595745    187.1658
Neuoe OCDS adult  748 1400  6.96 10.39 Neuoe-030900b.cha  154   5  3.24675325    187.1658
Neuoe OCDS adult  748 1400  6.96 10.39 Neuoe-040500ab.cha  500   6  1.20000000    187.1658
Neuoe OCDS adult  748 1400  6.96 10.39 Neuoe-031000e.cha  592  91 15.37162162    187.1658
Neuoe OCDS adult  748 1400  6.96 10.39 Neuoe-040700e.cha  163   8  4.90797546    187.1658
Neuoe OCDS adult  748 1400  6.96 10.39 Neuoe-040100ab.cha 1027   8  0.77896787    187.1658
Neuoe OCDS adult  748 1400  6.96 10.39 Neuoe-030800ab.cha  313 118 37.69968051    187.1658
Neuoe OCDS adult  748 1400  6.96 10.39 Neuoe-030800cd.cha  457  19  4.15754923    187.1658
Neuoe OCDS adult  748 1400  6.96 10.39 Neuoe-040300f.cha  164   1  0.60975610    187.1658
Neuoe OCDS adult  748 1400  6.96 10.39 Neuoe-040700ab.cha  295   2  0.67796610    187.1658
Neuoe OCDS adult  748 1400  6.96 10.39 Neuoe-040700cd.cha  307   1  0.32573290    187.1658
Neuoe OCDS adult  748 1400  6.96 10.39 Neuoe-040300cd.cha  608 156 25.65789474    187.1658
Neuoe OCDS adult  748 1400  6.96 10.39 Neuoe-040000ab.cha 1050  19  1.80952381    187.1658
Neuoe OCDS adult  748 1400  6.96 10.39 Neuoe-040500e.cha  176   4  2.27272727    187.1658
Neuoe OCDS adult  748 1400  6.96 10.39 Neuoe-040500cd.cha  774  20  2.58397933    187.1658
Neuoe OCDS adult  748 1400  6.96 10.39 Neuoe-040300ab.cha  998  44  4.40881764    187.1658
Neuoe OCDS adult  748 1400  6.96 10.39 Neuoe-031000cd.cha 1082 225 20.79482440    187.1658
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-040700ab.cha  295  49 16.61016949    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-030900a.cha  415 261 62.89156627    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-030900b.cha  154   3  1.94805195    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-031000ab.cha 1128  27  2.39361702    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-040100cd.cha  795 160 20.12578616    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-040000cd.cha  936 235 25.10683761    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-040300ab.cha  998 242 24.24849699    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-040100ab.cha 1027   2  0.19474197    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-040300cd.cha  608  93 15.29605263    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-040000ab.cha 1050 472 44.95238095    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-040500ab.cha  500  44  8.80000000    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-040500e.cha  176  44 25.00000000    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-030800ab.cha  313   2  0.63897764    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-031000cd.cha 1082  10  0.92421442    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-040500cd.cha  774 234 30.23255814    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-040300f.cha  164  18 10.97560976    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-031000e.cha  592  18  3.04054054    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-040100ef.cha  630 270 42.85714286    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-030800cd.cha  457 184 40.26258206    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-040700cd.cha  307  96 31.27035831    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-040700e.cha  163  36 22.08588957    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-040300e.cha  182   9  4.94505495    301.9342
Neuoe OCDS child 2585 7805 19.97 16.84 Neuoe-030800ef.cha  310  76 24.51612903    301.9342
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-040700cd.cha  307  49 15.96091205    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-040500cd.cha  774  93 12.01550388    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-040300cd.cha  608  18  2.96052632    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-040300e.cha  182   6  3.29670330    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-031000e.cha  592   3  0.50675676    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-040500ab.cha  500  55 11.00000000    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-030800cd.cha  457  46 10.06564551    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-040100ef.cha  630  87 13.80952381    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-040700ab.cha  295  17  5.76271186    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-040000cd.cha  936  28  2.99145299    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-030800ef.cha  310  10  3.22580645    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-040100ab.cha 1027  44  4.28432327    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-031000cd.cha 1082  45  4.15896488    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-030900b.cha  154   9  5.84415584    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-040300ab.cha  998  72  7.21442886    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-040300f.cha  164   2  1.21951220    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-030900a.cha  415   9  2.16867470    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-030800ab.cha  313  11  3.51437700    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-040700e.cha  163  10  6.13496933    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-031000ab.cha 1128  63  5.58510638    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-040000ab.cha 1050  93  8.85714286    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-040100cd.cha  795  83 10.44025157    136.3122
Neuoe OCDS investigator  884 1205  6.90  4.76 Neuoe-040500e.cha  176  31 17.61363636    136.3122
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-031000ab.cha 1128 369 32.71276596    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-040300e.cha  182  40 21.97802198    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-040500cd.cha  774  33  4.26356589    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-040000ab.cha 1050  78  7.42857143    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-040100ef.cha  630  55  8.73015873    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-040700cd.cha  307  31 10.09771987    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-030900b.cha  154  61 39.61038961    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-031000e.cha  592   5  0.84459459    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-040700ab.cha  295  47 15.93220339    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-030900a.cha  415  38  9.15662651    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-030800ab.cha  313  16  5.11182109    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-040300ab.cha  998 125 12.52505010    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-040100ab.cha 1027 342 33.30087634    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-030800ef.cha  310  82 26.45161290    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-030800cd.cha  457  62 13.56673961    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-040300f.cha  164  47 28.65853659    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-040100cd.cha  795  91 11.44654088    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-040700e.cha  163  26 15.95092025    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-031000cd.cha 1082 169 15.61922366    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-040000cd.cha  936 179 19.12393162    135.8316
Neuoe OCDS mother 1948 2646 16.33 10.52 Neuoe-040500ab.cha  500  52 10.40000000    135.8316
Neuoe unclassified adult   20 1400  0.74  0.67 Neuoe-040300cd.cha  608   8  1.31578947   7000.0000
Neuoe unclassified adult   20 1400  0.74  0.67 Neuoe-030800ab.cha  313   5  1.59744409   7000.0000
