keychild register speakers largetotalperchildreg.x largetotalperchildreg.y sumperSpeakerChild average.1 average.2 session total.x largetotalperchildkey total.y nb_utt percentage percentageperSpeakerRegisterChild
Litlhare OCDS adult   29   29  340 NA NA Litlhare-030200cd.cha 804 12669 804   2 NA  0.228905202
Litlhare OCDS child  327  327 6836 NA NA Litlhare-021000cd.cha 360 12669 360  38 NA  2.581103481
Litlhare OCDS child  327  327 6836 NA NA Litlhare-030200ab.cha 788 12669 788  23 NA  2.581103481
Litlhare OCDS child  327  327 6836 NA NA Litlhare-020100ef.cha 767 12669 767  51 NA  2.581103481
Litlhare OCDS child  327  327 6836 NA NA Litlhare-020900ab.cha 618 12669 618  12 NA  2.581103481
Litlhare OCDS child  327  327 6836 NA NA Litlhare-020200cd.cha 407 12669 407   7 NA  2.581103481
Litlhare OCDS child  327  327 6836 NA NA Litlhare-020500cd.cha 479 12669 479  26 NA  2.581103481
Litlhare OCDS child  327  327 6836 NA NA Litlhare-030000cd.cha 667 12669 667   3 NA  2.581103481
Litlhare OCDS child  327  327 6836 NA NA Litlhare-020800cd.cha 345 12669 345   1 NA  2.581103481
Litlhare OCDS child  327  327 6836 NA NA Litlhare-020200ab.cha 662 12669 662   1 NA  2.581103481
Litlhare OCDS child  327  327 6836 NA NA Litlhare-020100ab.cha 912 12669 912  43 NA  2.581103481
Litlhare OCDS child  327  327 6836 NA NA Litlhare-020400cd.cha 505 12669 505  13 NA  2.581103481
Litlhare OCDS child  327  327 6836 NA NA Litlhare-030000ab.cha 434 12669 434  13 NA  2.581103481
Litlhare OCDS child  327  327 6836 NA NA Litlhare-020400ab.cha 899 12669 899   1 NA  2.581103481
Litlhare OCDS child  327  327 6836 NA NA Litlhare-020100cd.cha 732 12669 732   3 NA  2.581103481
Litlhare OCDS child  327  327 6836 NA NA Litlhare-020600cd.cha 589 12669 589   1 NA  2.581103481
Litlhare OCDS child  327  327 6836 NA NA Litlhare-020500ab.cha 500 12669 500  21 NA  2.581103481
Litlhare OCDS child  327  327 6836 NA NA Litlhare-030200cd.cha 804 12669 804  44 NA  2.581103481
Litlhare OCDS child  327  327 6836 NA NA Litlhare-020800ab.cha 410 12669 410   6 NA  2.581103481
Litlhare OCDS child  327  327 6836 NA NA Litlhare-021000ab.cha 749 12669 749  20 NA  2.581103481
Litlhare OCDS mother  323  323 5493 NA NA Litlhare-020400cd.cha 505 12669 505  27 NA  2.549530350
Litlhare OCDS mother  323  323 5493 NA NA Litlhare-030000cd.cha 667 12669 667  47 NA  2.549530350
Litlhare OCDS mother  323  323 5493 NA NA Litlhare-020400ab.cha 899 12669 899  61 NA  2.549530350
Litlhare OCDS mother  323  323 5493 NA NA Litlhare-020200cd.cha 407 12669 407   4 NA  2.549530350
Litlhare OCDS mother  323  323 5493 NA NA Litlhare-020900ab.cha 618 12669 618  14 NA  2.549530350
Litlhare OCDS mother  323  323 5493 NA NA Litlhare-020200ab.cha 662 12669 662   6 NA  2.549530350
Litlhare OCDS mother  323  323 5493 NA NA Litlhare-030200cd.cha 804 12669 804  25 NA  2.549530350
Litlhare OCDS mother  323  323 5493 NA NA Litlhare-020100ab.cha 912 12669 912   6 NA  2.549530350
Litlhare OCDS mother  323  323 5493 NA NA Litlhare-020600cd.cha 589 12669 589  39 NA  2.549530350
Litlhare OCDS mother  323  323 5493 NA NA Litlhare-020800ab.cha 410 12669 410   2 NA  2.549530350
Litlhare OCDS mother  323  323 5493 NA NA Litlhare-030200ab.cha 788 12669 788  18 NA  2.549530350
Litlhare OCDS mother  323  323 5493 NA NA Litlhare-020100cd.cha 732 12669 732  25 NA  2.549530350
Litlhare OCDS mother  323  323 5493 NA NA Litlhare-030000ab.cha 434 12669 434  14 NA  2.549530350
Litlhare OCDS mother  323  323 5493 NA NA Litlhare-020100ef.cha 767 12669 767  26 NA  2.549530350
Litlhare OCDS mother  323  323 5493 NA NA Litlhare-020500cd.cha 479 12669 479   9 NA  2.549530350
Litlhare unclassified adult    6    6  340 NA NA Litlhare-020100ab.cha 912 12669 912   5 NA  0.047359697
Litlhare unclassified adult    6    6  340 NA NA Litlhare-020500cd.cha 479 12669 479   1 NA  0.047359697
Litlhare unclassified child   24   24 6836 NA NA Litlhare-020500cd.cha 479 12669 479   6 NA  0.189438788
Litlhare unclassified child   24   24 6836 NA NA Litlhare-020400ab.cha 899 12669 899   1 NA  0.189438788
Litlhare unclassified child   24   24 6836 NA NA Litlhare-020400cd.cha 505 12669 505   1 NA  0.189438788
Litlhare unclassified child   24   24 6836 NA NA Litlhare-020800ab.cha 410 12669 410   1 NA  0.189438788
Litlhare unclassified child   24   24 6836 NA NA Litlhare-020100ab.cha 912 12669 912   3 NA  0.189438788
Litlhare unclassified child   24   24 6836 NA NA Litlhare-030200cd.cha 804 12669 804   1 NA  0.189438788
Litlhare unclassified child   24   24 6836 NA NA Litlhare-020900ab.cha 618 12669 618   1 NA  0.189438788
Litlhare unclassified child   24   24 6836 NA NA Litlhare-020900cd.cha  61 12669  61   1 NA  0.189438788
Litlhare unclassified child   24   24 6836 NA NA Litlhare-020100ef.cha 767 12669 767   2 NA  0.189438788
Litlhare unclassified child   24   24 6836 NA NA Litlhare-021000ab.cha 749 12669 749   1 NA  0.189438788
Litlhare unclassified child   24   24 6836 NA NA Litlhare-020100cd.cha 732 12669 732   1 NA  0.189438788
Litlhare unclassified child   24   24 6836 NA NA Litlhare-020500ab.cha 500 12669 500   4 NA  0.189438788
Litlhare unclassified child   24   24 6836 NA NA Litlhare-020200ab.cha 662 12669 662   1 NA  0.189438788
Litlhare unclassified mother   22   22 5493 NA NA Litlhare-030000cd.cha 667 12669 667   2 NA  0.173652222
Litlhare unclassified mother   22   22 5493 NA NA Litlhare-020500cd.cha 479 12669 479   3 NA  0.173652222
Litlhare unclassified mother   22   22 5493 NA NA Litlhare-020400ab.cha 899 12669 899   3 NA  0.173652222
Litlhare unclassified mother   22   22 5493 NA NA Litlhare-020600ab.cha 645 12669 645   1 NA  0.173652222
Litlhare unclassified mother   22   22 5493 NA NA Litlhare-020100ab.cha 912 12669 912   5 NA  0.173652222
Litlhare unclassified mother   22   22 5493 NA NA Litlhare-020800ab.cha 410 12669 410   1 NA  0.173652222
Litlhare unclassified mother   22   22 5493 NA NA Litlhare-020100ef.cha 767 12669 767   1 NA  0.173652222
Litlhare unclassified mother   22   22 5493 NA NA Litlhare-020500ef.cha 310 12669 310   1 NA  0.173652222
Litlhare unclassified mother   22   22 5493 NA NA Litlhare-020100cd.cha 732 12669 732   2 NA  0.173652222
Litlhare unclassified mother   22   22 5493 NA NA Litlhare-020200cd.cha 407 12669 407   1 NA  0.173652222
Litlhare unclassified mother   22   22 5493 NA NA Litlhare-020400cd.cha 505 12669 505   2 NA  0.173652222
Neuoe ADS adult   17   17 1345 NA NA Neuoe-031000cd.cha 966 10502 966  10 NA  0.161873929
Neuoe ADS adult   17   17 1345 NA NA Neuoe-040100ab.cha 940 10502 940   1 NA  0.161873929
Neuoe ADS adult   17   17 1345 NA NA Neuoe-031000e.cha 570 10502 570   5 NA  0.161873929
Neuoe ADS adult   17   17 1345 NA NA Neuoe-040300ab.cha 696 10502 696   1 NA  0.161873929
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-031000cd.cha 966 10502 966 372 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-030900a.cha 389 10502 389  16 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-030800ab.cha 278 10502 278  55 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-040300e.cha 155 10502 155  30 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-031000e.cha 570 10502 570  54 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-040500cd.cha 512 10502 512  77 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-040100ef.cha 407 10502 407  28 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-040000ab.cha 821 10502 821  60 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-040500e.cha  96 10502  96   7 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-040700cd.cha 194 10502 194  15 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-040300f.cha 147 10502 147  45 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-030800cd.cha 372 10502 372  66 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-040000cd.cha 853 10502 853 156 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-031000ab.cha 969 10502 969 559 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-040500ab.cha 362 10502 362  41 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-040700ab.cha 208 10502 208  35 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-040100ab.cha 940 10502 940 269 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-040300ab.cha 696 10502 696 112 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-040300cd.cha 547 10502 547  61 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-030900b.cha 124 10502 124  54 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-040700e.cha 120 10502 120  11 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-040100cd.cha 497 10502 497  71 NA 21.595886498
Neuoe ADS child 2268 2268 6666 NA NA Neuoe-030800ef.cha 279 10502 279  74 NA 21.595886498
Neuoe ADS mother   30   30 2491 NA NA Neuoe-031000cd.cha 966 10502 966   9 NA  0.285659874
Neuoe ADS mother   30   30 2491 NA NA Neuoe-040300ab.cha 696 10502 696   1 NA  0.285659874
Neuoe ADS mother   30   30 2491 NA NA Neuoe-040500ab.cha 362 10502 362   2 NA  0.285659874
Neuoe ADS mother   30   30 2491 NA NA Neuoe-040300f.cha 147 10502 147   2 NA  0.285659874
Neuoe ADS mother   30   30 2491 NA NA Neuoe-040100ab.cha 940 10502 940   2 NA  0.285659874
Neuoe ADS mother   30   30 2491 NA NA Neuoe-030900b.cha 124 10502 124   1 NA  0.285659874
Neuoe ADS mother   30   30 2491 NA NA Neuoe-031000ab.cha 969 10502 969  11 NA  0.285659874
Neuoe ADS mother   30   30 2491 NA NA Neuoe-040100cd.cha 497 10502 497   2 NA  0.285659874
Neuoe CDS adult  577  577 1345 NA NA Neuoe-030800ef.cha 279 10502 279   3 NA  5.494191583
Neuoe CDS adult  577  577 1345 NA NA Neuoe-030800ab.cha 278 10502 278  59 NA  5.494191583
Neuoe CDS adult  577  577 1345 NA NA Neuoe-040500cd.cha 512 10502 512  18 NA  5.494191583
Neuoe CDS adult  577  577 1345 NA NA Neuoe-040700ab.cha 208 10502 208  10 NA  5.494191583
Neuoe CDS adult  577  577 1345 NA NA Neuoe-040300cd.cha 547 10502 547 111 NA  5.494191583
Neuoe CDS adult  577  577 1345 NA NA Neuoe-031000cd.cha 966 10502 966  95 NA  5.494191583
Neuoe CDS adult  577  577 1345 NA NA Neuoe-031000e.cha 570 10502 570 203 NA  5.494191583
Neuoe CDS adult  577  577 1345 NA NA Neuoe-040000ab.cha 821 10502 821   6 NA  5.494191583
Neuoe CDS adult  577  577 1345 NA NA Neuoe-040500ab.cha 362 10502 362   4 NA  5.494191583
Neuoe CDS adult  577  577 1345 NA NA Neuoe-040300ab.cha 696 10502 696  68 NA  5.494191583
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-031000cd.cha 966 10502 966  76 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-040500cd.cha 512 10502 512  88 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-031000e.cha 570 10502 570 139 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-040700ab.cha 208 10502 208  35 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-040300e.cha 155 10502 155  16 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-040100cd.cha 497 10502 497 145 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-040300cd.cha 547 10502 547 126 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-030800cd.cha 372 10502 372  24 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-040500ab.cha 362 10502 362 185 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-040000ab.cha 821 10502 821 179 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-040300f.cha 147 10502 147  19 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-040100ef.cha 407 10502 407  50 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-040000cd.cha 853 10502 853 267 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-030800ab.cha 278 10502 278  27 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-030800ef.cha 279 10502 279  27 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-040700e.cha 120 10502 120  27 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-040300ab.cha 696 10502 696  55 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-040100ab.cha 940 10502 940 114 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-040700cd.cha 194 10502 194  42 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-040500e.cha  96 10502  96  38 NA 16.606360693
Neuoe CDS child 1744 1744 6666 NA NA Neuoe-030900a.cha 389 10502 389  65 NA 16.606360693
Neuoe CDS mother  513  513 2491 NA NA Neuoe-040700e.cha 120 10502 120  12 NA  4.884783851
Neuoe CDS mother  513  513 2491 NA NA Neuoe-040100cd.cha 497 10502 497  26 NA  4.884783851
Neuoe CDS mother  513  513 2491 NA NA Neuoe-030900a.cha 389 10502 389   9 NA  4.884783851
Neuoe CDS mother  513  513 2491 NA NA Neuoe-040000cd.cha 853 10502 853  15 NA  4.884783851
Neuoe CDS mother  513  513 2491 NA NA Neuoe-040100ab.cha 940 10502 940 200 NA  4.884783851
Neuoe CDS mother  513  513 2491 NA NA Neuoe-030800cd.cha 372 10502 372  17 NA  4.884783851
Neuoe CDS mother  513  513 2491 NA NA Neuoe-040100ef.cha 407 10502 407   4 NA  4.884783851
Neuoe CDS mother  513  513 2491 NA NA Neuoe-040300f.cha 147 10502 147  15 NA  4.884783851
Neuoe CDS mother  513  513 2491 NA NA Neuoe-040700ab.cha 208 10502 208  30 NA  4.884783851
Neuoe CDS mother  513  513 2491 NA NA Neuoe-040300ab.cha 696 10502 696  46 NA  4.884783851
Neuoe CDS mother  513  513 2491 NA NA Neuoe-040500ab.cha 362 10502 362  28 NA  4.884783851
Neuoe CDS mother  513  513 2491 NA NA Neuoe-040500cd.cha 512 10502 512  33 NA  4.884783851
Neuoe CDS mother  513  513 2491 NA NA Neuoe-040300e.cha 155 10502 155  60 NA  4.884783851
Neuoe CDS mother  513  513 2491 NA NA Neuoe-040700cd.cha 194 10502 194   9 NA  4.884783851
Neuoe CDS mother  513  513 2491 NA NA Neuoe-040500e.cha  96 10502  96   3 NA  4.884783851
Neuoe CDS mother  513  513 2491 NA NA Neuoe-040000ab.cha 821 10502 821   6 NA  4.884783851
Neuoe OCDS adult  748  748 1345 NA NA Neuoe-030900b.cha 124 10502 124   5 NA  7.122452866
Neuoe OCDS adult  748  748 1345 NA NA Neuoe-040700e.cha 120 10502 120   8 NA  7.122452866
Neuoe OCDS adult  748  748 1345 NA NA Neuoe-040700cd.cha 194 10502 194   1 NA  7.122452866
Neuoe OCDS adult  748  748 1345 NA NA Neuoe-031000cd.cha 966 10502 966 225 NA  7.122452866
Neuoe OCDS adult  748  748 1345 NA NA Neuoe-040500ab.cha 362 10502 362   6 NA  7.122452866
Neuoe OCDS adult  748  748 1345 NA NA Neuoe-040700ab.cha 208 10502 208   2 NA  7.122452866
Neuoe OCDS adult  748  748 1345 NA NA Neuoe-040500cd.cha 512 10502 512  20 NA  7.122452866
Neuoe OCDS adult  748  748 1345 NA NA Neuoe-031000ab.cha 969 10502 969   3 NA  7.122452866
Neuoe OCDS adult  748  748 1345 NA NA Neuoe-040300f.cha 147 10502 147   1 NA  7.122452866
Neuoe OCDS adult  748  748 1345 NA NA Neuoe-040300cd.cha 547 10502 547 156 NA  7.122452866
Neuoe OCDS adult  748  748 1345 NA NA Neuoe-031000e.cha 570 10502 570  91 NA  7.122452866
Neuoe OCDS adult  748  748 1345 NA NA Neuoe-030800ef.cha 279 10502 279  16 NA  7.122452866
Neuoe OCDS adult  748  748 1345 NA NA Neuoe-040000ab.cha 821 10502 821  19 NA  7.122452866
Neuoe OCDS adult  748  748 1345 NA NA Neuoe-040500e.cha  96 10502  96   4 NA  7.122452866
Neuoe OCDS adult  748  748 1345 NA NA Neuoe-040100cd.cha 497 10502 497   2 NA  7.122452866
Neuoe OCDS adult  748  748 1345 NA NA Neuoe-030800cd.cha 372 10502 372  19 NA  7.122452866
Neuoe OCDS adult  748  748 1345 NA NA Neuoe-040300ab.cha 696 10502 696  44 NA  7.122452866
Neuoe OCDS adult  748  748 1345 NA NA Neuoe-040100ab.cha 940 10502 940   8 NA  7.122452866
Neuoe OCDS adult  748  748 1345 NA NA Neuoe-030800ab.cha 278 10502 278 118 NA  7.122452866
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-040300f.cha 147 10502 147  18 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-030800ab.cha 278 10502 278   2 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-030800ef.cha 279 10502 279  76 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-040500e.cha  96 10502  96  44 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-040100ab.cha 940 10502 940   2 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-030900b.cha 124 10502 124   3 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-040000cd.cha 853 10502 853 235 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-031000ab.cha 969 10502 969  27 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-040100ef.cha 407 10502 407 270 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-040300cd.cha 547 10502 547  93 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-040300e.cha 155 10502 155   9 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-040700ab.cha 208 10502 208  49 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-031000cd.cha 966 10502 966  10 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-040500ab.cha 362 10502 362  44 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-030800cd.cha 372 10502 372 184 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-040500cd.cha 512 10502 512 234 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-040100cd.cha 497 10502 497 160 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-030900a.cha 389 10502 389 261 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-040000ab.cha 821 10502 821 472 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-040700e.cha 120 10502 120  36 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-031000e.cha 570 10502 570  18 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-040300ab.cha 696 10502 696 242 NA 24.614359170
Neuoe OCDS child 2585 2585 6666 NA NA Neuoe-040700cd.cha 194 10502 194  96 NA 24.614359170
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-030800ab.cha 278 10502 278  16 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-040300f.cha 147 10502 147  47 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-040000ab.cha 821 10502 821  78 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-031000cd.cha 966 10502 966 169 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-040300e.cha 155 10502 155  40 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-030800ef.cha 279 10502 279  82 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-040700cd.cha 194 10502 194  31 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-040700ab.cha 208 10502 208  47 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-040100ef.cha 407 10502 407  55 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-030900a.cha 389 10502 389  38 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-031000ab.cha 969 10502 969 369 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-040500cd.cha 512 10502 512  33 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-030800cd.cha 372 10502 372  62 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-031000e.cha 570 10502 570   5 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-030900b.cha 124 10502 124  61 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-040500ab.cha 362 10502 362  52 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-040700e.cha 120 10502 120  26 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-040000cd.cha 853 10502 853 179 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-040100ab.cha 940 10502 940 342 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-040100cd.cha 497 10502 497  91 NA 18.548847839
Neuoe OCDS mother 1948 1948 2491 NA NA Neuoe-040300ab.cha 696 10502 696 125 NA 18.548847839
Neuoe unclassified adult    3    3 1345 NA NA Neuoe-031000e.cha 570 10502 570   2 NA  0.028565987
Neuoe unclassified adult    3    3 1345 NA NA Neuoe-030800ab.cha 278 10502 278   1 NA  0.028565987
Neuoe unclassified child   69   69 6666 NA NA Neuoe-031000e.cha 570 10502 570  53 NA  0.657017711
Neuoe unclassified child   69   69 6666 NA NA Neuoe-040500cd.cha 512 10502 512   9 NA  0.657017711
Neuoe unclassified child   69   69 6666 NA NA Neuoe-040000cd.cha 853 10502 853   1 NA  0.657017711
Neuoe unclassified child   69   69 6666 NA NA Neuoe-040300ab.cha 696 10502 696   2 NA  0.657017711
Neuoe unclassified child   69   69 6666 NA NA Neuoe-030800ef.cha 279 10502 279   1 NA  0.657017711
Neuoe unclassified child   69   69 6666 NA NA Neuoe-040100ab.cha 940 10502 940   2 NA  0.657017711
Neuoe unclassified child   69   69 6666 NA NA Neuoe-040000ab.cha 821 10502 821   1 NA  0.657017711
