utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotation2	annotator_name2	Diff_annotations	keychild	speaker	role_adressee	register
34485	MOT	mother	retournée cellelà			%sit  Tim lance une voiture 3116833311942/Theotime/2324b.cha	Theotime/2324b.cha	1	clara				Theotime	mother	Keychild	CDS
34486	MOT	mother	www			%sit  Tim lance son train 312957312448/Theotime/2324b.cha	Theotime/2324b.cha	1	clara				Theotime	mother	Keychild	CDS
34487	MOT	mother	oh				Theotime/2324b.cha	1	clara				Theotime	mother	Keychild	CDS
34488	MOT	mother	www				Theotime/2324b.cha	1	clara				Theotime	mother	Keychild	CDS
34493	MOT	mother	ah bah ils disent un pingouin mais //			%sit  Tim et sa mère regarde un livre /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34494	MOT	mother	et ça c'est quoi?			%sit  la mère de Tim lui montre une image du livre /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34496	MOT	mother	mh				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34497	MOT	mother	un perroquet				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34499	MOT	mother	là?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34501	MOT	mother	une souris			%sit  la mère de Tim lui montre une image /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34504	MOT	mother	ah				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34509	MOT	mother	un rhinocéros				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34510	MOT	mother	tu as des moustaches de lait toi			%sit  la mère de Tim lui essuie la bouche Tim regarde toujours le livre /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34512	MOT	mother	et oui tu as mangé du xxx des céréales				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34513	MOT	mother	on n' a pas nettoyé la bouche			%sit  la soeur de Tim parle 28673348/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34517	MOT	mother	et ça a fait quoi?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34518	MOT	mother	ça a fait de là				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34520	MOT	mother	oui				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34522	MOT	mother	et ça a fait de la mousse?			%sit  la mère de Tim lui met le doigt sur ses moustaches de lait /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34524	MOT	mother	oui				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34527	MOT	mother	alors celuilà +				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34528	MOT	mother	mais regarde il sont déjà coloriés Tim				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34529	MOT	mother	qui a colorié?			%sit  Tim revient dans la chambre /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34531	MOT	mother	c'est Amé?			%sit  la soeur de Tim parle /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34533	MOT	mother	www			%sit  la soeur de Tim parle /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34536	MOT	mother	www				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34541	MOT	mother	Eustache				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34544	MOT	mother	regarde c'est Eustache			%sit  la mère de Tim lui montre son livre Tim le regarde sa soeur parle 19681172/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34552	MOT	mother	des comment?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34554	MOT	mother	coloriage			%sit  Tim sort de sa chambre /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34555	MOT	mother	non mais viens Tim				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34557	MOT	mother	pourquoi non?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34559	MOT	mother	on fera après				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34560	MOT	mother	on peut pas le faire maintenant				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34562	MOT	mother	il y a du monde dans la cuisine				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34563	MOT	mother	attends qu'on te voit au moins faire ton caprice			%sit  la mère de Tim ouvre la porte /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34567	MOT	mother	ici?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34569	MOT	mother	et tu sais que tu as plein d'autres livres là qu'on t'a prêté				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34571	MOT	mother	on pourrait les regarder quand même				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34575	MOT	mother	tous ces livres là				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34576	MOT	mother	regarde le livre sur les couleurs				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34578	MOT	mother	regarde celuilà			%sit  la mère de Tim attrape un livre /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34579	MOT	mother	oh				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34580	MOT	mother	oh				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34581	MOT	mother	qu'estce qu'il est beau				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34583	MOT	mother	les grands livres de la petite souris				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34594	MOT	mother	tu veux que je te le lise?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34596	MOT	mother	alors			%sit  la mère de Tim tourne la page /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34597	MOT	mother	petit			%sit  Tim regarde son livre sa soeur parle 2353472496/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34599	MOT	mother	petit www ours se réveille www				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34600	MOT	mother	il a encore un peu sommeil				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34601	MOT	mother	allez il faut se lever				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34602	MOT	mother	la journée va commencer				Theotime/2422a.cha	1					Theotime	mother	Keychild	CDS
34603	MOT	mother	alors tu me montres tout ce qui est rouge Tim				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34604	MOT	mother	qu'estce que tu vois qui est rouge?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34607	MOT	mother	c'est rouge ça?			%sit  la soeur de Tim parle /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34608	MOT	mother	le ballon				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34610	MOT	mother	oui c'est quoi ça				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34613	MOT	mother	oui				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34614	MOT	mother	des chaussons			%sit  la soeur de Tim parle /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34622	MOT	mother	www un bol				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34623	MOT	mother	elle lui apporte le bol la souris			%sit  la soeur de Tim parle avec sa mère qui tourne la page 31498832348/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34629	MOT	mother	petit www ours brun est dans son bain				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34630	MOT	mother	il se frotte avec entrain du bout du nez aux bouts des pieds				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34631	MOT	mother	le voilà bien lavé				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34633	MOT	mother	alors il faut trouver une serviette un flacon de parfum un gant de toilette une brosse et une brosse à dents				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34637	MOT	mother	ouais exactement				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34639	MOT	mother	ouais elle est bleue				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34640	MOT	mother	tu as raison aussi				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34641	MOT	mother	on www aurait pu le mettre				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34642	MOT	mother	ouais			%sit  la soeur de Tim parle la mère de Tim tourne la page /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34645	MOT	mother	petit www ours brun ours met ses chaussettes son pull et sa salopette				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34646	MOT	mother	mais non c'est pas petit ours brun				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34648	MOT	mother	petit				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34649	MOT	mother	le voilà bien www habillé				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34650	MOT	mother	youpi il peut aller jouer			%sit  Amé et sa mère parle 415241684/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34654	MOT	mother	alors qu'estce que tu as vu de jaune?			%sit  la soeur de Tim parle 421138422435/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34658	MOT	mother	oui				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34659	MOT	mother	oui une bobine de fil			%sit  Amé parle 42665426825/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34662	MOT	mother	mhm				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34664	MOT	mother	oui				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34665	MOT	mother	c'est un ferà+repasser on dirait			%sit  la soeur de Tim parle 4361243664/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34667	MOT	mother	hein			%sit  AME parle 4371643792/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34669	MOT	mother	il est où le ferà+repasser dans l'image là?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34671	MOT	mother	oui mais là dans l'image où il est			%sit  AME parle /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34675	MOT	mother	voilà				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34680	MOT	mother	oui				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34683	MOT	mother	c'est un short				Theotime/2422a.cha	1	c				Theotime	mother	Keychild	CDS
34684	MOT	mother	un short ou un caleçon chais pas				Theotime/2422a.cha	1	c				Theotime	mother	Keychild	CDS
34685	MOT	mother	caleçon				Theotime/2422a.cha	1	c				Theotime	mother	Keychild	CDS
34686	MOT	mother	et ça?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34687	MOT	mother	qu'estce que vous savez ce que c'est			%sit  la mère de Tim montre l'i mage d'un cintre /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34692	MOT	mother	www			%sit  Amé parle /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34694	MOT	mother	y en a la crêche?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34695	MOT	mother	c'est ça que tu dis?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34697	MOT	mother	www				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34698	MOT	mother	ça xxx c'est pour accrocher les vêtements				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34699	MOT	mother	c'est là			%sit  la mère de Tim lui montre le cintre puis le dessin de l'armoire /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34701	MOT	mother	ça s'appelle comment?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34703	MOT	mother	un cintre				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34706	MOT	mother	oui			%sit  Amé parle sa mère tourne la page Tim regarde les nouvelles images 52862353416/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34710	MOT	mother	alors petit> [/] www [= ! li] <ours euh (.) est> [/] www [= ! li] affamé [/] www [=				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34711	MOT	mother	il met son beau tablier et décide de se préparer un bon petit			%sit  Amé parle /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34729	MOT	mother	oui				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34730	MOT	mother	ça sert à quoi le tablier?			%sit  discussion entre Amé et sa mère 6214386278/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34734	MOT	mother	à passe tacher Mint			%sit  la mère de Tim parle à Amé 628726315/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34736	MOT	mother	petit ours se lève de bon matin et descend dans son jardin				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34737	MOT	mother	il aime semer bêcher arroser				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34738	MOT	mother	ses plantes sont bien soignées				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34739	MOT	mother	alors Tim				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34740	MOT	mother	qu'estce qu'on trouve?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34751	MOT	mother	alors qu'estce que tu as vu Tim				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34753	MOT	mother	mhm				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34759	MOT	mother	oui				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34762	MOT	mother	mhm				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34764	MOT	mother	attention Tim tu vas abîmer le livre				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34766	MOT	mother	oui				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34767	MOT	mother	et là?			%sit  la mère de Tim lui montre une nouvelle image /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34768	MOT	mother	qu'estce que c'est?			%sit  Amé commente l'image 72128772832/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34773	MOT	mother	ça?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34774	MOT	mother	c'est un plantoir			%sit  Amé parle 732987738467/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34776	MOT	mother	c'est pour faire les trous pour planter les salades				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34778	MOT	mother	oui				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34779	MOT	mother	là c'est le			%sit  la mère de Tim lui montre une nouvelle image /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34786	MOT	mother	alors				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34790	MOT	mother	c'est rose			%act  Tim regarde les images /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34794	MOT	mother	alors petit www ours a euh bien travaillé www			%sit  Tim attrape son micro qui est défait /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34795	MOT	mother	il peut maintenant se reposer				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34797	MOT	mother	ah j'ai pas vu				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34798	MOT	mother	Tim non			%sit  la mère de Tim essaie de lui enlever le micro des mains 811285812547/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34799	MOT	mother	www				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34800	MOT	mother	Tim			%sit  la mère de Tim essaie de lui raccrocher le micro /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34801	MOT	mother	faut pas abîmer ça hein				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34802	MOT	mother	dis donc			%sit  Amé et sa mère parle Tim regarde et essaie d'attraper le micro que sa mère vient de lui remettre 82795824147/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34806	MOT	mother	tu arrêtes Tim hein			%sit  Amé parle Tim regarde son micro en souriant /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34815	MOT	mother	www				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34817	MOT	mother	www				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34819	MOT	mother	alors			%sit  Amé pleure 84322847267/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34820	MOT	mother	www				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34821	MOT	mother	bon qu'estce qu'on regarde Tim?			%sit  la mère de Tim tourne la page /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34822	MOT	mother	www qu'estce qu'il y a là?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34823	MOT	mother	c'est comment?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34824	MOT	mother	c'est quelle couleur ça?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34826	MOT	mother	c'est pas un cadeau				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34827	MOT	mother	la couleur?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34830	MOT	mother	www			%sit  discussion entre la mère de Tim et Emi 99697916843/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34833	MOT	mother	www				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34834	MOT	mother	alors qu'estce qu'on voit comme euh			%sit  Tim tourne les pages de son livre 9221392644/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34835	MOT	mother	oh bah là ça va vite là hein				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34840	MOT	mother	alors tu en trouves un www autre				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34842	MOT	mother	ou qu'estce qu'on fait?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34844	MOT	mother	un puzzle?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34850	MOT	mother	www				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34851	MOT	mother	allez				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34853	MOT	mother	ah on fait lequel?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34855	MOT	mother	celuilà?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34856	MOT	mother	Piere Lapin?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34858	MOT	mother	qui vient juste de se réveiller				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34863	MOT	mother	non mais tu t'es mal t'es mal installé là				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34865	MOT	mother	mh				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34866	MOT	mother	ça va dans le en haut			%sit  la mère de Tim lui montre le coin du puzzle /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34868	MOT	mother	mh				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34869	MOT	mother	regarde tu vois le rougegorge				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34875	MOT	mother	ah				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34876	MOT	mother	les www oreilles du lapin				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34877	MOT	mother	oui là haut là				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34880	MOT	mother	ouais				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34883	MOT	mother	www				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34885	MOT	mother	tu t'énerves un peu?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34887	MOT	mother	www				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34889	MOT	mother	c'est bien oui c'est là			%sit  Tim met correctement sa pièce sur le puzzle /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34890	MOT	mother	oh bah dis donc				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34892	MOT	mother	mh				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34894	MOT	mother	oui				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34895	MOT	mother	tu le retournes				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34896	MOT	mother	dans l'autre sens				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34897	MOT	mother	c'est là				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34898	MOT	mother	c'est au bon www endroit mais faut juste que tu le				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34899	MOT	mother	attends on va remettre ça ça c'est défait				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34900	MOT	mother	faut tu juste les xxx là voilà				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34901	MOT	mother	là tu vois y a sa petite main				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34902	MOT	mother	vas y			%sit  Tim pose sa pièce 1126871127812/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34903	MOT	mother	ouais				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34908	MOT	mother	aïe				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34909	MOT	mother	www tu me fais mal avec ton coude			%sit  Tim essaie de placer sa pièce /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34910	MOT	mother	euh là non				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34911	MOT	mother	je pense pas				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34912	MOT	mother	regarde				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34913	MOT	mother	attends				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34914	MOT	mother	regarde bien				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34915	MOT	mother	regarde				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34916	MOT	mother	qu'estce que c'est qu'on voit là?				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34917	MOT	mother	regarde				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34921	MOT	mother	la patte du rouge+gorge				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34922	MOT	mother	voilà				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34925	MOT	mother	le rougegorge				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34928	MOT	mother	www				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34930	MOT	mother	tu le tournes encore			%sit  Tim essaie de mettre sa pièce dans le bon sens /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34931	MOT	mother	encore				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34932	MOT	mother	ah doucement				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34934	MOT	mother	non mais  tu es mal installé là			%sit  Tim déplace les pièces du puzzle en souriant /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34935	MOT	mother	hein aussi				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34936	MOT	mother	viens là				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34937	MOT	mother	tu es à moitié allongé sur				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34939	MOT	mother	voilà  il va ici là il va au milieu			%sit  la mère de Tim remet les pièces en place /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34947	MOT	mother	mais si xxx				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34948	MOT	mother	voilà faut prendre son temps				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34952	MOT	mother	ça va en haut				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34955	MOT	mother	www				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34957	MOT	mother	si c'était bien comme tu avais mis				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34958	MOT	mother	regarde c'est bien là				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34960	MOT	mother	le petit oiseau il est comme ça				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34961	MOT	mother	vas y			%sit  Tim appuie sur la pièce puis en attrape une autre 1313342131792/Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34965	MOT	mother	super				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34971	MOT	mother	www				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34972	MOT	mother	Trotsaut				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34973	MOT	mother	Flopsaut Trotsaut et Queue de coton				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34976	MOT	mother	mh				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34977	MOT	mother	il y a ses trois soeurs				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34978	MOT	mother	les trois soeurs de Pierre Lapin				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34981	MOT	mother	regarde le dessin là				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34983	MOT	mother	regarde				Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34985	MOT	mother	voilà			%sit  Tim fait glisser sa pièce vers le coin du puzzle /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
34986	MOT	mother	voilà c'est bien			%sit  Tim met sa pièce dans le coin /Theotime/2422a.cha	Theotime/2422a.cha	1	clara				Theotime	mother	Keychild	CDS
