utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotation2	annotator_name2	Diff_annotations	keychild	speaker	role_adressee	register
32729	MOT	mother	ah bon?				Theotime/239b.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32732	MOT	mother	six www ans				Theotime/239b.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32733	MOT	mother	ouais			%sit  Mot regarde la caméra /Theotime/239b.cha	Theotime/239b.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32739	MOT	mother	bon				Theotime/239b.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32740	MOT	mother	tu as six www ans?				Theotime/239b.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32746	MOT	mother	tu souffles?				Theotime/239b.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32749	MOT	mother	comme ça			%sit  essais pour la caméra /Theotime/2324a.cha	Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32751	MOT	mother	non?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32752	MOT	mother	non?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32753	MOT	mother	on le jette alors				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32774	MOT	mother	vous www allez parler tous les /				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32775	MOT	mother	il va y avoir cinquante personnes qui vont parler				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32776	MOT	mother	hein?			%sit  Ame et sa mère parlent Tim ramasse son train 12811814843/Theotime/2324a.cha	Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32787	MOT	mother	www bon				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32788	MOT	mother	allez				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32789	MOT	mother	euh on va faire euh visiter hein //				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32790	MOT	mother	on va fermer les fenêtres				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32791	MOT	mother	hein?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32792	MOT	mother	on va fermer les fenêtres Tim?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32793	MOT	mother	parce que sinon //				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32794	MOT	mother	et puis alors il y a un bazar non				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32795	MOT	mother	elle va pas arriver à marcher dans la //				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32796	MOT	mother	non				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32797	MOT	mother	il y a trop de bruit				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32808	MOT	mother	mais un				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32809	MOT	mother	et ça là?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32810	MOT	mother	qu'estce que t'as fais Tim?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32811	MOT	mother	t'as tout déchiré ça là?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32813	MOT	mother	oui mais c'est pour les les parents ça				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32815	MOT	mother	ah ben oui mais moi ça peut m'intéresser peutêtre				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32817	MOT	mother	bon ça d'accord				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32819	MOT	mother	c'est de la publicité				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32820	MOT	mother	ça se jette				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32821	MOT	mother	mais hein il y a des choses euh				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32822	MOT	mother	faut pas déchirer n' importe quoi non plus hein			%sit  la mère de Tim lui ramasse la feuille qu'il a entre les mains/Theotime/2324a.cha	Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32823	MOT	mother	de jus de fruit?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32824	MOT	mother	non bon pas grandchose				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32825	MOT	mother	bon				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32836	MOT	mother	mais quelle boîte?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32838	MOT	mother	mh				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32839	MOT	mother	c'est là oui				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32840	MOT	mother	effectivement				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32841	MOT	mother	tuas raison				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32842	MOT	mother	c'est				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32844	MOT	mother	alors				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32845	MOT	mother	ouais bah là il y a tellement de //				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32846	MOT	mother	pfff				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32847	MOT	mother	tu le veux?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32848	MOT	mother	ou //				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32849	MOT	mother	oh non on le range hein?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32850	MOT	mother	non				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32852	MOT	mother	tu veux jouer maintenant?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32853	MOT	mother	xxx partout déjà				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32855	MOT	mother	ah bon?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32857	MOT	mother	on peut faire un peu de place?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32858	MOT	mother	hein parce que regarde ça là				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32859	MOT	mother	on peut plus bouger dans ta chambre bientôt				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32861	MOT	mother	hi@c				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32863	MOT	mother	regarde Picoti				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32864	MOT	mother	tu vas le mettre dans ta bibliothèque?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32866	MOT	mother	allez				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32870	MOT	mother	on www a beaucoup de place xxx tu trouves www				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32871	MOT	mother	allez tiens				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32872	MOT	mother	on va se mettre sur la //				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32873	MOT	mother	on marche pas				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32876	MOT	mother	d'accord				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32880	MOT	mother	ah tu dois pouvoir y arriver hein				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32881	MOT	mother	regarde				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32883	MOT	mother	mh				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32887	MOT	mother	ah				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32888	MOT	mother	ça c'est des c'est des murs des créneaux pour faire des châteaux				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32889	MOT	mother	je vais éteindre l'eau du café			%sit  Tim joue avec les éléments de construction sa mère va dans la cuisine et parle à Amé 52367543665/Theotime/2324a.cha	Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32910	MOT	mother	oui				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32911	MOT	mother	mais ça c'est qui qui avait arraché ça?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32912	MOT	mother	hein				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32914	MOT	mother	oui mais une fois que c'est arraché on peut plus le remettre				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32916	MOT	mother	hein?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32917	MOT	mother	bah faudra trouver de la colle ouais mais //				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32920	MOT	mother	mh				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32921	MOT	mother	ouais bah on cherchera après hein				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32923	MOT	mother	non				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32924	MOT	mother	non tu sais pas où elle est Tim				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32927	MOT	mother	j'espère que tu sais pas				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32928	MOT	mother	non mais on la xxx				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32929	MOT	mother	on refera ça une fois				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32930	MOT	mother	tu vois?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32931	MOT	mother	regarde regarde				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32932	MOT	mother	là ça tient pour l'instant				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32933	MOT	mother	hein regarde				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32935	MOT	mother	alors ce château?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32937	MOT	mother	ouh www				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32942	MOT	mother	alors				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32943	MOT	mother	c'est pas facile sinon				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32944	MOT	mother	je trouve				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32945	MOT	mother	euh euh bon				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32946	MOT	mother	euh			%sit  Amé parle/Theotime/2324a.cha	Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32949	MOT	mother	non non non				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32950	MOT	mother	elle peut pas jouer avec nous			%sit  discussion entre Amé et sa mère 75585758745/Theotime/2324a.cha	Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32953	MOT	mother	alors regarde				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32954	MOT	mother	toc				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32955	MOT	mother	peut mettre tous les bleus comme ça				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32957	MOT	mother	xxx				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32960	MOT	mother	y en a un qu'est comme ça				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32961	MOT	mother	oh c'est pas vrai				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32984	MOT	mother	tu arrives pas à faire le château?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32986	MOT	mother	alors				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32987	MOT	mother	c'est vrai que				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32989	MOT	mother	qu'estce qu'on peut faire?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32990	MOT	mother	je sais pas faut essayer de mettre des choses euh				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32991	MOT	mother	oh euh tu as vu ça?			%act  Tim lance une nouvelle fois unepièce par terre/Theotime/2324a.cha	Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32992	MOT	mother	www oh				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32994	MOT	mother	Tim				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32995	MOT	mother	xxx c'est pas évident www				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32997	MOT	mother	non c'est pas évident				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
32999	MOT	mother	c'est trop compliqué				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33004	MOT	mother	oh c'est pour faire un petit toit ça				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33005	MOT	mother	regarde				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33006	MOT	mother	hop				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33008	MOT	mother	une petite maison regarde				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33009	MOT	mother	ouh une petite tour				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33010	MOT	mother	ouais on peut faire un peu plus haut				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33013	MOT	mother	regarde				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33014	MOT	mother	non vas y mets le audessus			%sit  Tim s'approche de la construction de sa mère avec une nouvelle pièce/Theotime/2324a.cha	Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33015	MOT	mother	xxx				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33016	MOT	mother	là là pose le				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33017	MOT	mother	pose le dessus				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33018	MOT	mother	ouais				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33019	MOT	mother	et après?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33020	MOT	mother	tu mets le toit			%sit  Tim fait la construction/Theotime/2324a.cha	Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33021	MOT	mother	voilà				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33023	MOT	mother	là il y a le roi				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33025	MOT	mother	mh				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33027	MOT	mother	c'est le roi ça				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33028	MOT	mother	xxx avec son cheval				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33029	MOT	mother	et là ce sont				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33031	MOT	mother	son garde				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33032	MOT	mother	les gardes ou les chevaliers				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33033	MOT	mother	chevalier				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33035	MOT	mother	non un chevalier //				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33037	MOT	mother	chevalier				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33039	MOT	mother	chevalier chevalier				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33041	MOT	mother	yyy je sais pas dire moi				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33042	MOT	mother	tu sais pas xxx				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33044	MOT	mother	chevalier ben si				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33045	MOT	mother	c'est bon				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33051	MOT	mother	regarde				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33052	MOT	mother	hop				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33055	MOT	mother	xxx que ça ressemble à cheval oui				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33056	MOT	mother	bah oui				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33057	MOT	mother	chevalier il est sur son cheval				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33058	MOT	mother	il a un cheval				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33062	MOT	mother	www bah oui ça c'est un cheval oui ça				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33063	MOT	mother	peutêtre qu'il xxx dessus				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33064	MOT	mother	eh haut				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33065	MOT	mother	regarde				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33066	MOT	mother	xxx				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33069	MOT	mother	oui il est monté sur son cheval				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33080	MOT	mother	alors				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33081	MOT	mother	qu'estce qu'on www a encore là?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33082	MOT	mother	ça c'est un autre un autre garde euh ça				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33084	MOT	mother	tu vois il va pas sur le cheval				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33085	MOT	mother	celuilà non plus				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33086	MOT	mother	et lui?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33087	MOT	mother	non plus				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33088	MOT	mother	il surveille				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33089	MOT	mother	il garde le château				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33090	MOT	mother	puis ici on peut faire xxx là-dessus				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33092	MOT	mother	mh				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33094	MOT	mother	non non				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33095	MOT	mother	hop				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33096	MOT	mother	hum				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33098	MOT	mother	on va regarder le dessin là				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33100	MOT	mother	www on va essayé de copier là				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33103	MOT	mother	ah t'as vu ça?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33104	MOT	mother	nous on www à fait ça				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33107	MOT	mother	ah oui on peut en mettre des droits là comme ça				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33108	MOT	mother	c'est ça qu'il faut				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33110	MOT	mother	un tunnel?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33112	MOT	mother	tu compliques là hein?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33114	MOT	mother	tu nous compliques là hein				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33115	MOT	mother	un tigtig@c				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33118	MOT	mother	regarde				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33119	MOT	mother	les petits trous là				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33120	MOT	mother	et Thé Thé				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33123	MOT	mother	et puis après				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33124	MOT	mother	tut tut tut				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33125	MOT	mother	ouais regarde				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33130	MOT	mother	ouais bravo				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33133	MOT	mother	regarde là				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33134	MOT	mother	ceuxlà regarde				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33135	MOT	mother	par exemple tu peux les mettre ici				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33136	MOT	mother	mh comme ça				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33137	MOT	mother	tu vois?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33138	MOT	mother	il y a  une petite une petite rainure hein				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33139	MOT	mother	et là il y a des petites bosses dessus				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33145	MOT	mother	un plateau?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33146	MOT	mother	www un toit				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33149	MOT	mother	oui				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33153	MOT	mother	où estce qu'on pourrait le mettre?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33155	MOT	mother	faut qu'on fasse euh quelque chose pour le mettre				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33156	MOT	mother	euh non ça va pas xxx				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33160	MOT	mother	ah bon				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33162	MOT	mother	ouais pourquoi pas?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33163	MOT	mother	là hein ça ressemble plus www à un canapé là				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33165	MOT	mother	ou comme ça regarde				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33166	MOT	mother	regarde				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33167	MOT	mother	là				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33168	MOT	mother	regarde le beau canapé là				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33171	MOT	mother	le garde il va s'asseoir sur le canapé				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33172	MOT	mother	hop là			%sit  la mère de Tim rattrape la figurine qui vient de tomber/Theotime/2324a.cha	Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33173	MOT	mother	un toboggan non?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33174	MOT	mother	comme ça oui			%sit  Tim essaie de refaire la construction sa mère l'aide/Theotime/2324a.cha	Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33175	MOT	mother	mettre comme ça				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33184	MOT	mother	il y a de l'eau dans le tuyau				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33185	MOT	mother	c'est ça qu'elle dit Amé				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33188	MOT	mother	oh bah ça caca c'est pas +				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33189	MOT	mother	hein				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33191	MOT	mother	c'est pas obligatoire hein dans la formule				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33193	MOT	mother	mh?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33194	MOT	mother	vaut mieux pas le dire caca				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33201	MOT	mother	alors			%sit  la mère de Tim regarde avec lui dans la boite/Theotime/2324a.cha	Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33202	MOT	mother	qu'estce qu'on va trouver là?				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33204	MOT	mother	oh encore un www autre				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33205	MOT	mother	oh ça c'est la reine ça				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33207	MOT	mother	et oui				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33208	MOT	mother	regarde				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33210	MOT	mother	une dame				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
33212	MOT	mother	mh				Theotime/2324a.cha	1	clara	1	Lara		Theotime	mother	Keychild	CDS
